bot;aposta_id;event_id;mercado_tick;mercado_tipo;linha;selecao;odd;liga;apostado_em;veredito;motivos
SENTINELA-B-NBA2K-OU;71084;89388640;Total de pontos;157;134.50;Menos de 134.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:55:12.739360;OK;
SENTINELA-B-NBA2K-OU;71086;89388640;Total de pontos;157;135.50;Mais de 135.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:55:12.740973;OK;
SENTINELA-B-NBA2K-OU;71085;89388640;Total de pontos;157;136.50;Mais de 136.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:55:12.741504;OK;
SENTINELA-B-NBA2K-OU;71087;89388640;Total de pontos;157;134.50;Mais de 134.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:55:12.742967;OK;
SENTINELA-B-NBA2K-OU;71088;89388643;Total de pontos;157;137.50;Menos de 137.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:55:14.960574;OK;
SENTINELA-B-NBA2K-OU;71122;89388644;Total de pontos;157;145.50;Mais de 145.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:17.416310;OK;
SENTINELA-B-NBA2K-OU;71123;89388644;Total de pontos;157;144.50;Mais de 144.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:17.417307;OK;
SENTINELA-B-NBA2K-OU;71125;89388644;Total de pontos;157;146.50;Mais de 146.5;1.900;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:17.419371;OK;
SENTINELA-B-NBA2K-OU;71124;89388644;Total de pontos;157;145.50;Menos de 145.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:17.420331;OK;
SENTINELA-B-NBA2K-OU;71128;89388656;Total de pontos;157;134.50;Mais de 134.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:19.049398;OK;
SENTINELA-B-NBA2K-OU;71127;89388656;Total de pontos;157;133.50;Mais de 133.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:19.050124;OK;
SENTINELA-B-NBA2K-OU;71168;89388646;Total de pontos;157;142.50;Menos de 142.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:05:25.586325;OK;
SENTINELA-B-NBA2K-OU;71189;89388659;Total de pontos;157;135.50;Menos de 135.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:20:50.119126;OK;
SENTINELA-B-NBA2K-OU;71188;89388659;Total de pontos;157;135.50;Mais de 135.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:20:50.119167;OK;
SENTINELA-B-NBA2K-OU;71190;89388659;Total de pontos;157;134.50;Menos de 134.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:20:50.119368;OK;
SENTINELA-B-NBA2K-OU;71240;89388637;Total de pontos;157;145.50;Menos de 145.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:12.427341;OK;
SENTINELA-B-NBA2K-OU;71242;89388637;Total de pontos;157;144.50;Mais de 144.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:12.427962;OK;
SENTINELA-B-NBA2K-OU;71241;89388637;Total de pontos;157;145.50;Mais de 145.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:12.429084;OK;
SENTINELA-B-NBA2K-OU;71243;89388637;Total de pontos;157;146.50;Mais de 146.5;1.900;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:12.430244;OK;
SENTINELA-B-NBA2K-OU;71245;89388652;Total de pontos;157;132.50;Menos de 132.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:23.639641;OK;
SENTINELA-B-NBA2K-OU;71246;89388652;Total de pontos;157;132.50;Mais de 132.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:23.640007;OK;
SENTINELA-B-NBA2K-OU;71293;89388639;Total de pontos;157;141.50;Menos de 141.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 07:30:14.410140;OK;
SENTINELA-B-NBA2K-OU;71294;89388639;Total de pontos;157;141.50;Mais de 141.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 07:30:14.410524;OK;
SENTINELA-B-NBA2K-OU;71297;89388651;Total de pontos;157;135.50;Mais de 135.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 07:30:21.716218;OK;
SENTINELA-B-NBA2K-OU;71298;89388651;Total de pontos;157;134.50;Mais de 134.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 07:30:21.717174;OK;
SENTINELA-B-NBA2K-OU;71341;89388642;Total de pontos;157;136.50;Mais de 136.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:09.621467;OK;
SENTINELA-B-NBA2K-OU;71343;89388649;Total de pontos;157;140.50;Menos de 140.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:22.901616;OK;
SENTINELA-B-NBA2K-OU;71344;89388649;Total de pontos;157;140.50;Mais de 140.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:22.902256;OK;
SENTINELA-B-NBA2K-OU;71345;89388649;Total de pontos;157;139.50;Mais de 139.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:22.902866;OK;
SENTINELA-B-NBA2K-OU;71346;89388649;Total de pontos;157;139.50;Menos de 139.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:22.904147;OK;
SENTINELA-B-NBA2K-OU;71364;89388700;Total de pontos;157;138.50;Menos de 138.5;2.000;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:45:18.325684;OK;
SENTINELA-B-NBA2K-OU;71365;89388700;Total de pontos;157;139.50;Menos de 139.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:45:18.326640;OK;
SENTINELA-B-NBA2K-OU;71370;89388703;Total de pontos;157;123.50;Mais de 123.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:45:21.136221;OK;
SENTINELA-B-NBA2K-OU;71392;89388672;Total de pontos;157;135.50;Menos de 135.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.359921;OK;
SENTINELA-B-NBA2K-OU;71393;89388672;Total de pontos;157;134.50;Mais de 134.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.361436;OK;
SENTINELA-B-NBA2K-OU;71401;89388702;Total de pontos;157;134.50;Mais de 134.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.772379;OK;
SENTINELA-B-NBA2K-OU;71402;89388702;Total de pontos;157;134.50;Menos de 134.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.773488;OK;
SENTINELA-B-NBA2K-OU;71425;89388720;Total de pontos;157;136.50;Mais de 136.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:55:15.450459;OK;
SENTINELA-B-NBA2K-OU;71426;89388720;Total de pontos;157;135.50;Mais de 135.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:55:15.451545;OK;
SENTINELA-B-NBA2K-OU;71428;89388706;Total de pontos;157;142.50;Mais de 142.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:56:41.326504;OK;
SENTINELA-B-NBA2K-OU;71429;89388706;Total de pontos;157;143.50;Menos de 143.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:56:41.328819;OK;
SENTINELA-B-NBA2K-OU;71430;89388706;Total de pontos;157;142.50;Menos de 142.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:56:41.331692;OK;
SENTINELA-B-NBA2K-OU;71460;89388701;Total de pontos;157;144.50;Menos de 144.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:50.136190;OK;
SENTINELA-B-NBA2K-OU;71461;89388701;Total de pontos;157;146.50;Menos de 146.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:50.136897;OK;
SENTINELA-B-NBA2K-OU;71462;89388701;Total de pontos;157;145.50;Menos de 145.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:50.137251;OK;
SENTINELA-B-NBA2K-OU;71465;89388694;Total de pontos;157;149.50;Mais de 149.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:52.668968;OK;
SENTINELA-B-NBA2K-OU;71466;89388694;Total de pontos;157;149.50;Menos de 149.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:52.670554;OK;
SENTINELA-B-NBA2K-OU;71489;89388708;Total de pontos;157;133.50;Mais de 133.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:05:49.004112;OK;
SENTINELA-B-NBA2K-OU;71490;89388708;Total de pontos;157;134.50;Mais de 134.5;1.900;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:05:49.005289;OK;
SENTINELA-B-NBA2K-OU;71502;89388709;Total de pontos;157;147.50;Mais de 147.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:20:44.319246;OK;
SENTINELA-B-NBA2K-OU;71501;89388709;Total de pontos;157;146.50;Mais de 146.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:20:44.320405;OK;
SENTINELA-B-NBA2K-OU;71503;89388709;Total de pontos;157;145.50;Mais de 145.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:20:44.323417;OK;
SENTINELA-B-NBA2K-OU;71526;89388717;Total de pontos;157;126.50;Menos de 126.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:31.183513;OK;
SENTINELA-B-NBA2K-OU;71529;89388698;Total de pontos;157;147.50;Menos de 147.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:31.812996;OK;
SENTINELA-B-NBA2K-OU;71530;89388698;Total de pontos;157;147.50;Mais de 147.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:31.813465;OK;
SENTINELA-B-NBA2K-OU;71555;89388660;Total de pontos;157;145.50;Menos de 145.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:29.458370;OK;
SENTINELA-B-NBA2K-OU;71556;89388660;Total de pontos;157;144.50;Mais de 144.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:29.461502;OK;
SENTINELA-B-NBA2K-OU;71558;89388660;Total de pontos;157;144.50;Menos de 144.5;2.000;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:29.462455;OK;
SENTINELA-B-NBA2K-OU;71557;89388660;Total de pontos;157;145.50;Mais de 145.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:29.463045;OK;
SENTINELA-B-NBA2K-OU;71562;89388704;Total de pontos;157;138.50;Mais de 138.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:30.692531;OK;
SENTINELA-B-NBA2K-OU;71603;89388712;Total de pontos;157;141.50;Mais de 141.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:13.376621;OK;
SENTINELA-B-NBA2K-OU;71605;89388712;Total de pontos;157;142.50;Menos de 142.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:13.377675;OK;
SENTINELA-B-NBA2K-OU;71604;89388712;Total de pontos;157;141.50;Menos de 141.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:13.378659;OK;
SENTINELA-B-NBA2K-OU;71607;89388696;Total de pontos;157;152.50;Mais de 152.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:16.938846;OK;
SENTINELA-B-NBA2K-OU;71608;89388696;Total de pontos;157;152.50;Menos de 152.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:16.939819;OK;
SENTINELA-B-NBA2K-OU;71656;89388693;Total de pontos;157;145.50;Mais de 145.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:40:13.598667;OK;
SENTINELA-B-NBA2K-OU;71657;89388693;Total de pontos;157;146.50;Menos de 146.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:40:13.599568;OK;
SENTINELA-B-NBA2K-OU;71655;89388693;Total de pontos;157;146.50;Mais de 146.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:40:13.599799;OK;
SENTINELA-B-NBA2K-OU;71658;89388693;Total de pontos;157;147.50;Menos de 147.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:40:13.601953;OK;
SENTINELA-B-NBA2K-OU;71676;89388697;Total de pontos;157;150.50;Mais de 150.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:55:22.053812;OK;
SENTINELA-B-NBA2K-OU;71720;89388661;Total de pontos;157;133.50;Mais de 133.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 14:30:16.830065;OK;
SENTINELA-B-NBA2K-OU;71721;89388661;Total de pontos;157;133.50;Menos de 133.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 14:30:16.831224;OK;
SENTINELA-B-NBA2K-OU;71723;89388705;Total de pontos;157;145.50;Mais de 145.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 14:30:19.899946;OK;
SENTINELA-B-NBA2K-OU;71743;89388710;Total de pontos;157;131.50;Mais de 131.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:18.730591;OK;
SENTINELA-B-NBA2K-OU;71748;89388707;Total de pontos;157;145.50;Mais de 145.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:21.894613;OK;
SENTINELA-B-NBA2K-OU;71749;89388707;Total de pontos;157;144.50;Mais de 144.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:21.895754;OK;
SENTINELA-B-NBA2K-OU;71750;89388707;Total de pontos;157;145.50;Menos de 145.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:21.896789;OK;
SENTINELA-B-NBA2K-OU;71783;89388695;Total de pontos;157;148.50;Menos de 148.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:41:19.110493;OK;
SENTINELA-B-NBA2K-OU;71786;89388719;Total de pontos;157;141.50;Mais de 141.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:41:22.850985;OK;
SENTINELA-B-NBA2K-OU;71818;89388711;Total de pontos;157;146.50;Menos de 146.5;1.900;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:24.608270;OK;
SENTINELA-B-NBA2K-OU;71816;89388711;Total de pontos;157;148.50;Menos de 148.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:24.608695;OK;
SENTINELA-B-NBA2K-OU;71817;89388711;Total de pontos;157;147.50;Mais de 147.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:24.608896;OK;
SENTINELA-B-NBA2K-OU;71821;89388699;Total de pontos;157;143.50;Mais de 143.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:28.572457;OK;
SENTINELA-B-NBA2K-OU;71822;89388699;Total de pontos;157;142.50;Mais de 142.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:28.573015;OK;
SENTINELA-B-NBA2K-OU;71848;89392990;Total de pontos;157;127.50;Mais de 127.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:11.019175;OK;
SENTINELA-B-NBA2K-OU;71854;89388819;Total de pontos;157;142.50;Mais de 142.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:16.994562;OK;
SENTINELA-B-NBA2K-OU;71855;89388819;Total de pontos;157;142.50;Menos de 142.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:16.994731;OK;
SENTINELA-B-NBA2K-OU;71882;89388800;Total de pontos;157;157.50;Menos de 157.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 17:30:28.277050;OK;
SENTINELA-B-NBA2K-OU;71886;89392933;Total de pontos;157;137.50;Mais de 137.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 17:30:31.637441;OK;
SENTINELA-B-NBA2K-OU;71922;89392925;Total de pontos;157;149.50;Menos de 149.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:12.676485;OK;
SENTINELA-B-NBA2K-OU;71923;89392925;Total de pontos;157;149.50;Mais de 149.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:12.677480;OK;
SENTINELA-B-NBA2K-OU;71924;89392925;Total de pontos;157;148.50;Mais de 148.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:12.678142;OK;
SENTINELA-B-NBA2K-OU;71926;89388796;Total de pontos;157;125.50;Menos de 125.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:14.076674;OK;
SENTINELA-B-NBA2K-OU;71927;89388796;Total de pontos;157;126.50;Menos de 126.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:14.079275;OK;
SENTINELA-B-NBA2K-OU;71928;89388796;Total de pontos;157;124.50;Menos de 124.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:14.079945;OK;
SENTINELA-B-NBA2K-OU;71961;89388816;Total de pontos;157;143.50;Mais de 143.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:40:14.007869;OK;
SENTINELA-B-NBA2K-OU;71962;89388816;Total de pontos;157;142.50;Mais de 142.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:40:14.009578;OK;
SENTINELA-B-NBA2K-OU;71963;89392896;Total de pontos;157;135.50;Menos de 135.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:40:15.303227;OK;
SENTINELA-E-WCA-HC;70678;17143277;Handicap;16;-1.50;Argentina (Badema) (-1.5);1.750;World Cup A;2026-07-20 22:01:51.861309;OK;
SENTINELA-E-WCA-HC;70685;17143155;Handicap;16;-0.50;England (Kavviro) (-0.5);1.800;World Cup A;2026-07-20 22:04:30.999478;OK;
SENTINELA-E-WCA-HC;70686;17143245;Handicap;16;0.50;Argentina (Simaponika) (+0.5);1.570;World Cup A;2026-07-20 22:04:31.062623;OK;
SENTINELA-E-WCA-HC;70687;17143245;Handicap;16;-0.50;France (tohi4) (-0.5);2.250;World Cup A;2026-07-20 22:04:31.062923;OK;
SENTINELA-E-WCA-HC;70705;17143294;Handicap;16;0.50;Argentina (Badema) (+0.5);2.150;World Cup A;2026-07-20 22:13:18.693671;OK;
SENTINELA-E-WCA-HC;70704;17143294;Handicap;16;-0.50;France (Lx7ss) (-0.5);1.620;World Cup A;2026-07-20 22:13:18.695013;OK;
SENTINELA-E-WCA-HC;70706;17143288;Handicap;16;-0.50;Spain (Gaga) (-0.5);1.820;World Cup A;2026-07-20 22:13:21.195258;OK;
SENTINELA-E-WCA-HC;70707;17143288;Handicap;16;0.50;Brazil (Decade) (+0.5);1.880;World Cup A;2026-07-20 22:13:21.195864;OK;
SENTINELA-E-WCA-HC;70715;17143168;Handicap;16;1.50;Argentina (Simaponika) (+1.5);1.850;World Cup A;2026-07-20 22:16:04.535197;OK;
SENTINELA-E-WCA-HC;70716;17143247;Handicap;16;0.50;Portugal (Grellz) (+0.5);1.800;World Cup A;2026-07-20 22:16:04.701892;OK;
SENTINELA-E-WCA-HC;70717;17143247;Handicap;16;-0.50;Morocco (volvo) (-0.5);1.900;World Cup A;2026-07-20 22:16:04.703128;OK;
SENTINELA-E-WCA-HC;70726;17143292;Handicap;16;0.50;France (Lx7ss) (+0.5);1.880;World Cup A;2026-07-20 22:25:27.787532;OK;
SENTINELA-E-WCA-HC;70735;17143191;Handicap;16;-1.50;Portugal (Grellz) (-1.5);1.900;World Cup A;2026-07-20 22:28:22.055006;OK;
SENTINELA-E-WCA-HC;70736;17143181;Handicap;16;-1.50;England (Kavviro) (-1.5);2.000;World Cup A;2026-07-20 22:28:22.094490;OK;
SENTINELA-E-WCA-HC;70746;17143267;Handicap;16;-0.50;France (Lx7ss) (-0.5);1.850;World Cup A;2026-07-20 22:37:21.456542;OK;
SENTINELA-E-WCA-HC;70747;17143267;Handicap;16;0.50;Spain (Gaga) (+0.5);1.850;World Cup A;2026-07-20 22:37:21.457059;OK;
SENTINELA-E-WCA-HC;70757;17143212;Handicap;16;1.50;France (tohi4) (+1.5);1.670;World Cup A;2026-07-20 22:40:23.577146;OK;
SENTINELA-E-WCA-HC;70764;17143246;Handicap;16;-1.50;Morocco (volvo) (-1.5);1.700;World Cup A;2026-07-20 22:42:19.334419;OK;
SENTINELA-E-WCA-HC;70775;17143282;Handicap;16;0.50;Argentina (Badema) (+0.5);1.700;World Cup A;2026-07-20 22:49:53.269475;OK;
SENTINELA-E-WCA-HC;70783;17143276;Handicap;16;2.50;France (tohi4) (+2.5);1.950;World Cup A;2026-07-20 22:52:56.346007;OK;
SENTINELA-E-WCA-HC;70784;17143193;Handicap;16;0.50;England (Kavviro) (+0.5);1.530;World Cup A;2026-07-20 22:52:59.933173;OK;
SENTINELA-E-WCA-HC;70796;17143169;Handicap;16;0.50;England (Kavviro) (+0.5);1.850;World Cup A;2026-07-20 23:04:06.880685;OK;
SENTINELA-E-WCA-HC;70797;17143169;Handicap;16;-0.50;Morocco (volvo) (-0.5);1.850;World Cup A;2026-07-20 23:04:06.881376;OK;
SENTINELA-E-WCA-HC;70798;17143224;Handicap;16;0.50;France (tohi4) (+0.5);1.670;World Cup A;2026-07-20 23:04:07.416816;OK;
SENTINELA-E-WCA-HC;70799;17143224;Handicap;16;-0.50;Argentina (Simaponika) (-0.5);2.080;World Cup A;2026-07-20 23:04:07.417234;OK;
SENTINELA-E-WCA-HC;70823;17143080;Handicap;16;-0.50;Czechia (Kodak) (-0.5);2.150;World Cup A;2026-07-20 23:51:05.669417;OK;
SENTINELA-E-WCA-HC;70824;17143059;Handicap;16;-0.50;Sweden (Inquisitor) (-0.5);1.700;World Cup A;2026-07-20 23:51:22.148100;OK;
SENTINELA-E-WCA-HC;70829;17143089;Handicap;16;0.50;Croatia (hotShot) (+0.5);1.800;World Cup A;2026-07-21 00:03:21.747787;OK;
SENTINELA-E-WCA-HC;70830;17143089;Handicap;16;-0.50;United States (Kray) (-0.5);1.900;World Cup A;2026-07-21 00:03:21.750295;OK;
SENTINELA-E-WCA-HC;70831;17143105;Handicap;16;0.50;Czechia (Kodak) (+0.5);1.930;World Cup A;2026-07-21 00:03:27.731997;OK;
SENTINELA-E-WCA-HC;70832;17143105;Handicap;16;-0.50;Sweden (Inquisitor) (-0.5);1.770;World Cup A;2026-07-21 00:03:27.732674;OK;
SENTINELA-E-WCA-HC;70837;17143102;Handicap;16;-0.50;Czechia (Kodak) (-0.5);2.200;World Cup A;2026-07-21 00:15:05.363863;OK;
SENTINELA-E-WCA-HC;70838;17143102;Handicap;16;0.50;Norway (RossFCDK) (+0.5);1.600;World Cup A;2026-07-21 00:15:05.364428;OK;
SENTINELA-E-WCA-HC;70839;17143070;Handicap;16;0.50;Croatia (hotShot) (+0.5);2.300;World Cup A;2026-07-21 00:15:21.847058;OK;
SENTINELA-E-WCA-HC;70859;17143027;Handicap;16;0.50;United States (Kray) (+0.5);1.600;World Cup A;2026-07-21 00:27:20.886133;OK;
SENTINELA-E-WCA-HC;70860;17143027;Handicap;16;-0.50;Sweden (Inquisitor) (-0.5);2.200;World Cup A;2026-07-21 00:27:20.896217;OK;
SENTINELA-E-WCA-HC;70861;17143046;Handicap;16;-0.50;Croatia (hotShot) (-0.5);2.400;World Cup A;2026-07-21 00:27:26.928320;OK;
SENTINELA-E-WCA-HC;70862;17143046;Handicap;16;0.50;Norway (RossFCDK) (+0.5);1.500;World Cup A;2026-07-21 00:27:26.975591;OK;
SENTINELA-E-WCA-HC;70868;17143029;Handicap;16;-0.50;United States (Kray) (-0.5);1.620;World Cup A;2026-07-21 00:39:05.622338;OK;
SENTINELA-E-WCA-HC;70869;17143029;Handicap;16;0.50;Norway (RossFCDK) (+0.5);2.150;World Cup A;2026-07-21 00:39:05.622662;OK;
SENTINELA-E-WCA-HC;70871;17143058;Handicap;16;-0.50;Czechia (Kodak) (-0.5);2.300;World Cup A;2026-07-21 00:39:20.747602;OK;
SENTINELA-E-WCA-HC;70870;17143058;Handicap;16;0.50;Croatia (hotShot) (+0.5);1.550;World Cup A;2026-07-21 00:39:20.748176;OK;
SENTINELA-E-WCA-HC;70875;17143068;Handicap;16;0.50;Norway (RossFCDK) (+0.5);2.050;World Cup A;2026-07-21 00:51:05.538335;OK;
SENTINELA-E-WCA-HC;70876;17143068;Handicap;16;-0.50;Sweden (Inquisitor) (-0.5);1.700;World Cup A;2026-07-21 00:51:05.538770;OK;
SENTINELA-E-WCA-HC;70883;17143094;Handicap;16;0.50;Sweden (Inquisitor) (+0.5);1.650;World Cup A;2026-07-21 01:03:04.588586;OK;
SENTINELA-E-WCA-HC;70884;17143069;Handicap;16;-0.50;Croatia (hotShot) (-0.5);1.930;World Cup A;2026-07-21 01:03:07.389977;OK;
SENTINELA-E-WCA-HC;70898;17143083;Handicap;16;0.50;Norway (RossFCDK) (+0.5);1.600;World Cup A;2026-07-21 01:15:06.388022;OK;
SENTINELA-E-WCA-HC;70899;17143101;Handicap;16;0.50;Sweden (Inquisitor) (+0.5);1.620;World Cup A;2026-07-21 01:15:06.407533;OK;
SENTINELA-E-WCA-HC;70905;17143075;Handicap;16;0.50;United States (Kray) (+0.5);1.650;World Cup A;2026-07-21 01:27:13.510390;OK;
SENTINELA-E-WCA-HC;70906;17143072;Handicap;16;0.50;Norway (RossFCDK) (+0.5);1.530;World Cup A;2026-07-21 01:28:05.685046;OK;
SENTINELA-E-WCA-HC;70907;17143072;Handicap;16;-0.50;Croatia (hotShot) (-0.5);2.350;World Cup A;2026-07-21 01:28:05.685701;OK;
SENTINELA-E-WCA-HC;70914;17143057;Handicap;16;-0.50;United States (Kray) (-0.5);1.650;World Cup A;2026-07-21 01:39:19.832062;OK;
SENTINELA-E-WCA-HC;70915;17143057;Handicap;16;0.50;Norway (RossFCDK) (+0.5);2.100;World Cup A;2026-07-21 01:39:19.832802;OK;
SENTINELA-E-WCA-HC;70916;17143114;Handicap;16;-0.50;Czechia (Kodak) (-0.5);2.300;World Cup A;2026-07-21 01:39:22.331682;OK;
SENTINELA-E-WCA-HC;70933;17147191;Handicap;16;-0.50;Morocco (v1nn) (-0.5);1.800;World Cup A;2026-07-21 01:46:04.237873;OK;
SENTINELA-E-WCA-HC;70934;17147191;Handicap;16;0.50;England (Wboy) (+0.5);1.900;World Cup A;2026-07-21 01:46:04.238357;OK;
SENTINELA-E-WCA-HC;70936;17147215;Handicap;16;0.50;Mexico (kraftvk) (+0.5);1.770;World Cup A;2026-07-21 01:46:26.803028;OK;
SENTINELA-E-WCA-HC;70935;17147215;Handicap;16;-0.50;France (dor1an) (-0.5);1.930;World Cup A;2026-07-21 01:46:26.803520;OK;
SENTINELA-E-WCA-HC;70941;17147171;Handicap;16;-1.50;England (Wboy) (-1.5);2.050;World Cup A;2026-07-21 01:58:06.276339;OK;
SENTINELA-E-WCA-HC;70942;17147171;Handicap;16;1.50;France (dor1an) (+1.5);1.700;World Cup A;2026-07-21 01:58:06.276829;OK;
