bot;aposta_id;event_id;mercado_tick;mercado_tipo;linha;selecao;odd;liga;apostado_em;veredito;motivos
SENTINELA-B-NBA2K-HC;71055;89388655;Handicap;156;-4.50;Milano (DJKeYDJ) (Esports) -4.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:20:17.887172;OK;
SENTINELA-B-NBA2K-HC;71089;89388643;Handicap;156;8.50;Bayern Munich (Riodan) (Esports) +8.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:55:14.961838;OK;
SENTINELA-B-NBA2K-HC;71090;89388640;Handicap;156;-5.50;Fenerbahce (Z1K0) -5.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:55:15.126871;OK;
SENTINELA-B-NBA2K-HC;71126;89388644;Handicap;156;-1.50;Monaco (Aiger) -1.5;1.830;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:17.953863;OK;
SENTINELA-B-NBA2K-HC;71129;89388656;Handicap;156;-3.50;Crvena Zvezda (SnoopCat) -3.5;2.020;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:20.388621;OK;
SENTINELA-B-NBA2K-HC;71130;89388656;Handicap;156;-1.50;Crvena Zvezda (SnoopCat) -1.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 05:30:20.389459;OK;
SENTINELA-B-NBA2K-HC;71169;89388646;Handicap;156;7.50;Monaco (Aiger) +7.5;1.830;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:05:25.762924;OK;
SENTINELA-B-NBA2K-HC;71191;89388659;Handicap;156;4.50;Milano (DJKeYDJ) (Esports) +4.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:20:51.419579;OK;
SENTINELA-B-NBA2K-HC;71192;89388659;Handicap;156;3.50;Milano (DJKeYDJ) (Esports) +3.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:20:51.421650;OK;
SENTINELA-B-NBA2K-HC;71194;89388659;Handicap;156;-3.50;Crvena Zvezda (SnoopCat) -3.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:20:51.422068;OK;
SENTINELA-B-NBA2K-HC;71193;89388659;Handicap;156;-4.50;Crvena Zvezda (SnoopCat) -4.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:20:51.422459;OK;
SENTINELA-B-NBA2K-HC;71244;89388637;Handicap;156;11.50;Bayern Munich (Riodan) (Esports) +11.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:12.476870;OK;
SENTINELA-B-NBA2K-HC;71247;89388652;Handicap;156;-3.50;Monaco (Aiger) -3.5;1.830;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 06:55:23.923288;OK;
SENTINELA-B-NBA2K-HC;71295;89388639;Handicap;156;1.50;Monaco (Aiger) +1.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 07:30:15.488578;OK;
SENTINELA-B-NBA2K-HC;71296;89388639;Handicap;156;2.50;Monaco (Aiger) +2.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 07:30:15.491515;OK;
SENTINELA-B-NBA2K-HC;71299;89388651;Handicap;156;4.50;Bayern Munich (Riodan) (Esports) +4.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 07:30:22.466379;OK;
SENTINELA-B-NBA2K-HC;71342;89388642;Handicap;156;-8.50;Fenerbahce (Z1K0) -8.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:09.882029;OK;
SENTINELA-B-NBA2K-HC;71347;89388649;Handicap;156;-4.50;Crvena Zvezda (SnoopCat) -4.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:23.050041;OK;
SENTINELA-B-NBA2K-HC;71348;89388649;Handicap;156;-5.50;Crvena Zvezda (SnoopCat) -5.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:05:23.050464;OK;
SENTINELA-B-NBA2K-HC;71366;89388700;Handicap;156;1.50;Zalgiris Kaunas (Kotkata) (Esports) +1.5;1.600;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:45:18.587050;OK;
SENTINELA-B-NBA2K-HC;71367;89388700;Handicap;156;-1.50;Zalgiris Kaunas (Kotkata) (Esports) -1.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:45:18.587388;OK;
SENTINELA-B-NBA2K-HC;71368;89388700;Handicap;156;1.50;Milano (Erik) +1.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:45:18.588455;OK;
SENTINELA-B-NBA2K-HC;71369;89388703;Handicap;156;-11.50;Real Madrid (Josh) -11.5;1.830;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 08:45:21.082357;OK;
SENTINELA-B-NBA2K-HC;71394;89388672;Handicap;156;-6.50;Milano (Erik) -6.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.627614;OK;
SENTINELA-B-NBA2K-HC;71395;89388672;Handicap;156;4.50;Real Madrid (Josh) +4.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.631316;OK;
SENTINELA-B-NBA2K-HC;71396;89388672;Handicap;156;3.50;Real Madrid (Josh) +3.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.634973;OK;
SENTINELA-B-NBA2K-HC;71397;89388672;Handicap;156;6.50;Real Madrid (Josh) +6.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.636319;OK;
SENTINELA-B-NBA2K-HC;71399;89388672;Handicap;156;-5.50;Milano (Erik) -5.5;1.830;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.636883;OK;
SENTINELA-B-NBA2K-HC;71400;89388672;Handicap;156;-3.50;Milano (Erik) -3.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.637349;OK;
SENTINELA-B-NBA2K-HC;71398;89388672;Handicap;156;5.50;Real Madrid (Josh) +5.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:15.637978;OK;
SENTINELA-B-NBA2K-HC;71403;89388702;Handicap;156;3.50;Olympiacos (Bobkata) +3.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:20:16.034502;OK;
SENTINELA-B-NBA2K-HC;71427;89388720;Handicap;156;-3.50;Zalgiris Kaunas (Kotkata) (Esports) -3.5;2.000;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:55:15.632756;OK;
SENTINELA-B-NBA2K-HC;71431;89388706;Handicap;156;-1.50;Milano (Erik) -1.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 09:56:41.719854;OK;
SENTINELA-B-NBA2K-HC;71463;89388701;Handicap;156;5.50;Fenerbahce (MrMike) (Esports) +5.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:50.355739;OK;
SENTINELA-B-NBA2K-HC;71464;89388701;Handicap;156;-5.50;Zalgiris Kaunas (Kotkata) (Esports) -5.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:50.360202;OK;
SENTINELA-B-NBA2K-HC;71467;89388694;Handicap;156;-4.50;Milano (Erik) -4.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 10:30:52.962206;OK;
SENTINELA-B-NBA2K-HC;71491;89388708;Handicap;156;9.50;Olympiacos (Bobkata) +9.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:05:49.203981;OK;
SENTINELA-B-NBA2K-HC;71492;89388708;Handicap;156;-7.50;Zalgiris Kaunas (Kotkata) (Esports) -7.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:05:49.204607;OK;
SENTINELA-B-NBA2K-HC;71493;89388708;Handicap;156;7.50;Olympiacos (Bobkata) +7.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:05:49.205825;OK;
SENTINELA-B-NBA2K-HC;71504;89388709;Handicap;156;-6.50;Real Madrid (Josh) -6.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:20:45.147332;OK;
SENTINELA-B-NBA2K-HC;71505;89388709;Handicap;156;-5.50;Real Madrid (Josh) -5.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:20:45.147896;OK;
SENTINELA-B-NBA2K-HC;71528;89388717;Handicap;156;15.50;Olympiacos (Bobkata) +15.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:31.386298;OK;
SENTINELA-B-NBA2K-HC;71527;89388717;Handicap;156;-13.50;Real Madrid (Josh) -13.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:31.386584;OK;
SENTINELA-B-NBA2K-HC;71531;89388698;Handicap;156;2.50;Milano (Erik) +2.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:32.039920;OK;
SENTINELA-B-NBA2K-HC;71532;89388698;Handicap;156;3.50;Milano (Erik) +3.5;1.600;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:32.040784;OK;
SENTINELA-B-NBA2K-HC;71533;89388698;Handicap;156;-2.50;Zalgiris Kaunas (Kotkata) (Esports) -2.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 11:55:32.042269;OK;
SENTINELA-B-NBA2K-HC;71559;89388660;Handicap;156;-6.50;Milano (Erik) -6.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:29.837079;OK;
SENTINELA-B-NBA2K-HC;71560;89388660;Handicap;156;-7.50;Milano (Erik) -7.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:29.837796;OK;
SENTINELA-B-NBA2K-HC;71561;89388660;Handicap;156;-8.50;Milano (Erik) -8.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:29.838153;OK;
SENTINELA-B-NBA2K-HC;71564;89388704;Handicap;156;8.50;Olympiacos (Bobkata) +8.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:30.909369;OK;
SENTINELA-B-NBA2K-HC;71563;89388704;Handicap;156;-7.50;Fenerbahce (MrMike) (Esports) -7.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 12:30:30.909846;OK;
SENTINELA-B-NBA2K-HC;71606;89388712;Handicap;156;-1.50;Zalgiris Kaunas (Kotkata) (Esports) -1.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:13.817555;OK;
SENTINELA-B-NBA2K-HC;71609;89388696;Handicap;156;1.50;Fenerbahce (MrMike) (Esports) +1.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:17.130509;OK;
SENTINELA-B-NBA2K-HC;71610;89388696;Handicap;156;-1.50;Milano (Erik) -1.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:05:17.131153;OK;
SENTINELA-B-NBA2K-HC;71659;89388693;Handicap;156;-4.50;Zalgiris Kaunas (Kotkata) (Esports) -4.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:40:15.178722;OK;
SENTINELA-B-NBA2K-HC;71660;89388693;Handicap;156;3.50;Fenerbahce (MrMike) (Esports) +3.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:40:15.179428;OK;
SENTINELA-B-NBA2K-HC;71678;89388697;Handicap;156;-6.50;Milano (Erik) -6.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:55:22.072860;OK;
SENTINELA-B-NBA2K-HC;71677;89388697;Handicap;156;-4.50;Milano (Erik) -4.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 13:55:22.078997;OK;
SENTINELA-B-NBA2K-HC;71722;89388661;Handicap;156;5.50;Olympiacos (Bobkata) +5.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 14:30:16.987882;OK;
SENTINELA-B-NBA2K-HC;71724;89388705;Handicap;156;9.50;Fenerbahce (MrMike) (Esports) +9.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 14:30:20.192772;OK;
SENTINELA-B-NBA2K-HC;71744;89388710;Handicap;156;-11.50;Real Madrid (Josh) -11.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:18.939187;OK;
SENTINELA-B-NBA2K-HC;71745;89388710;Handicap;156;11.50;Olympiacos (Bobkata) +11.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:18.939841;OK;
SENTINELA-B-NBA2K-HC;71746;89388710;Handicap;156;12.50;Olympiacos (Bobkata) +12.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:18.940534;OK;
SENTINELA-B-NBA2K-HC;71747;89388710;Handicap;156;-13.50;Real Madrid (Josh) -13.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:18.941109;OK;
SENTINELA-B-NBA2K-HC;71751;89388707;Handicap;156;3.50;Milano (Erik) +3.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:22.090766;OK;
SENTINELA-B-NBA2K-HC;71752;89388707;Handicap;156;1.50;Milano (Erik) +1.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:22.091462;OK;
SENTINELA-B-NBA2K-HC;71753;89388707;Handicap;156;-1.50;Zalgiris Kaunas (Kotkata) (Esports) -1.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:05:22.092401;OK;
SENTINELA-B-NBA2K-HC;71785;89388695;Handicap;156;1.50;Real Madrid (Josh) +1.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:41:20.524068;OK;
SENTINELA-B-NBA2K-HC;71784;89388695;Handicap;156;-2.50;Milano (Erik) -2.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:41:20.524806;OK;
SENTINELA-B-NBA2K-HC;71787;89388719;Handicap;156;-4.50;Fenerbahce (MrMike) (Esports) -4.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 15:41:23.838944;OK;
SENTINELA-B-NBA2K-HC;71819;89388711;Handicap;156;-4.50;Milano (Erik) -4.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:24.883611;OK;
SENTINELA-B-NBA2K-HC;71820;89388711;Handicap;156;-5.50;Milano (Erik) -5.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:24.884990;OK;
SENTINELA-B-NBA2K-HC;71823;89388699;Handicap;156;-2.50;Zalgiris Kaunas (Kotkata) (Esports) -2.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:15:28.795806;OK;
SENTINELA-B-NBA2K-HC;71849;89392990;Handicap;156;-1.50;Monaco (Mitko) -1.5;2.000;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:11.291874;OK;
SENTINELA-B-NBA2K-HC;71851;89392990;Handicap;156;2.50;Monaco (Mitko) +2.5;1.600;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:11.293095;OK;
SENTINELA-B-NBA2K-HC;71850;89392990;Handicap;156;1.50;Monaco (Mitko) +1.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:11.294029;OK;
SENTINELA-B-NBA2K-HC;71852;89392990;Handicap;156;-2.50;Dubai (Koko) -2.5;2.000;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:11.295867;OK;
SENTINELA-B-NBA2K-HC;71856;89388819;Handicap;156;-13.50;Anadolu Efes (Legolas792) (Esports) -13.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:17.093748;OK;
SENTINELA-B-NBA2K-HC;71857;89388819;Handicap;156;13.50;Paris (Deenou) +13.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 16:55:17.095979;OK;
SENTINELA-B-NBA2K-HC;71884;89388800;Handicap;156;-26.50;Bayern Munich (HolyPurp) -26.5;1.750;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 17:30:28.650668;OK;
SENTINELA-B-NBA2K-HC;71883;89388800;Handicap;156;-25.50;Bayern Munich (HolyPurp) -25.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 17:30:28.651323;OK;
SENTINELA-B-NBA2K-HC;71885;89388800;Handicap;156;26.50;Paris (Deenou) +26.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 17:30:28.651685;OK;
SENTINELA-B-NBA2K-HC;71887;89392933;Handicap;156;5.50;Anadolu Efes (Legolas792) (Esports) +5.5;1.830;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 17:30:32.136577;OK;
SENTINELA-B-NBA2K-HC;71925;89392925;Handicap;156;1.50;Dubai (Koko) +1.5;1.880;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:14.056503;OK;
SENTINELA-B-NBA2K-HC;71929;89388796;Handicap;156;2.50;Monaco (Mitko) +2.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:05:16.087772;OK;
SENTINELA-B-NBA2K-HC;71964;89388816;Handicap;156;2.50;Bayern Munich (HolyPurp) +2.5;1.620;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:40:15.359698;OK;
SENTINELA-B-NBA2K-HC;71965;89388816;Handicap;156;-2.50;Monaco (Mitko) -2.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:40:15.361026;OK;
SENTINELA-B-NBA2K-HC;71966;89392896;Handicap;156;-10.50;Dubai (Koko) -10.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 18:40:15.751138;OK;
SENTINELA-B-NBA2K-OU;70659;89334388;Total de pontos;157;153.50;Mais de 153.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 21:56:57.328977;OK;
SENTINELA-B-NBA2K-OU;70658;89334388;Total de pontos;157;154.50;Mais de 154.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 21:56:57.329043;OK;
SENTINELA-B-NBA2K-OU;70660;89334388;Total de pontos;157;154.50;Menos de 154.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 21:56:57.330689;OK;
SENTINELA-B-NBA2K-OU;70688;89334263;Total de pontos;157;136.50;Mais de 136.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:05:12.358656;OK;
SENTINELA-B-NBA2K-OU;70690;89334263;Total de pontos;157;135.50;Mais de 135.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:05:12.361185;OK;
SENTINELA-B-NBA2K-OU;70689;89334263;Total de pontos;157;135.50;Menos de 135.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:05:12.361359;OK;
SENTINELA-B-NBA2K-OU;70752;89334353;Total de pontos;157;151.50;Menos de 151.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:40:15.833508;OK;
SENTINELA-B-NBA2K-OU;70753;89334353;Total de pontos;157;150.50;Mais de 150.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:40:15.834014;OK;
SENTINELA-B-NBA2K-OU;70754;89334353;Total de pontos;157;150.50;Menos de 150.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:40:15.835268;OK;
SENTINELA-B-NBA2K-OU;70755;89334353;Total de pontos;157;151.50;Mais de 151.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:40:15.836435;OK;
SENTINELA-B-NBA2K-OU;70758;89334255;Total de pontos;157;145.50;Mais de 145.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:41:03.407258;OK;
SENTINELA-B-NBA2K-OU;70759;89334255;Total de pontos;157;145.50;Menos de 145.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 22:41:03.407902;OK;
SENTINELA-B-NBA2K-OU;70800;89334351;Total de pontos;157;126.50;Menos de 126.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 23:15:14.072579;OK;
SENTINELA-B-NBA2K-OU;70801;89334351;Total de pontos;157;127.50;Menos de 127.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 23:15:14.074487;OK;
SENTINELA-B-NBA2K-OU;70803;89334257;Total de pontos;157;129.50;Mais de 129.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 23:15:15.295807;OK;
SENTINELA-B-NBA2K-OU;70804;89334257;Total de pontos;157;130.50;Mais de 130.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 23:15:15.296335;OK;
SENTINELA-B-NBA2K-OU;70813;89334260;Total de pontos;157;160.50;Menos de 160.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 23:50:15.229225;OK;
SENTINELA-B-NBA2K-OU;70812;89334260;Total de pontos;157;160.50;Mais de 160.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 23:50:15.229624;OK;
SENTINELA-B-NBA2K-OU;70816;89334364;Total de pontos;157;128.50;Mais de 128.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-20 23:50:17.873988;OK;
SENTINELA-B-NBA2K-OU;70840;89334316;Total de pontos;157;133.50;Menos de 133.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 00:25:14.111218;OK;
SENTINELA-B-NBA2K-OU;70841;89334316;Total de pontos;157;133.50;Mais de 133.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 00:25:14.112577;OK;
SENTINELA-B-NBA2K-OU;70842;89334316;Total de pontos;157;132.50;Mais de 132.5;1.670;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 00:25:14.113764;OK;
SENTINELA-B-NBA2K-OU;70847;89334376;Total de pontos;157;142.50;Menos de 142.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 00:25:23.154211;OK;
SENTINELA-B-NBA2K-OU;70848;89334376;Total de pontos;157;142.50;Mais de 142.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 00:25:23.156897;OK;
SENTINELA-B-NBA2K-OU;70849;89334376;Total de pontos;157;141.50;Menos de 141.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 00:25:23.157427;OK;
SENTINELA-B-NBA2K-OU;70885;89388650;Total de pontos;157;141.50;Mais de 141.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:10:19.142251;OK;
SENTINELA-B-NBA2K-OU;70886;89388650;Total de pontos;157;142.50;Mais de 142.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:10:19.144549;OK;
SENTINELA-B-NBA2K-OU;70887;89388650;Total de pontos;157;142.50;Menos de 142.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:10:19.146068;OK;
SENTINELA-B-NBA2K-OU;70890;89388658;Total de pontos;157;128.50;Menos de 128.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:10:25.033430;OK;
SENTINELA-B-NBA2K-OU;70891;89388658;Total de pontos;157;128.50;Mais de 128.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:10:25.035058;OK;
SENTINELA-B-NBA2K-OU;70917;89388645;Total de pontos;157;134.50;Mais de 134.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:45:10.738769;OK;
SENTINELA-B-NBA2K-OU;70921;89388648;Total de pontos;157;138.50;Mais de 138.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:45:12.019121;OK;
SENTINELA-B-NBA2K-OU;70922;89388648;Total de pontos;157;137.50;Mais de 137.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:45:12.019374;OK;
SENTINELA-B-NBA2K-OU;70924;89388648;Total de pontos;157;137.50;Menos de 137.5;1.980;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:45:12.020152;OK;
SENTINELA-B-NBA2K-OU;70923;89388648;Total de pontos;157;139.50;Mais de 139.5;1.900;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 01:45:12.020189;OK;
SENTINELA-B-NBA2K-OU;70953;89388653;Total de pontos;157;141.50;Mais de 141.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:20:10.448844;OK;
SENTINELA-B-NBA2K-OU;70955;89388653;Total de pontos;157;141.50;Menos de 141.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:20:10.449385;OK;
SENTINELA-B-NBA2K-OU;70954;89388653;Total de pontos;157;140.50;Menos de 140.5;2.000;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:20:10.451055;OK;
SENTINELA-B-NBA2K-OU;70956;89388653;Total de pontos;157;142.50;Mais de 142.5;1.870;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:20:10.453748;OK;
SENTINELA-B-NBA2K-OU;70958;89388636;Total de pontos;157;132.50;Mais de 132.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:20:12.138506;OK;
SENTINELA-B-NBA2K-OU;70959;89388636;Total de pontos;157;131.50;Mais de 131.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:20:12.139728;OK;
SENTINELA-B-NBA2K-OU;70960;89388636;Total de pontos;157;131.50;Menos de 131.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:20:12.139825;OK;
SENTINELA-B-NBA2K-OU;70990;89388654;Total de pontos;157;137.50;Menos de 137.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:55:13.858566;OK;
SENTINELA-B-NBA2K-OU;70994;89388647;Total de pontos;157;133.50;Mais de 133.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:55:27.662338;OK;
SENTINELA-B-NBA2K-OU;70995;89388647;Total de pontos;157;132.50;Mais de 132.5;1.700;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:55:27.663214;OK;
SENTINELA-B-NBA2K-OU;70996;89388647;Total de pontos;157;133.50;Menos de 133.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 02:55:27.664175;OK;
SENTINELA-B-NBA2K-OU;71023;89388657;Total de pontos;157;133.50;Menos de 133.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 03:30:13.623589;OK;
SENTINELA-B-NBA2K-OU;71024;89388657;Total de pontos;157;134.50;Menos de 134.5;1.820;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 03:30:13.624388;OK;
SENTINELA-B-NBA2K-OU;71025;89388657;Total de pontos;157;135.50;Mais de 135.5;1.930;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 03:30:13.626198;OK;
SENTINELA-B-NBA2K-OU;71026;89388657;Total de pontos;157;133.50;Mais de 133.5;1.720;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 03:30:13.627693;OK;
SENTINELA-B-NBA2K-OU;71037;89388638;Total de pontos;157;147.50;Mais de 147.5;1.780;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 03:45:18.487891;OK;
SENTINELA-B-NBA2K-OU;71050;89388641;Total de pontos;157;144.50;Menos de 144.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:20:14.949676;OK;
SENTINELA-B-NBA2K-OU;71051;89388641;Total de pontos;157;145.50;Mais de 145.5;1.900;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:20:14.949991;OK;
SENTINELA-B-NBA2K-OU;71053;89388655;Total de pontos;157;130.50;Mais de 130.5;1.850;NBA 2K Battle European Conference 4x5 minutes;2026-07-21 04:20:17.123240;OK;
