Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Janela 1,Winrate 1,Janela 2,Winrate 2,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
,B-EBASKBAT4X5,Lucashin x Jovke,Lucashin,SAC Kings,Jovke,POR T Blazers,20/07/2026,13:40:17,Handicap,POR T Blazers (Jovke) (+3.5),3.5,,,,,1.833,None-None,70-57,Red,-1.0,12270249
,B-EBASKBAT4X5,Bazuka x Koja,Bazuka,MIN Timberwolves,Koja,NO Pelicans,20/07/2026,13:40:17,Handicap,MIN Timberwolves (Bazuka) (+3.5),3.5,,,,,1.833,None-None,51-59,Red,-1.0,12270305
,B-EBASKBAT4X5,Koja x Jovke,Koja,NO Pelicans,Jovke,POR T Blazers,20/07/2026,14:04:26,Handicap,NO Pelicans (Koja) (+4.5),4.5,,,,,1.833,None-None,76-51,Green,0.833,12270421
,B-EBASKBAT4X5,veljouni x Lucashin,veljouni,MIA Heat,Lucashin,SAC Kings,20/07/2026,14:04:26,Handicap,MIA Heat (veljouni) (+2.5),2.5,,,,,1.833,None-None,74-73,Green,0.833,12270422
,B-EBASKBAT4X5,Koja x Lucashin,Koja,NO Pelicans,Lucashin,SAC Kings,20/07/2026,15:00:26,Handicap,NO Pelicans (Koja) (+7.5),7.5,,,,,1.833,None-None,58-66,Red,-1.0,12270652
,B-EBASKBAT4X5,Bazuka x Jovke,Bazuka,MIN Timberwolves,Jovke,POR T Blazers,20/07/2026,15:00:26,Handicap,MIN Timberwolves (Bazuka) (+10.5),10.5,,,,,1.833,None-None,64-71,Green,0.833,12270653
,B-EBASKBAT4X5,veljouni x Koja,veljouni,MIA Heat,Koja,NO Pelicans,20/07/2026,15:00:26,Handicap,NO Pelicans (Koja) (+3.5),3.5,,,,,1.833,None-None,68-60,Red,-1.0,12270655
,B-EBASKBAT4X5,Lucashin x Bazuka,Lucashin,SAC Kings,Bazuka,MIN Timberwolves,20/07/2026,15:00:26,Handicap,MIN Timberwolves (Bazuka) (+7.5),7.5,,,,,1.833,None-None,66-55,Red,-1.0,12270654
,B-EBASKBAT4X5,Bazuka x veljouni,Bazuka,MIN Timberwolves,veljouni,MIA Heat,20/07/2026,15:59:11,Handicap,MIN Timberwolves (Bazuka) (+2.5),2.5,,,,,1.833,None-None,48-61,Red,-1.0,12270809
,B-EBASKBAT4X5,Jovke x Lucashin,Jovke,POR T Blazers,Lucashin,SAC Kings,20/07/2026,16:19:07,Handicap,POR T Blazers (Jovke) (+3.5),3.5,,,,,1.833,None-None,68-60,Green,0.833,12270810
,B-EBASKBAT4X5,Koja x Bazuka,Koja,NO Pelicans,Bazuka,MIN Timberwolves,20/07/2026,16:41:20,Handicap,MIN Timberwolves (Bazuka) (+4.5),4.5,,,,,1.833,None-None,58-63,Green,0.833,12271021
,B-EBASKBAT4X5,Jovke x Koja,Jovke,POR T Blazers,Koja,NO Pelicans,20/07/2026,17:44:24,Handicap,NO Pelicans (Koja) (+3.5),3.5,,,,,1.833,None-None,61-57,Red,-1.0,12271199
,B-EBASKBAT4X5,Lucashin x veljouni,Lucashin,SAC Kings,veljouni,MIA Heat,20/07/2026,17:44:24,Handicap,MIA Heat (veljouni) (+2.5),2.5,,,,,1.833,None-None,61-69,Green,0.833,12271207
,B-EBASKBAT4X5,Lucashin x Koja,Lucashin,SAC Kings,Koja,NO Pelicans,20/07/2026,17:44:24,Handicap,NO Pelicans (Koja) (+7.5),7.5,,,,,1.833,None-None,73-62,Red,-1.0,12271212
,B-EBASKBAT4X5,Jovke x Bazuka,Jovke,POR T Blazers,Bazuka,MIN Timberwolves,20/07/2026,17:44:24,Handicap,MIN Timberwolves (Bazuka) (+8.5),8.5,,,,,1.833,None-None,65-58,Green,0.833,12271213
,B-EBASKBAT4X5,Koja x veljouni,Koja,NO Pelicans,veljouni,MIA Heat,20/07/2026,17:44:24,Handicap,NO Pelicans (Koja) (+3.5),3.5,,,,,1.833,None-None,72-65,Green,0.833,12271222
,B-EBASKBAT4X5,Bazuka x Lucashin,Bazuka,MIN Timberwolves,Lucashin,SAC Kings,20/07/2026,17:44:24,Handicap,MIN Timberwolves (Bazuka) (+9.5),9.5,,,,,1.833,None-None,71-67,Green,0.833,12271214
,B-EBASKBAT4X5,Kadzima x lucker,Kadzima,TOR Raptors,lucker,MIA Heat,21/07/2026,04:32:53,Handicap,TOR Raptors (Kadzima) (+5.5),5.5,,,,,1.833,None-None,62-53,Green,0.833,12274992
,B-EBASKBAT4X5,CHIEFKEEF x The_Professor,CHIEFKEEF,CHI Bulls,The_Professor,SAC Kings,21/07/2026,04:33:34,Handicap,SAC Kings (The_Professor) (+1.5),1.5,,,,,1.833,None-None,67-71,Green,0.833,12274993
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,21/07/2026,05:12:38,Handicap,DET Pistons (Lalkoff) (+4.5),4.5,,,,,1.833,None-None,75-73,Green,0.833,12275307
,B-EBASKBAT4X5,The_Professor x Kadzima,The_Professor,SAC Kings,Kadzima,TOR Raptors,21/07/2026,05:12:38,Handicap,TOR Raptors (Kadzima) (+8.5),8.5,,,,,1.833,None-None,78-59,Red,-1.0,12275306
,B-EBASKBAT4X5,Lalkoff x The_Professor,Lalkoff,DET Pistons,The_Professor,SAC Kings,21/07/2026,05:48:10,Handicap,DET Pistons (Lalkoff) (+10.5),10.5,,,,,1.833,None-None,0-0,Green,0.833,12275383
,B-EBASKBAT4X5,Kadzima x CHIEFKEEF,Kadzima,TOR Raptors,CHIEFKEEF,CHI Bulls,21/07/2026,05:48:10,Handicap,TOR Raptors (Kadzima) (+11.5),11.5,,,,,1.833,None-None,66-75,Green,0.833,12275384
,B-EBASKBAT4X5,The_Professor x lucker,The_Professor,SAC Kings,lucker,MIA Heat,21/07/2026,06:19:33,Handicap,MIA Heat (lucker) (+4.5),4.5,,,,,1.833,None-None,77-64,Red,-1.0,12275447
,B-EBASKBAT4X5,CHIEFKEEF x Lalkoff,CHIEFKEEF,CHI Bulls,Lalkoff,DET Pistons,21/07/2026,06:10:48,Handicap,DET Pistons (Lalkoff) (+10.5),10.5,,,,,1.833,None-None,82-79,Green,0.833,12275446
,B-EBASKBAT4X5,lucker x CHIEFKEEF,lucker,MIA Heat,CHIEFKEEF,CHI Bulls,21/07/2026,06:33:57,Handicap,MIA Heat (lucker) (+5.5),5.5,,,,,1.833,None-None,64-59,Green,0.833,12275534
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,21/07/2026,07:14:42,Handicap,DET Pistons (Lalkoff) (+5.5),5.5,,,,,1.833,0-0,63-57,Green,0.833,12275577
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,21/07/2026,07:49:16,Handicap,TOR Raptors (Kadzima) (+2.5),2.5,,,,,1.833,0-0,73-60,Red,-1.0,12275593
,B-EBASKBAT4X5,The_Professor x CHIEFKEEF,The_Professor,SAC Kings,CHIEFKEEF,CHI Bulls,21/07/2026,07:49:28,Handicap,CHI Bulls (CHIEFKEEF) (+1.5),1.5,,,,,1.833,0-0,76-70,Red,-1.0,12275594
,B-EBASKBAT4X5,Lalkoff x lucker,Lalkoff,DET Pistons,lucker,MIA Heat,21/07/2026,08:24:24,Handicap,DET Pistons (Lalkoff) (+3.5),3.5,,,,,1.833,0-0,61-75,Red,-1.0,12275595
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,21/07/2026,08:24:34,Handicap,TOR Raptors (Kadzima) (+10.5),10.5,,,,,1.833,0-0,70-73,Green,0.833,12275596
,B-EBASKBAT4X5,CHIEFKEEF x Kadzima,CHIEFKEEF,CHI Bulls,Kadzima,TOR Raptors,21/07/2026,08:40:42,Handicap,TOR Raptors (Kadzima) (+10.5),10.5,,,,,1.833,None-None,79-61,Red,-1.0,12275708
,B-EBASKBAT4X5,The_Professor x Lalkoff,The_Professor,SAC Kings,Lalkoff,DET Pistons,21/07/2026,08:40:42,Handicap,DET Pistons (Lalkoff) (+11.5),11.5,,,,,1.833,None-None,59-65,Green,0.833,12275707
,B-EBASKBAT4X5,Lalkoff x CHIEFKEEF,Lalkoff,DET Pistons,CHIEFKEEF,CHI Bulls,21/07/2026,08:40:42,Handicap,DET Pistons (Lalkoff) (+8.5),8.5,,,,,1.833,None-None,71-68,Green,0.833,12275709
,B-EBASKBAT4X5,lucker x The_Professor,lucker,MIA Heat,The_Professor,SAC Kings,21/07/2026,08:40:42,Handicap,MIA Heat (lucker) (+5.5),5.5,,,,,1.833,None-None,55-78,Red,-1.0,12275710
,B-EBASKBAT4X5,Kadzima x Lalkoff,Kadzima,TOR Raptors,Lalkoff,DET Pistons,21/07/2026,09:47:53,Handicap,DET Pistons (Lalkoff) (+2.5),2.5,,,,,1.833,None-None,70-56,Red,-1.0,12276236
,B-EBASKBAT4X5,CHIEFKEEF x lucker,CHIEFKEEF,CHI Bulls,lucker,MIA Heat,21/07/2026,09:47:53,Handicap,MIA Heat (lucker) (+4.5),4.5,,,,,1.833,None-None,87-71,Red,-1.0,12276089
,B-EBASKBAT4X5,Kadzima x lucker,Kadzima,TOR Raptors,lucker,MIA Heat,21/07/2026,10:24:12,Handicap,TOR Raptors (Kadzima) (+3.5),3.5,,,,,1.833,None-None,66-77,Red,-1.0,12276250
,B-EBASKBAT4X5,CHIEFKEEF x The_Professor,CHIEFKEEF,CHI Bulls,The_Professor,SAC Kings,21/07/2026,09:47:53,Handicap,CHI Bulls (CHIEFKEEF) (+1.5),1.5,,,,,1.833,None-None,62-82,Red,-1.0,12276237
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,21/07/2026,09:47:53,Handicap,DET Pistons (Lalkoff) (+5.5),5.5,,,,,1.833,None-None,75-61,Red,-1.0,12276238
,B-EBASKBAT4X5,The_Professor x Kadzima,The_Professor,SAC Kings,Kadzima,TOR Raptors,21/07/2026,10:20:14,Handicap,TOR Raptors (Kadzima) (+8.5),8.5,,,,,1.833,None-None,70-64,Green,0.833,12276251
,B-EBASKBAT4X5,Pakapaka x veljouni,Pakapaka,PHI 76ers,veljouni,MIA Heat,21/07/2026,12:32:30,Handicap,MIA Heat (veljouni) (+3.5),3.5,,,,,1.833,None-None,64-76,Green,0.833,12276887
,B-EBASKBAT4X5,Jovke x Lucashin,Jovke,POR T Blazers,Lucashin,SAC Kings,21/07/2026,12:32:30,Handicap,POR T Blazers (Jovke) (+3.5),3.5,,,,,1.833,None-None,55-71,Red,-1.0,12276888
,B-EBASKBAT4X5,veljouni x Dzojo,veljouni,MIA Heat,Dzojo,PHX Suns,21/07/2026,12:32:30,Handicap,MIA Heat (veljouni) (+4.5),4.5,,,,,1.833,None-None,61-78,Red,-1.0,12276890
,B-EBASKBAT4X5,Lucashin x Pakapaka,Lucashin,SAC Kings,Pakapaka,PHI 76ers,21/07/2026,12:32:30,Handicap,PHI 76ers (Pakapaka) (+5.5),5.5,,,,,1.833,None-None,72-66,Red,-1.0,12276889
,B-EBASKBAT4X5,Dzojo x Lucashin,Dzojo,PHX Suns,Lucashin,SAC Kings,21/07/2026,12:57:14,Handicap,PHX Suns (Dzojo) (+5.5),5.5,,,,,1.833,None-None,70-69,Green,0.833,12276996
,B-EBASKBAT4X5,Pakapaka x Jovke,Pakapaka,PHI 76ers,Jovke,POR T Blazers,21/07/2026,12:57:14,Handicap,PHI 76ers (Pakapaka) (+5.5),5.5,,,,,1.833,None-None,50-73,Red,-1.0,12276997
,B-EBASKBAT4X5,Jovke x Dzojo,Jovke,POR T Blazers,Dzojo,PHX Suns,21/07/2026,14:12:41,Handicap,POR T Blazers (Jovke) (+1.5),1.5,,,,,1.833,None-None,72-78,Red,-1.0,12277221
,B-EBASKBAT4X5,Lucashin x veljouni,Lucashin,SAC Kings,veljouni,MIA Heat,21/07/2026,14:12:41,Handicap,MIA Heat (veljouni) (+2.5),2.5,,,,,1.833,None-None,77-65,Red,-1.0,12277205
,B-EBASKBAT4X5,veljouni x Jovke,veljouni,MIA Heat,Jovke,POR T Blazers,21/07/2026,14:12:41,Handicap,MIA Heat (veljouni) (+4.5),4.5,,,,,1.833,None-None,64-75,Red,-1.0,12277206
,B-EBASKBAT4X5,Dzojo x Pakapaka,Dzojo,PHX Suns,Pakapaka,PHI 76ers,21/07/2026,14:12:41,Handicap,PHI 76ers (Pakapaka) (+2.5),2.5,,,,,1.833,None-None,88-91,Green,0.833,12277236
,B-EBASKBAT4X5,Lucashin x Jovke,Lucashin,SAC Kings,Jovke,POR T Blazers,21/07/2026,15:29:34,Handicap,POR T Blazers (Jovke) (+4.5),4.5,,,,,1.833,None-None,84-65,Red,-1.0,12277488
,B-EBASKBAT4X5,veljouni x Pakapaka,veljouni,MIA Heat,Pakapaka,PHI 76ers,21/07/2026,15:29:34,Handicap,MIA Heat (veljouni) (+1.5),1.5,,,,,1.833,None-None,65-61,Green,0.833,12277487
,B-EBASKBAT4X5,Dzojo x veljouni,Dzojo,PHX Suns,veljouni,MIA Heat,21/07/2026,15:29:34,Handicap,MIA Heat (veljouni) (+5.5),5.5,,,,,1.833,None-None,87-80,Red,-1.0,12277498
,B-EBASKBAT4X5,Pakapaka x Lucashin,Pakapaka,PHI 76ers,Lucashin,SAC Kings,21/07/2026,15:29:34,Handicap,PHI 76ers (Pakapaka) (+5.5),5.5,,,,,1.833,None-None,85-82,Green,0.833,12277489
,B-EBASKBAT4X5,Jovke x Pakapaka,Jovke,POR T Blazers,Pakapaka,PHI 76ers,21/07/2026,16:50:12,Handicap,PHI 76ers (Pakapaka) (+7.5),7.5,,,,,1.833,None-None,77-69,Red,-1.0,12277755
,B-EBASKBAT4X5,Lucashin x Dzojo,Lucashin,SAC Kings,Dzojo,PHX Suns,21/07/2026,16:50:12,Handicap,PHX Suns (Dzojo) (+3.5),3.5,,,,,1.833,None-None,74-66,Red,-1.0,12277754
,B-EBASKBAT4X5,Dzojo x Jovke,Dzojo,PHX Suns,Jovke,POR T Blazers,21/07/2026,16:50:12,Handicap,POR T Blazers (Jovke) (+2.5),2.5,,,,,1.833,None-None,61-86,Green,0.833,12277756
,B-EBASKBAT4X5,veljouni x Lucashin,veljouni,MIA Heat,Lucashin,SAC Kings,21/07/2026,16:50:12,Handicap,MIA Heat (veljouni) (+4.5),4.5,,,,,1.833,None-None,65-68,Green,0.833,12277757
,B-EBASKBAT4X5,Jovke x veljouni,Jovke,POR T Blazers,veljouni,MIA Heat,21/07/2026,16:53:04,Handicap,MIA Heat (veljouni) (+6.5),6.5,,,,,1.833,None-None,75-72,Green,0.833,12277767
,B-EBASKBAT4X5,Pakapaka x Dzojo,Pakapaka,PHI 76ers,Dzojo,PHX Suns,21/07/2026,17:31:46,Handicap,PHI 76ers (Pakapaka) (+2.5),2.5,,,,,1.833,None-None,49-74,Red,-1.0,12277768
,B-EBASKBAT4X5,Pakapaka x veljouni,Pakapaka,PHI 76ers,veljouni,MIA Heat,21/07/2026,19:29:57,Handicap,PHI 76ers (Pakapaka) (+1.5),1.5,,,,,1.833,0-0,68-63,Green,0.833,12278109
,B-EBASKBAT4X5,Jovke x Lucashin,Jovke,POR T Blazers,Lucashin,SAC Kings,21/07/2026,19:30:06,Handicap,POR T Blazers (Jovke) (+5.5),5.5,,,,,1.833,0-0,65-68,Green,0.833,12278110
,B-EBASKBAT4X5,veljouni x Dzojo,veljouni,MIA Heat,Dzojo,PHX Suns,21/07/2026,19:52:57,Handicap,MIA Heat (veljouni) (+6.5),6.5,,,,,1.833,None-None,72-76,Green,0.833,12278119
,B-EBASKBAT4X5,Lucashin x Pakapaka,Lucashin,SAC Kings,Pakapaka,PHI 76ers,21/07/2026,20:04:31,Handicap,PHI 76ers (Pakapaka) (+3.5),3.5,,,,,1.833,0-0,69-72,Green,0.833,12278111
,B-EBASKBAT4X5,faLcOn x CHIEFKEEF,faLcOn,POR T Blazers,CHIEFKEEF,CHI Bulls,22/07/2026,04:10:47,Handicap,POR T Blazers (faLcOn) (+9.5),9.5,,,,,1.833,None-None,85-81,Green,0.833,12279676
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,22/07/2026,04:10:47,Handicap,TOR Raptors (Kadzima) (+8.5),8.5,,,,,1.833,None-None,61-64,Green,0.833,12279675
,B-EBASKBAT4X5,CHIEFKEEF x lucker,CHIEFKEEF,CHI Bulls,lucker,MIA Heat,22/07/2026,05:14:38,Handicap,MIA Heat (lucker) (+4.5),4.5,,,,,1.833,0-0,76-64,Red,-1.0,12279901
,B-EBASKBAT4X5,The_Professor x faLcOn,The_Professor,SAC Kings,faLcOn,POR T Blazers,22/07/2026,05:14:41,Handicap,POR T Blazers (faLcOn) (+13.5),13.5,,,,,1.833,0-0,65-72,Green,0.833,12279934
,B-EBASKBAT4X5,faLcOn x Kadzima,faLcOn,POR T Blazers,Kadzima,TOR Raptors,22/07/2026,05:45:09,Handicap,POR T Blazers (faLcOn) (+5.5),5.5,,,,,1.833,None-None,65-72,Red,-1.0,12279960
,B-EBASKBAT4X5,lucker x The_Professor,lucker,MIA Heat,The_Professor,SAC Kings,22/07/2026,05:45:09,Handicap,MIA Heat (lucker) (+4.5),4.5,,,,,1.833,None-None,58-63,Red,-1.0,12279944
,B-EBASKBAT4X5,Kadzima x lucker,Kadzima,TOR Raptors,lucker,MIA Heat,22/07/2026,06:21:49,Handicap,TOR Raptors (Kadzima) (+3.5),3.5,,,,,1.833,None-None,62-71,Red,-1.0,12280048
,B-EBASKBAT4X5,The_Professor x CHIEFKEEF,The_Professor,SAC Kings,CHIEFKEEF,CHI Bulls,22/07/2026,06:21:49,Handicap,SAC Kings (The_Professor) (+1.5),1.5,,,,,1.833,None-None,73-58,Green,0.833,12280049
,B-EBASKBAT4X5,CHIEFKEEF x Kadzima,CHIEFKEEF,CHI Bulls,Kadzima,TOR Raptors,22/07/2026,06:59:14,Handicap,TOR Raptors (Kadzima) (+7.5),7.5,,,,,1.833,0-0,60-69,Green,0.833,12280120
,B-EBASKBAT4X5,lucker x faLcOn,lucker,MIA Heat,faLcOn,POR T Blazers,22/07/2026,07:14:07,Handicap,POR T Blazers (faLcOn) (+8.5),8.5,,,,,1.833,0-0,55-69,Green,0.833,12280126
,B-EBASKBAT4X5,CHIEFKEEF x faLcOn,CHIEFKEEF,CHI Bulls,faLcOn,POR T Blazers,22/07/2026,07:49:19,Handicap,POR T Blazers (faLcOn) (+5.5),5.5,,,,,1.833,0-0,78-55,Red,-1.0,12280201
,B-EBASKBAT4X5,The_Professor x Kadzima,The_Professor,SAC Kings,Kadzima,TOR Raptors,22/07/2026,07:49:29,Handicap,TOR Raptors (Kadzima) (+6.5),6.5,,,,,1.833,0-0,70-49,Red,-1.0,12280200
,B-EBASKBAT4X5,lucker x CHIEFKEEF,lucker,MIA Heat,CHIEFKEEF,CHI Bulls,22/07/2026,08:24:09,Handicap,MIA Heat (lucker) (+5.5),5.5,,,,,1.833,0-0,69-75,Red,-1.0,12280210
,B-EBASKBAT4X5,faLcOn x The_Professor,faLcOn,POR T Blazers,The_Professor,SAC Kings,22/07/2026,08:24:25,Handicap,POR T Blazers (faLcOn) (+9.5),9.5,,,,,1.833,0-0,65-66,Green,0.833,12280212
,B-EBASKBAT4X5,Kadzima x faLcOn,Kadzima,TOR Raptors,faLcOn,POR T Blazers,22/07/2026,08:59:26,Handicap,POR T Blazers (faLcOn) (+2.5),2.5,,,,,1.833,0-0,64-69,Green,0.833,12280322
,B-EBASKBAT4X5,The_Professor x lucker,The_Professor,SAC Kings,lucker,MIA Heat,22/07/2026,08:59:17,Handicap,MIA Heat (lucker) (+6.5),6.5,,,,,1.833,0-0,73-56,Red,-1.0,12280320
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,22/07/2026,09:30:16,Handicap,TOR Raptors (Kadzima) (+4.5),4.5,,,,,1.833,None-None,92-68,Red,-1.0,12280351
,B-EBASKBAT4X5,CHIEFKEEF x The_Professor,CHIEFKEEF,CHI Bulls,The_Professor,SAC Kings,22/07/2026,09:30:16,Handicap,CHI Bulls (CHIEFKEEF) (+2.5),2.5,,,,,1.833,None-None,61-74,Red,-1.0,12280321
,B-EBASKBAT4X5,faLcOn x lucker,faLcOn,POR T Blazers,lucker,MIA Heat,22/07/2026,09:30:16,Handicap,POR T Blazers (faLcOn) (+2.5),2.5,,,,,1.833,None-None,65-83,Red,-1.0,12280323
,B-EBASKBAT4X5,Kadzima x CHIEFKEEF,Kadzima,TOR Raptors,CHIEFKEEF,CHI Bulls,22/07/2026,09:30:16,Handicap,TOR Raptors (Kadzima) (+5.5),5.5,,,,,1.833,None-None,74-78,Green,0.833,12280325
,B-EBASKBAT4X5,faLcOn x CHIEFKEEF,faLcOn,POR T Blazers,CHIEFKEEF,CHI Bulls,22/07/2026,10:55:59,Handicap,POR T Blazers (faLcOn) (+6.5),6.5,,,,,1.833,None-None,64-70,Green,0.833,12280679
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,22/07/2026,10:24:51,Handicap,TOR Raptors (Kadzima) (+8.5),8.5,,,,,1.833,None-None,71-64,Green,0.833,12280678
,B-EBASKBAT4X5,The_Professor x faLcOn,The_Professor,SAC Kings,faLcOn,POR T Blazers,22/07/2026,10:24:51,Handicap,POR T Blazers (faLcOn) (+6.5),6.5,,,,,1.833,None-None,77-74,Green,0.833,12280685
,B-EBASKBAT4X5,CHIEFKEEF x lucker,CHIEFKEEF,CHI Bulls,lucker,MIA Heat,22/07/2026,10:24:51,Handicap,MIA Heat (lucker) (+5.5),5.5,,,,,1.833,None-None,77-73,Green,0.833,12280684
,B-EBASKBAT4X5,veljouni x Lucashin,veljouni,MIA Heat,Lucashin,SAC Kings,22/07/2026,12:40:30,Handicap,MIA Heat (veljouni) (+2.5),2.5,,,,,1.833,None-None,63-55,Green,0.833,12281477
,B-EBASKBAT4X5,Pakapaka x Bazuka,Pakapaka,PHI 76ers,Bazuka,MIN Timberwolves,22/07/2026,12:40:30,Handicap,MIN Timberwolves (Bazuka) (+3.5),3.5,,,,,1.833,None-None,52-61,Green,0.833,12281476
,B-EBASKBAT4X5,Bazuka x Koja,Bazuka,MIN Timberwolves,Koja,NO Pelicans,22/07/2026,12:40:30,Handicap,MIN Timberwolves (Bazuka) (+2.5),2.5,,,,,1.833,None-None,55-45,Green,0.833,12281479
,B-EBASKBAT4X5,Lucashin x Pakapaka,Lucashin,SAC Kings,Pakapaka,PHI 76ers,22/07/2026,12:40:30,Handicap,PHI 76ers (Pakapaka) (+4.5),4.5,,,,,1.833,None-None,70-65,Red,-1.0,12281478
,B-EBASKBAT4X5,Pakapaka x veljouni,Pakapaka,PHI 76ers,veljouni,MIA Heat,22/07/2026,12:40:30,Handicap,MIA Heat (veljouni) (+2.5),2.5,,,,,1.833,None-None,50-77,Green,0.833,12281481
,B-EBASKBAT4X5,Koja x Lucashin,Koja,NO Pelicans,Lucashin,SAC Kings,22/07/2026,12:40:30,Handicap,NO Pelicans (Koja) (+6.5),6.5,,,,,1.833,None-None,53-65,Red,-1.0,12281480
,B-EBASKBAT4X5,Lucashin x Bazuka,Lucashin,SAC Kings,Bazuka,MIN Timberwolves,22/07/2026,13:37:22,Handicap,MIN Timberwolves (Bazuka) (+8.5),8.5,,,,,1.833,None-None,61-69,Green,0.833,12281699
,B-EBASKBAT4X5,veljouni x Koja,veljouni,MIA Heat,Koja,NO Pelicans,22/07/2026,13:37:22,Handicap,NO Pelicans (Koja) (+2.5),2.5,,,,,1.833,None-None,59-58,Green,0.833,12281698
,B-EBASKBAT4X5,Bazuka x veljouni,Bazuka,MIN Timberwolves,veljouni,MIA Heat,22/07/2026,13:37:22,Handicap,MIN Timberwolves (Bazuka) (+4.5),4.5,,,,,1.833,None-None,61-69,Red,-1.0,12281868
,B-EBASKBAT4X5,Koja x Pakapaka,Koja,NO Pelicans,Pakapaka,PHI 76ers,22/07/2026,13:37:22,Handicap,NO Pelicans (Koja) (+4.5),4.5,,,,,1.833,None-None,52-56,Green,0.833,12281869
,B-EBASKBAT4X5,Lucashin x veljouni,Lucashin,SAC Kings,veljouni,MIA Heat,22/07/2026,14:47:22,Handicap,MIA Heat (veljouni) (+1.5),1.5,,,,,1.833,None-None,80-68,Red,-1.0,12282271
,B-EBASKBAT4X5,Bazuka x Pakapaka,Bazuka,MIN Timberwolves,Pakapaka,PHI 76ers,22/07/2026,15:27:39,Handicap,MIN Timberwolves (Bazuka) (+1.5),1.5,,,,,1.833,None-None,51-65,Red,-1.0,12282270
,B-EBASKBAT4X5,Pakapaka x Lucashin,Pakapaka,PHI 76ers,Lucashin,SAC Kings,22/07/2026,14:47:22,Handicap,PHI 76ers (Pakapaka) (+4.5),4.5,,,,,1.833,None-None,54-69,Red,-1.0,12282272
,B-EBASKBAT4X5,Koja x Bazuka,Koja,NO Pelicans,Bazuka,MIN Timberwolves,22/07/2026,16:54:33,Handicap,MIN Timberwolves (Bazuka) (+1.5),1.5,,,,,1.833,0-0,62-46,Red,-1.0,12282558
,B-EBASKBAT4X5,veljouni x Pakapaka,veljouni,MIA Heat,Pakapaka,PHI 76ers,22/07/2026,16:16:58,Handicap,PHI 76ers (Pakapaka) (+1.5),1.5,,,,,1.833,None-None,82-59,Red,-1.0,12282662
,B-EBASKBAT4X5,Lucashin x Koja,Lucashin,SAC Kings,Koja,NO Pelicans,22/07/2026,16:47:39,Handicap,NO Pelicans (Koja) (+6.5),6.5,,,,,1.833,None-None,60-67,Green,0.833,12282661
,B-EBASKBAT4X5,Koja x veljouni,Koja,NO Pelicans,veljouni,MIA Heat,22/07/2026,16:16:58,Handicap,NO Pelicans (Koja) (+2.5),2.5,,,,,1.833,None-None,49-61,Red,-1.0,12282663
,B-EBASKBAT4X5,Bazuka x Lucashin,Bazuka,MIN Timberwolves,Lucashin,SAC Kings,22/07/2026,16:16:58,Handicap,MIN Timberwolves (Bazuka) (+5.5),5.5,,,,,1.833,None-None,54-64,Red,-1.0,12282664
,B-EBASKBAT4X5,Pakapaka x Koja,Pakapaka,PHI 76ers,Koja,NO Pelicans,22/07/2026,16:47:39,Handicap,NO Pelicans (Koja) (+4.5),4.5,,,,,1.833,None-None,43-70,Green,0.833,12282746
,B-EBASKBAT4X5,veljouni x Bazuka,veljouni,MIA Heat,Bazuka,MIN Timberwolves,22/07/2026,16:16:58,Handicap,MIN Timberwolves (Bazuka) (+4.5),4.5,,,,,1.833,None-None,58-50,Red,-1.0,12282665
,B-EBASKBAT4X5,veljouni x Lucashin,veljouni,MIA Heat,Lucashin,SAC Kings,22/07/2026,19:22:29,Handicap,MIA Heat (veljouni) (+3.5),3.5,,,,,1.833,None-None,56-69,Red,-1.0,12283662
,B-EBASKBAT4X5,Pakapaka x Bazuka,Pakapaka,PHI 76ers,Bazuka,MIN Timberwolves,22/07/2026,19:27:27,Handicap,MIN Timberwolves (Bazuka) (+2.5),2.5,,,,,1.833,None-None,55-61,Green,0.833,12283661
,B-EBASKBAT4X5,Bazuka x Koja,Bazuka,MIN Timberwolves,Koja,NO Pelicans,22/07/2026,19:22:29,Handicap,MIN Timberwolves (Bazuka) (+2.5),2.5,,,,,1.833,None-None,71-53,Green,0.833,12283663
,B-EBASKBAT4X5,Lucashin x Pakapaka,Lucashin,SAC Kings,Pakapaka,PHI 76ers,22/07/2026,19:22:29,Handicap,PHI 76ers (Pakapaka) (+5.5),5.5,,,,,1.833,None-None,62-70,Green,0.833,12283758
