passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,n_alvo,dano_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv
P4,Últ. 50,0.0,0.35,-,,-,0,60,2.5,-,-,-,favorito,atropelo>=36.49,-,655,73,8.97,438,217,66.9,150.56,22.99,0.0,-13.09,-1.1,-0.49,24,21,45,3.01,5.59,104,82,186,56.8,1.0,74.9,131.9,25,12,-40.84,1,7.92,34.5,1.843,54.3,12.6,13.8,38.25,3.9,-10.0,-15.0,40.28,8,5,19,2.41,31.89,11.99,17.28,6.65,33.09,-12.87,144,-45.97,1
P4,Últ. 20,0.0,0.55,-,,-,0,-,6.5,-,-,-,favorito,atropelo>=50,7,490,80,6.12,348,142,71.0,150.56,30.73,0.0,,,0.0,0,0,0,-25.15,-5.53,9,13,22,14.5,0.0,46.8,104.2,36,9,-30.38,1,7.92,25.8,1.84,54.4,16.7,11.5,21.06,7.1,-7.0,-8.63,46.22,9,2,18,3.69,38.91,9.42,25.43,14.39,33.58,,16,,1
P4,Últ. 50,0.0,0.65,-,,-,0,-,5.5,16.5,-,-,favorito,atropelo>=50,7,495,82,6.04,351,144,70.9,150.52,30.41,0.0,,,0.0,0,0,0,-8.47,-2.2,13,13,26,10.7,0.0,42.3,109.7,36,9,-32.51,1,7.92,26.1,1.838,54.4,16.5,10.2,17.56,8.6,-7.0,-7.41,50.53,8,3,17,3.63,32.2,25.53,25.23,14.07,32.8,-26.5,20,-59.3,1
P4,Todas,0.0,0.45,-,,-,0,60,3.5,-,-,-,favorito,atropelo>=36.49,-,743,77,9.65,486,257,65.4,150.52,20.26,1.0,0.74,7.53,4.14,32,23,55,5.19,10.9,120,90,210,65.7,1.0,74.4,128.8,25,12,-42.84,1,7.92,39.1,1.841,54.3,11.1,13.6,36.84,4.1,-11.0,-15.0,46.76,9,4,21,2.24,31.93,6.79,14.79,3.92,28.51,-7.35,171,-35.86,1
P4,Últ. 50,0.0,0.35,-,,-,0,60,3.5,-,-,-,favorito,atropelo>=36.49,-,633,73,8.67,426,207,67.3,150.52,23.78,1.0,-9.76,3.5,1.51,24,19,43,5.14,9.09,101,76,177,55.9,1.0,72.7,127.7,25,12,-37.84,1,7.92,33.3,1.843,54.3,13.0,14.2,33.25,4.5,-10.0,-15.0,41.28,9,4,19,2.47,32.12,13.26,18.07,7.44,33.31,-10.41,138,-43.73,1
P4,Todas,0.0,0.35,-,,-,40,-,3.5,-,-,-,favorito,atropelo>=50,-,542,46,11.78,376,166,69.4,150.52,27.77,,,,0.0,0,0,0,,0.0,0,0,0,12.4,0.0,77.6,106.1,19,6,-43.89,1,7.92,28.5,1.841,54.3,15.1,14.5,19.66,7.7,-13.0,4.73,52.52,8,0,16,2.76,32.33,5.2,19.1,9.62,27.77,,0,,1
P4,Todas,0.0,0.5,-,,-,0,100,3.5,-,-,-,favorito,atropelo>=36.49,-,1094,98,11.16,677,417,61.9,150.51,13.76,1.0,1.56,7.53,4.14,32,23,55,8.78,24.32,164,113,277,50.5,1.0,77.5,124.8,29,12,-69.75,1,7.92,57.6,1.84,54.4,7.5,13.3,43.03,3.5,-15.0,-15.0,47.59,8,7,21,1.89,19.87,5.97,9.52,-2.58,19.23,-10.7,200,-29.92,1
P4,Últ. 20,0.0,0.35,-,,-,5,-,5.5,-,-,-,favorito,atropelo>=50,-,559,58,9.64,385,174,68.9,150.46,26.92,,,,0.0,0,0,0,,2.54,3,0,3,44.0,1.0,70.9,101.6,29,8,-42.09,1,7.92,29.4,1.843,54.3,14.6,16.0,22.17,6.8,-10.13,-1.46,47.07,8,1,16,2.87,28.28,22.46,20.33,8.77,26.6,,3,,1
P4,Últ. 10,0.0,0.35,-,,-,0,60,4.5,-,-,-,favorito,atropelo>=36.49,-,589,70,8.41,402,187,68.3,150.45,25.54,1.0,-6.78,10.38,4.88,28,19,47,8.43,14.76,103,72,175,71.8,1.0,66.1,119.1,23,11,-34.84,1,7.92,31.0,1.843,54.3,14.0,14.8,29.38,5.1,-10.0,-15.0,33.51,8,4,15,2.69,32.99,17.16,19.66,9.2,35.03,-5.74,137,-40.77,1
P4,-,0.0,-,-,,-,0,60,2.5,16.5,-,-,favorito,atropelo>=36.49,7,591,87,6.79,405,186,68.5,150.45,25.46,1.0,-5.23,22.68,15.88,47,23,70,24.0,63.36,179,85,264,,,40.6,103.4,25,12,-25.46,1,7.92,31.1,1.832,54.6,13.9,7.8,24.7,6.1,-7.0,-15.0,38.22,8,5,19,3.27,22.0,27.91,20.57,9.12,32.81,12.03,209,-20.78,1
P4,Últ. 10,0.0,0.6,-,,-,0,100,3.5,-,-,-,favorito,atropelo>=36.49,-,1173,102,11.5,720,453,61.4,150.43,12.82,0.0,-15.31,-8.79,-6.77,38,39,77,4.65,14.71,180,136,316,50.6,1.0,79.6,136.1,29,12,-70.84,1,7.92,61.7,1.839,54.4,7.0,13.2,51.38,2.9,-15.0,-17.9,48.39,7,8,22,1.83,18.15,6.52,8.75,-3.52,19.43,-12.97,239,-32.4,1
P4,Últ. 50,0.0,0.5,-,,-,10,-,1.5,12.5,-,-,favorito,atropelo>=50,-,443,52,8.52,322,121,72.7,150.41,33.95,,,,0.0,0,0,0,,0.0,0,0,0,3.2,0.0,45.7,124.8,24,7,-16.68,1,7.92,23.3,1.84,54.3,18.4,7.3,17.29,8.7,-13.17,-1.38,61.65,7,1,14,3.72,41.25,-1.85,27.02,15.8,33.95,,0,,1
P4,Últ. 10,0.0,0.55,-,,-,0,-,6.5,-,-,-,favorito,atropelo>=50,7,483,80,6.04,344,139,71.2,150.4,31.14,0.0,,,0.0,0,0,0,-25.15,-5.53,9,13,22,30.0,1.0,46.9,103.0,36,9,-32.21,1,7.92,25.4,1.84,54.3,16.9,11.7,19.22,7.8,-7.0,-8.63,46.22,9,2,17,3.7,40.18,8.07,25.84,14.8,34.05,,16,,1
P4,Últ. 50,0.0,0.35,-,,-,5,-,5.5,-,-,-,favorito,atropelo>=50,-,596,59,10.1,405,191,68.0,150.38,25.23,,,,0.0,0,0,0,,2.54,3,0,3,12.2,0.0,73.7,101.8,29,8,-51.06,1,7.91,31.4,1.843,54.3,13.7,15.6,24.17,6.2,-13.0,0.54,55.59,9,0,16,2.62,28.59,13.89,18.71,7.08,24.93,,3,,1
P4,Últ. 10,0.0,0.75,-,,-,10,-,1.5,12.5,-,-,favorito,atropelo>=50,-,518,53,9.77,363,155,70.1,150.38,29.03,,,,0.0,0,0,0,,0.0,0,0,0,8.1,0.0,43.1,131.6,24,7,-17.77,1,7.91,27.3,1.84,54.4,15.7,6.8,14.25,10.6,-13.0,-2.34,62.55,7,1,13,3.65,33.83,6.2,22.16,10.88,29.03,,0,,1
P4,-,0.0,-,-,,-,0,-,5.5,16.5,-,-,favorito,atropelo>=50,6,460,82,5.61,332,128,72.2,150.37,32.69,1.0,,,0.0,0,0,0,15.19,4.1,17,10,27,,,38.6,103.0,36,9,-28.21,1,7.91,24.2,1.837,54.4,17.8,9.6,20.93,7.2,-6.0,-5.0,43.96,8,3,20,3.85,31.98,34.61,27.51,16.35,34.43,-3.8,21,-38.23,1
P4,Últ. 50,0.0,0.6,-,,-,10,-,1.5,12.5,-,-,favorito,atropelo>=50,-,507,53,9.57,357,150,70.4,150.35,29.65,,,,0.0,0,0,0,,0.0,0,0,0,2.6,0.0,44.3,131.1,24,7,-19.47,1,7.91,26.7,1.839,54.4,16.0,6.8,17.16,8.8,-13.0,-2.34,62.55,7,1,13,3.7,35.59,2.16,22.78,11.5,29.65,,0,,1
P4,Últ. 10,0.0,0.45,-,,-,0,-,7.5,-,-,-,favorito,atropelo>=50,-,725,72,10.07,475,250,65.5,150.34,20.74,0.0,,,0.0,0,0,0,-33.02,-3.63,4,7,11,44.0,1.0,71.6,100.4,33,8,-50.86,1,7.91,38.2,1.843,54.3,11.3,16.1,27.96,5.4,-14.0,-3.89,48.18,7,3,15,2.51,24.32,11.46,14.97,4.4,21.56,,11,,1
P4,Todas,0.0,0.7,-,,-,5,-,2.5,12.5,-,-,favorito,atropelo>=50,-,530,64,8.28,370,160,69.8,150.34,28.37,1.0,,,0.0,0,0,0,40.77,5.3,10,3,13,5.1,0.0,43.8,130.2,32,8,-18.5,1,7.91,27.9,1.837,54.4,15.4,7.4,20.2,7.4,-11.37,-2.52,60.63,8,1,14,3.54,31.86,13.18,22.13,12.03,28.05,,13,,1
P4,Últ. 20,0.0,0.6,-,,-,0,-,3.5,16.5,-,-,favorito,atropelo>=50,7,524,83,6.31,367,157,70.0,150.32,28.69,1.0,,,0.0,0,0,0,4.65,1.3,16,12,28,21.0,0.0,43.3,111.4,36,9,-31.67,1,7.91,27.6,1.836,54.5,15.6,9.1,20.51,7.3,-7.0,-14.14,48.92,8,3,19,3.55,27.84,31.08,23.57,12.35,30.3,-8.17,22,-38.47,1
P4,Últ. 10,0.0,0.7,-,,-,0,60,6.5,-,-,-,favorito,atropelo>=50,-,497,46,10.8,352,145,70.8,150.3,30.24,0.0,,,0.0,0,0,0,-14.44,-4.33,14,16,30,35.2,1.0,62.0,108.8,20,9,-23.82,1,7.91,26.2,1.841,54.3,16.5,15.2,16.83,8.9,-10.0,-7.43,40.2,8,2,15,3.05,37.25,16.14,21.57,12.09,33.35,-30.96,24,-64.31,1
P4,Últ. 50,0.0,0.35,-,,-,40,-,3.5,16.5,-,-,favorito,atropelo>=50,-,366,46,7.96,280,86,76.5,150.29,41.06,,,,0.0,0,0,0,,0.0,0,0,0,7.7,0.0,56.7,103.2,19,6,-29.66,1,7.91,19.3,1.842,54.3,22.2,10.6,13.46,11.2,-9.0,2.39,56.98,8,0,12,3.84,42.91,26.4,32.39,22.91,41.06,,0,,1
P4,Últ. 20,0.0,0.35,-,,-,10,-,4.5,16.5,-,-,favorito,atropelo>=50,-,351,50,7.02,272,79,77.5,150.28,42.82,,,,0.0,0,0,0,,0.0,0,0,0,54.1,1.0,45.1,102.4,22,7,-19.51,1,7.91,18.5,1.843,54.3,23.2,11.1,9.0,16.7,-5.13,-2.24,47.72,7,1,9,4.58,42.97,42.09,35.76,24.67,42.82,,0,,1
P4,Últ. 10,0.0,0.8,-,,-,0,100,2.5,16.5,-,-,favorito,atropelo>=50,-,653,60,10.88,437,216,66.9,150.28,23.01,0.0,,,0.0,0,0,0,-0.75,-0.36,26,22,48,25.1,0.0,57.9,101.8,23,9,-32.3,1,7.91,34.4,1.838,54.4,12.5,9.5,20.94,7.2,-13.0,-8.0,41.95,7,4,13,2.8,27.92,14.52,16.55,6.67,25.35,-12.73,40,-38.08,1
P4,Últ. 20,0.0,0.5,-,,-,0,-,5.5,-,-,-,favorito,atropelo>=50,7,503,81,6.21,355,148,70.6,150.26,29.87,0.0,,,0.0,0,0,0,-20.43,-4.7,10,13,23,33.8,1.0,46.9,104.0,36,9,-31.31,1,7.91,26.5,1.839,54.4,16.2,11.0,18.52,8.1,-7.0,-7.8,46.83,8,3,16,3.62,37.1,10.96,24.64,13.53,32.52,,17,,1
P4,Últ. 10,0.0,0.55,-,,-,40,-,4.5,16.5,-,-,favorito,atropelo>=50,-,421,47,8.96,310,111,73.6,150.24,35.69,,,,0.0,0,0,0,,0.0,0,0,0,18.3,0.0,60.0,111.6,20,6,-32.72,1,7.91,22.2,1.841,54.3,19.3,10.3,17.43,8.6,-13.0,-3.24,66.15,6,2,14,3.65,36.71,26.24,27.42,17.54,35.69,,0,,1
P4,Últ. 50,0.0,0.6,-,,-,5,-,1.5,12.5,-,-,favorito,atropelo>=50,-,562,65,8.65,387,175,68.9,150.22,26.73,1.0,,,0.0,0,0,0,25.62,4.1,11,5,16,6.8,0.0,44.4,137.4,32,8,-19.47,1,7.91,29.6,1.839,54.4,14.5,7.0,16.36,9.2,-13.0,0.05,62.55,9,0,13,3.49,31.4,7.11,20.56,10.39,26.76,,16,,1
P4,Últ. 20,0.0,0.5,-,,-,10,-,6.5,16.5,-,-,favorito,atropelo>=50,-,408,52,7.85,303,105,74.3,150.16,36.8,,,,0.0,0,0,0,,0.0,0,0,0,19.9,0.0,55.7,104.0,24,7,-30.26,1,7.9,21.5,1.841,54.3,19.9,11.3,13.15,11.4,-11.0,-1.75,55.84,7,1,11,3.89,39.68,24.43,29.87,18.65,36.8,,0,,1
P4,Últ. 20,0.0,0.65,-,,-,5,-,2.5,12.5,-,-,favorito,atropelo>=50,-,521,64,8.14,365,156,70.1,150.14,28.82,1.0,,,0.0,0,0,0,40.77,5.3,10,3,13,5.0,0.0,43.3,128.8,32,8,-18.37,1,7.9,27.4,1.837,54.4,15.6,7.5,17.2,8.7,-11.37,-0.35,59.76,8,1,12,3.59,32.17,14.33,22.59,12.48,28.51,,13,,1
P4,Últ. 10,0.0,0.75,-,,-,40,-,4.5,-,-,-,favorito,atropelo>=50,-,623,47,13.26,420,203,67.4,150.14,24.1,,,,0.0,0,0,0,,0.0,0,0,0,19.9,0.0,78.4,117.4,20,6,-46.1,1,7.9,32.8,1.84,54.4,13.1,13.6,22.66,6.6,-15.0,-3.65,67.63,6,2,16,2.67,27.44,6.63,15.83,5.95,24.1,,0,,1
P4,Todas,0.0,0.75,-,,-,0,100,5.5,-,-,-,favorito,atropelo>=36.49,-,1146,103,11.13,705,441,61.5,150.13,13.1,1.0,-0.55,8.09,7.04,51,36,87,7.58,26.52,205,145,350,36.7,1.0,74.7,125.7,29,12,-72.62,1,7.9,60.3,1.839,54.4,7.1,13.7,39.51,3.8,-15.0,-17.0,48.76,8,7,25,1.83,17.25,8.64,9.05,-3.24,19.03,-5.42,278,-24.45,1
P4,Últ. 20,0.0,0.65,-,,-,0,100,1.5,-,-,-,favorito,atropelo>=36.49,-,1304,103,12.66,791,513,60.7,150.12,11.51,0.0,-18.6,-12.92,-11.5,42,47,89,3.98,14.47,206,158,364,24.0,0.0,83.5,148.8,29,12,-76.2,1,7.9,68.6,1.841,54.3,6.3,12.1,51.53,2.9,-15.0,-16.68,49.85,7,8,21,1.78,16.63,5.68,7.46,-4.83,17.82,-11.65,279,-29.47,1
P2,Últ. 20,0.0,0.45,-,,-,30,60,1.5,-,1.67,1.87,favorito,-,-,429,32,13.41,316,113,73.7,150.11,34.99,1.0,45.19,58.24,8.74,13,2,15,29.86,18.51,44,18,62,30.1,1.0,78.8,107.3,12,8,-19.79,1,7.9,22.6,1.834,54.5,19.1,10.7,36.59,4.1,-9.44,-10.73,53.58,9,1,12,2.95,45.74,13.05,20.66,16.84,34.15,,15,,1
P4,Todas,0.0,0.65,-,,-,0,100,1.5,-,-,-,favorito,atropelo>=36.49,-,1304,103,12.66,791,513,60.7,150.1,11.51,0.0,-17.75,-12.92,-11.5,42,47,89,3.55,12.84,204,158,362,46.5,1.0,83.5,148.6,29,12,-75.76,1,7.9,68.6,1.841,54.3,6.3,12.1,53.16,2.8,-15.0,-16.68,49.85,7,8,21,1.78,17.33,4.83,7.46,-4.83,17.94,-12.33,277,-30.27,1
P4,Todas,0.0,0.5,-,,-,40,-,4.5,-,-,-,favorito,atropelo>=50,-,612,47,13.02,414,198,67.6,150.1,24.53,,,,0.0,0,0,0,,0.0,0,0,0,8.3,0.0,78.4,116.5,20,6,-44.1,1,7.9,32.2,1.84,54.4,13.3,13.7,22.66,6.6,-15.0,-4.28,65.93,6,2,16,2.69,28.02,6.63,16.26,6.38,24.53,,0,,1
P4,Últ. 10,0.0,0.75,-,,-,5,-,3.5,12.5,-,-,favorito,atropelo>=50,-,481,64,7.52,343,138,71.3,150.06,31.2,1.0,,,0.0,0,0,0,37.5,4.5,9,3,12,9.4,0.0,42.4,121.8,32,8,-17.71,1,7.9,25.3,1.838,54.4,16.9,7.9,19.2,7.8,-11.17,-1.99,60.56,8,1,13,3.7,34.95,15.1,24.97,14.86,31.04,,12,,1
P2,Últ. 20,0.0,0.4,-,,-,30,60,1.5,-,1.67,1.87,favorito,-,-,398,31,12.84,299,99,75.1,150.05,37.7,1.0,41.5,58.24,8.74,13,2,15,33.29,19.64,43,16,59,24.6,0.0,78.9,105.3,12,8,-18.77,1,7.9,20.9,1.834,54.5,20.6,11.2,29.46,5.1,-11.0,-8.73,54.58,9,1,13,3.1,47.19,16.74,22.96,19.55,36.9,,15,,1
P4,Últ. 10,0.0,0.45,-,,-,40,-,3.5,-,-,-,favorito,atropelo>=50,-,572,46,12.43,392,180,68.5,150.05,26.23,,,,0.0,0,0,0,,0.0,0,0,0,38.3,1.0,75.3,113.1,19,6,-43.4,1,7.9,30.1,1.841,54.3,14.2,14.0,17.66,8.5,-15.0,-1.61,66.47,7,1,16,2.79,29.02,10.91,17.56,8.08,26.23,,0,,1
P4,Últ. 20,0.0,0.55,-,,-,0,-,5.5,16.5,-,-,favorito,atropelo>=50,7,470,79,5.95,337,133,71.7,150.04,31.92,0.0,,,0.0,0,0,0,-20.43,-4.7,10,13,23,14.7,0.0,42.5,104.6,36,9,-29.51,1,7.9,24.7,1.839,54.4,17.3,10.1,18.0,8.3,-7.0,-7.8,50.53,8,3,18,3.76,36.23,19.35,26.57,15.58,34.84,,17,,1
P4,Últ. 50,0.0,0.3,-,,-,5,-,2.5,-,-,-,favorito,atropelo>=50,-,585,60,9.75,399,186,68.2,150.02,25.65,,,,0.0,0,0,0,,1.53,3,1,4,16.6,0.0,76.1,109.1,30,8,-43.38,1,7.9,30.8,1.843,54.3,13.9,15.2,23.17,6.5,-11.0,1.53,51.6,9,0,16,2.63,28.29,16.11,19.18,9.31,25.56,,4,,1
P4,Últ. 50,0.0,0.3,-,,-,40,-,1.5,16.5,-,-,favorito,atropelo>=50,-,335,45,7.44,263,72,78.5,150.01,44.78,,,,0.0,0,0,0,,0.0,0,0,0,11.9,0.0,52.6,102.5,19,6,-23.68,1,7.9,17.6,1.843,54.3,24.2,10.5,9.0,16.7,-9.0,5.97,51.78,8,0,9,4.06,45.5,38.77,35.7,26.63,44.78,,0,,1
P4,Últ. 50,0.0,0.4,-,,-,0,60,5.5,-,-,-,favorito,atropelo>=36.49,-,630,74,8.51,424,206,67.3,150.0,23.81,1.0,-3.4,10.25,4.31,25,17,42,7.09,12.19,100,72,172,41.9,1.0,67.4,117.2,25,12,-36.0,1,7.89,33.2,1.842,54.3,13.0,14.7,28.38,5.3,-10.0,-15.0,45.46,9,4,21,2.47,31.48,13.65,18.16,7.47,32.13,-6.42,136,-38.56,1
P4,Últ. 20,0.0,0.55,-,,-,0,-,5.5,12.5,-,-,favorito,atropelo>=50,-,441,78,5.65,321,120,72.8,150.0,34.01,0.0,,,0.0,0,0,0,-44.5,-10.23,7,16,23,17.2,0.0,38.0,104.3,36,9,-19.31,1,7.89,23.2,1.84,54.4,18.4,9.0,15.23,9.8,-12.0,-13.33,50.32,9,2,14,3.95,40.03,16.95,28.6,17.67,38.52,,17,,1
P4,Últ. 10,0.0,0.35,-,,-,0,60,6.5,-,-,-,favorito,atropelo>=31.3,-,711,89,7.99,468,243,65.8,149.98,21.09,0.0,-26.77,-16.94,-9.83,26,32,58,-0.72,-1.53,115,98,213,68.2,1.0,63.0,111.0,29,14,-36.18,1,7.89,37.4,1.842,54.3,11.5,15.1,47.17,3.2,-10.0,-17.0,47.74,8,7,26,2.41,33.04,9.83,16.33,4.75,31.65,-15.56,159,-47.21,1
P4,Últ. 50,0.0,0.5,-,,-,0,60,3.5,-,-,-,favorito,atropelo>=50,-,532,45,11.82,371,161,69.7,149.98,28.19,0.0,,,0.0,0,0,0,-26.76,-9.36,14,21,35,39.8,1.0,61.9,115.5,20,9,-22.04,1,7.89,28.0,1.841,54.3,15.4,13.7,37.94,4.0,-12.3,-12.46,45.22,8,2,16,2.79,40.91,3.32,19.12,10.04,32.29,-42.98,29,-75.27,1
P4,Últ. 20,0.0,0.45,-,,-,40,-,4.5,16.5,-,-,favorito,atropelo>=50,-,392,47,8.34,294,98,75.0,149.98,38.26,,,,0.0,0,0,0,,0.0,0,0,0,23.0,0.0,56.2,110.1,20,6,-28.47,1,7.89,20.6,1.842,54.3,20.7,10.6,10.0,15.0,-9.0,-3.24,59.38,6,2,10,4.07,39.67,26.24,30.0,20.11,38.26,,0,,1
P4,Últ. 50,0.0,0.65,-,,-,40,-,4.5,-,-,-,favorito,atropelo>=50,-,614,47,13.06,415,199,67.6,149.97,24.43,,,,0.0,0,0,0,,0.0,0,0,0,6.5,0.0,78.5,117.5,20,6,-48.13,1,7.89,32.3,1.84,54.4,13.2,13.7,22.66,6.6,-15.0,-3.24,67.63,6,2,16,2.66,27.89,6.63,16.16,6.28,24.43,,0,,1
P4,Últ. 50,0.0,0.55,-,,-,5,-,7.5,16.5,-,-,favorito,atropelo>=50,-,414,57,7.26,306,108,73.9,149.97,36.22,,,,0.0,0,0,0,,2.37,4,1,5,1.9,0.0,51.8,96.5,29,7,-33.33,1,7.89,21.8,1.842,54.3,19.6,11.8,14.73,10.2,-10.0,2.37,48.36,9,0,14,3.91,37.55,30.6,29.58,18.07,36.09,,5,,1
P4,Últ. 20,0.0,0.55,-,,-,0,-,4.5,-,-,-,favorito,atropelo>=50,7,521,82,6.35,365,156,70.1,149.95,28.78,0.0,,,0.0,0,0,0,-8.48,-2.03,12,12,24,14.4,0.0,46.8,108.9,36,9,-28.67,1,7.89,27.4,1.838,54.4,15.6,10.3,18.79,8.0,-7.0,-5.13,50.14,8,3,18,3.52,34.93,12.37,23.6,12.44,30.83,,18,,1
P4,Últ. 50,0.0,0.55,-,,-,5,-,7.5,-,-,-,favorito,atropelo>=50,-,646,60,10.77,432,214,66.9,149.95,23.21,,,,0.0,0,0,0,,2.37,4,1,5,7.7,0.0,71.7,94.6,30,7,-54.33,1,7.89,34.0,1.842,54.3,12.6,15.8,32.95,4.6,-14.0,0.55,49.84,9,0,16,2.6,27.42,10.75,16.75,6.87,23.02,,5,,1
P4,Últ. 50,0.0,0.4,-,,-,0,60,2.5,-,-,-,favorito,atropelo>=50,-,453,39,11.62,328,125,72.4,149.94,33.1,0.0,,,0.0,0,0,0,-8.32,-1.83,11,11,22,40.4,1.0,61.7,106.2,19,8,-21.18,1,7.89,23.8,1.841,54.3,18.1,13.4,16.66,9.0,-7.0,-4.0,42.68,7,2,11,3.07,39.17,18.79,21.6,14.95,35.21,-8.32,22,-43.54,1
P4,-,0.0,-,-,,-,0,12,2.5,-,-,-,favorito,atropelo>=31.3,-,1003,72,13.93,628,375,62.6,149.92,14.95,1.0,4.57,20.56,23.85,76,40,116,14.07,66.13,292,178,470,,,78.1,109.0,17,13,-59.62,1,7.89,52.8,1.837,54.4,8.2,11.3,48.83,3.1,-19.0,-32.83,66.58,7,6,25,1.89,13.51,15.99,9.18,-1.39,21.94,3.62,383,-18.32,1
P4,Últ. 50,0.0,0.65,-,,-,0,100,1.5,-,-,-,favorito,atropelo>=36.49,-,1306,103,12.68,792,514,60.6,149.9,11.48,0.0,-17.87,-12.92,-11.5,42,47,89,3.76,13.64,205,158,363,22.7,0.0,83.6,148.8,29,12,-75.76,1,7.89,68.7,1.841,54.3,6.3,12.1,52.36,2.9,-15.0,-16.68,49.85,7,8,21,1.78,17.16,4.95,7.43,-4.86,17.83,-12.0,278,-29.82,1
P4,Últ. 10,0.0,0.97,-,,-,0,60,7.5,-,-,-,favorito,atropelo>=31.3,-,996,110,9.05,623,373,62.6,149.88,15.05,0.0,-23.25,-17.29,-14.7,38,47,85,-1.42,-4.85,183,158,341,29.2,0.0,72.1,131.9,29,14,-60.28,1,7.89,52.4,1.84,54.3,8.2,14.4,58.45,2.6,-13.0,-26.09,60.42,8,7,40,1.92,25.38,5.96,11.16,-1.29,25.98,-15.43,263,-41.41,1
P4,Últ. 50,0.0,0.4,-,,-,0,60,1.5,-,-,-,favorito,atropelo>=50,-,470,39,12.05,337,133,71.7,149.88,31.89,0.0,,,0.0,0,0,0,-8.32,-2.16,13,13,26,41.3,1.0,64.2,108.5,19,8,-22.18,1,7.89,24.7,1.843,54.3,17.4,12.9,16.66,9.0,-7.0,-5.0,41.68,7,2,11,3.01,38.27,17.3,20.39,13.74,34.24,-8.32,26,-42.56,1
P4,Últ. 50,0.0,0.65,-,,-,5,-,2.5,12.5,-,-,favorito,atropelo>=50,-,514,64,8.03,361,153,70.2,149.84,29.15,1.0,,,0.0,0,0,0,40.77,5.3,10,3,13,1.8,0.0,44.0,128.4,32,8,-18.5,1,7.89,27.1,1.837,54.4,15.8,7.5,13.36,11.2,-11.37,0.31,60.63,9,0,12,3.61,33.2,11.76,22.92,12.81,28.85,,13,,1
P4,Todas,0.0,0.55,-,,-,40,-,2.5,12.5,-,-,favorito,atropelo>=50,-,393,46,8.54,295,98,75.1,149.84,38.13,,,,0.0,0,0,0,,0.0,0,0,0,1.0,0.0,44.0,115.4,20,6,-13.35,1,7.89,20.7,1.838,54.4,20.7,7.6,13.2,11.4,-9.0,-1.73,59.13,7,1,8,4.71,39.76,19.02,29.46,19.98,38.13,,0,,1
P4,Últ. 10,0.0,0.97,-,,-,0,-,3.5,10.5,-,-,favorito,atropelo>=50,-,508,71,7.15,358,150,70.5,149.83,29.49,0.0,,,0.0,0,0,0,-3.13,-1.06,18,16,34,13.8,0.0,32.5,115.7,34,8,-19.46,1,7.89,26.7,1.836,54.5,16.0,6.9,15.17,9.9,-11.3,-7.0,51.45,9,2,12,3.78,32.36,22.26,23.67,13.15,32.56,-25.17,27,-57.73,1
P4,Últ. 50,0.0,0.5,-,,-,5,-,1.5,12.5,-,-,favorito,atropelo>=50,-,482,61,7.9,343,139,71.2,149.82,31.08,0.0,,,0.0,0,0,0,-0.92,-0.1,6,5,11,6.8,0.0,45.9,127.8,32,8,-16.68,1,7.89,25.4,1.841,54.3,16.8,7.3,19.29,7.8,-13.17,-1.38,61.65,7,2,14,3.57,38.21,-1.73,24.67,14.74,31.83,,11,,1
P4,Todas,0.0,0.5,-,,-,0,60,3.5,-,-,-,favorito,atropelo>=50,-,534,45,11.87,372,162,69.7,149.81,28.05,0.0,,,0.0,0,0,0,-26.76,-9.36,14,21,35,55.4,1.0,62.0,115.6,20,9,-22.04,1,7.88,28.1,1.841,54.3,15.3,13.7,37.94,3.9,-12.3,-12.46,45.22,8,2,16,2.79,40.63,3.32,18.98,9.9,32.13,-42.98,29,-75.11,1
P4,Todas,0.0,0.85,-,,-,0,-,2.5,10.5,-,-,favorito,atropelo>=50,-,561,70,8.01,387,174,69.0,149.77,26.7,1.0,,,0.0,0,0,0,1.16,0.44,21,17,38,17.8,0.0,34.5,120.8,34,8,-19.32,1,7.88,29.5,1.836,54.5,14.5,6.5,14.5,10.3,-11.46,-8.0,51.52,9,2,12,3.59,30.04,17.87,20.82,10.36,29.26,-17.07,31,-46.33,1
P4,Últ. 10,0.0,0.7,-,,-,0,-,7.5,16.5,-,-,favorito,atropelo>=50,7,460,80,5.75,331,129,72.0,149.77,32.56,0.0,,,0.0,0,0,0,-12.31,-2.83,11,12,23,22.8,0.0,42.6,105.2,35,9,-34.92,1,7.88,24.2,1.841,54.3,17.6,11.5,20.13,7.4,-7.0,-5.1,44.69,8,3,19,3.87,34.98,26.0,27.26,16.22,35.04,,18,,1
