passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,n_alvo,dano_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv
P4,Últ. 10,0.0,0.8,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1179,83,14.2,773,406,65.6,242.87,20.6,0.0,,,0.0,0,0,0,-0.75,-0.36,26,22,48,23.3,0.0,56.4,111.9,36,9,-48.73,1,12.78,62.1,1.84,54.4,11.2,12.6,31.38,7.7,-15.0,-8.0,72.44,9,2,15,3.24,24.12,11.81,15.48,4.26,21.77,-12.73,40,-34.5,1
P4,Últ. 10,0.0,0.85,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1248,84,14.86,810,438,64.9,242.64,19.44,0.0,,,0.0,0,0,0,-1.59,-0.86,29,25,54,23.4,0.0,58.2,119.0,36,9,-48.49,1,12.77,65.7,1.841,54.3,10.6,12.0,32.05,7.6,-15.0,-9.0,74.36,9,2,15,3.19,23.02,10.48,14.38,3.1,20.65,-12.15,46,-32.8,1
P4,Últ. 10,0.0,0.97,-,,-,0,-,2.5,16.5,-,-,favorito,atropelo>=50,-,898,83,10.82,620,278,69.0,242.49,27.0,0.0,,,0.0,0,0,0,-0.75,-0.36,26,22,48,15.7,0.0,40.5,112.2,36,9,-35.73,1,12.76,47.3,1.839,54.4,14.7,9.2,23.99,10.1,-13.0,-8.0,70.96,8,3,12,4.01,30.07,19.36,21.88,10.66,28.86,-12.73,40,-41.59,1
P4,Últ. 10,0.0,0.75,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1159,83,13.96,761,398,65.7,240.87,20.78,0.0,,,0.0,0,0,0,-6.44,-2.9,23,22,45,24.5,0.0,56.9,112.6,36,9,-49.39,1,12.68,61.0,1.84,54.4,11.3,12.7,31.38,7.7,-15.0,-8.0,72.44,8,3,19,3.22,24.53,11.49,15.66,4.44,22.15,-20.62,37,-42.77,1
P4,Últ. 10,0.0,0.85,-,,-,0,-,3.5,-,-,-,favorito,atropelo>=50,-,1123,83,13.53,741,382,66.0,240.46,21.41,0.0,,,0.0,0,0,0,-4.23,-1.86,23,21,44,23.6,0.0,57.4,108.9,36,9,-48.7,1,12.66,59.1,1.84,54.3,11.6,13.1,31.18,7.7,-15.0,-7.0,72.37,9,2,15,3.28,25.23,11.8,16.29,5.07,22.73,-18.32,36,-41.04,1
P4,Todas,0.0,0.4,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,937,76,12.33,639,298,68.2,240.3,25.65,0.0,,,0.0,0,0,0,-8.32,-2.16,13,13,26,30.2,1.0,53.5,101.0,35,8,-50.5,1,12.65,49.3,1.843,54.3,13.9,13.2,28.34,8.5,-15.0,-5.0,65.48,8,2,16,3.54,29.65,14.15,20.12,9.31,26.62,-8.32,26,-34.93,1
P4,Todas,0.0,0.8,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1247,84,14.85,808,439,64.8,239.97,19.24,0.0,,,0.0,0,0,0,-1.59,-0.86,29,25,54,19.7,0.0,57.4,119.2,36,9,-49.49,1,12.63,65.6,1.841,54.3,10.5,12.0,32.05,7.5,-15.0,-9.0,74.36,9,2,15,3.16,22.88,10.17,14.18,2.9,20.45,-12.15,46,-32.6,1
P4,Últ. 10,0.0,0.97,-,,-,0,60,1.5,-,-,-,favorito,atropelo>=36.49,-,1223,88,13.9,796,427,65.1,239.41,19.58,1.0,2.29,14.94,20.32,85,51,136,10.17,48.3,285,190,475,25.2,0.0,57.2,122.0,25,12,-50.91,1,12.6,64.4,1.84,54.3,10.7,11.1,42.98,5.6,-19.05,-21.0,53.98,9,4,25,2.85,28.25,12.65,14.75,3.24,28.98,-0.96,384,-29.94,1
P4,Últ. 10,0.0,0.8,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1244,84,14.81,806,438,64.8,239.27,19.23,0.0,,,0.0,0,0,0,-1.59,-0.86,29,25,54,23.2,0.0,57.6,119.3,36,9,-48.49,1,12.59,65.5,1.841,54.3,10.5,12.0,32.05,7.5,-15.0,-9.0,74.36,9,2,15,3.15,22.74,10.48,14.17,2.89,20.44,-12.15,46,-32.59,1
P4,Últ. 10,0.0,0.97,-,,-,0,-,1.5,16.5,-,-,favorito,atropelo>=50,-,965,84,11.49,654,311,67.8,238.72,24.74,0.0,,,0.0,0,0,0,-1.59,-0.86,29,25,54,15.8,0.0,41.1,119.6,36,9,-36.49,1,12.56,50.8,1.84,54.3,13.4,8.6,24.99,9.6,-13.26,-9.0,72.87,8,3,13,3.86,27.98,16.7,19.68,8.4,26.58,-12.15,46,-38.74,1
P4,Últ. 10,0.0,0.97,-,,-,0,-,4.5,-,-,-,favorito,atropelo>=50,-,1070,83,12.89,711,359,66.4,238.34,22.28,0.0,,,0.0,0,0,0,-6.15,-2.4,20,19,39,21.7,0.0,59.3,106.5,36,9,-50.07,1,12.54,56.3,1.84,54.3,12.1,13.6,29.18,8.2,-15.0,-7.13,67.63,9,2,15,3.29,25.68,13.81,17.16,5.94,23.63,-23.01,31,-46.63,1
P4,Últ. 50,0.0,0.75,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1164,83,14.02,762,402,65.5,237.74,20.42,0.0,,,0.0,0,0,0,-6.44,-2.9,23,22,45,15.5,0.0,57.6,114.1,36,9,-50.39,1,12.51,61.3,1.84,54.4,11.1,12.7,31.38,7.6,-15.0,-8.0,72.44,8,3,19,3.18,24.15,11.16,15.31,4.08,21.77,-20.62,37,-42.39,1
P4,Últ. 10,0.0,0.8,-,,-,0,-,3.5,-,-,-,favorito,atropelo>=50,-,1119,83,13.48,737,382,65.9,237.09,21.19,0.0,,,0.0,0,0,0,-4.23,-1.86,23,21,44,23.4,0.0,56.8,109.0,36,9,-48.7,1,12.48,58.9,1.84,54.3,11.5,13.1,31.18,7.6,-15.0,-7.0,72.37,9,2,15,3.24,24.93,11.8,16.07,4.85,22.5,-18.32,36,-40.82,1
P4,Últ. 10,0.0,0.75,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1219,84,14.51,791,428,64.9,236.84,19.43,0.0,,,0.0,0,0,0,-8.46,-4.23,25,25,50,24.4,0.0,57.8,119.2,36,9,-49.01,1,12.47,64.2,1.841,54.3,10.6,12.2,32.05,7.4,-15.0,-9.0,74.36,8,3,19,3.13,23.26,9.95,14.37,3.09,20.88,-21.34,42,-42.22,1
P4,Todas,0.0,0.6,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1188,84,14.14,774,414,65.2,236.82,19.93,0.0,,,0.0,0,0,0,-12.21,-5.86,23,25,48,30.1,1.0,57.9,117.4,36,9,-56.06,1,12.46,62.5,1.841,54.3,10.8,12.4,39.5,6.0,-15.0,-8.96,74.72,8,3,20,3.16,24.5,8.34,14.87,3.59,21.45,-21.34,42,-42.78,1
P4,Todas,0.0,0.75,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1165,83,14.04,762,403,65.4,236.74,20.32,0.0,,,0.0,0,0,0,-6.44,-2.9,23,22,45,21.3,0.0,57.9,114.5,36,9,-50.39,1,12.46,61.3,1.84,54.4,11.1,12.7,31.97,7.4,-15.0,-8.0,72.44,8,3,20,3.16,24.0,11.16,15.2,3.98,21.66,-20.62,37,-42.29,1
P4,Todas,0.0,0.5,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1093,82,13.33,722,371,66.1,236.53,21.64,0.0,,,0.0,0,0,0,-23.4,-10.06,18,25,43,30.7,1.0,55.5,109.3,36,9,-52.63,1,12.45,57.5,1.842,54.3,11.8,12.8,50.36,4.7,-15.0,-13.16,70.92,9,2,22,3.2,28.8,3.15,16.46,5.3,23.65,-35.57,37,-59.22,1
P4,Últ. 10,0.0,0.7,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1153,83,13.89,755,398,65.5,235.91,20.46,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,30.6,1.0,57.7,113.6,36,9,-51.05,1,12.42,60.7,1.84,54.4,11.1,12.8,31.38,7.5,-15.0,-8.0,72.44,8,3,19,3.15,24.31,10.85,15.34,4.12,21.82,-20.62,37,-42.44,1
P4,Últ. 10,0.0,0.97,-,,-,0,-,3.5,16.5,-,-,favorito,atropelo>=50,-,837,83,10.08,583,254,69.7,235.83,28.18,0.0,,,0.0,0,0,0,-4.23,-1.86,23,21,44,15.8,0.0,40.7,109.3,36,9,-35.3,1,12.41,44.1,1.84,54.4,15.3,9.7,24.06,9.8,-13.0,-7.0,70.89,8,3,12,4.03,31.48,19.91,23.06,11.84,30.27,-18.32,36,-48.58,1
P4,Todas,0.0,0.85,-,,-,0,-,2.5,16.5,-,-,favorito,atropelo>=50,-,890,83,10.72,612,278,68.8,235.78,26.49,0.0,,,0.0,0,0,0,-0.75,-0.36,26,22,48,17.6,0.0,41.7,112.6,36,9,-35.73,1,12.41,46.8,1.839,54.4,14.4,9.2,23.99,9.8,-13.0,-8.0,70.96,8,3,12,3.94,30.07,17.29,21.37,10.15,28.34,-12.73,40,-41.07,1
P4,Todas,0.0,0.6,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1135,83,13.67,745,390,65.6,235.75,20.77,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,30.3,1.0,57.4,112.3,36,9,-54.43,1,12.41,59.7,1.84,54.3,11.3,12.9,35.51,6.6,-15.0,-7.63,72.64,8,3,20,3.18,24.94,10.09,15.65,4.43,22.17,-20.62,37,-42.79,1
P4,Últ. 10,0.0,0.65,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1124,83,13.54,739,385,65.7,235.74,20.97,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,29.9,0.0,57.4,110.9,36,9,-53.3,1,12.41,59.2,1.84,54.3,11.4,13.0,33.51,7.0,-15.0,-7.63,71.57,8,3,25,3.15,24.97,10.79,15.85,4.63,22.39,-20.62,37,-43.01,1
P4,Últ. 20,0.0,0.6,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1124,83,13.54,739,385,65.7,235.64,20.96,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,24.1,0.0,57.4,111.3,36,9,-54.14,1,12.4,59.2,1.84,54.3,11.4,13.0,33.51,7.0,-15.0,-7.63,70.74,9,2,15,3.18,24.96,10.79,15.85,4.62,22.38,-20.62,37,-43.0,1
P4,Últ. 10,0.0,0.97,-,,-,0,60,3.5,-,-,-,favorito,atropelo>=36.49,-,1098,87,12.62,726,372,66.1,235.38,21.44,1.0,1.4,15.82,18.35,73,43,116,11.18,47.09,255,166,421,25.0,0.0,55.9,114.3,25,12,-46.91,1,12.39,57.8,1.839,54.4,11.7,12.2,37.96,6.2,-17.0,-19.0,51.72,9,4,25,2.93,29.96,14.42,16.55,5.1,31.38,-0.82,339,-32.2,1
P4,-,0.0,-,-,,-,0,60,4.5,-,-,-,favorito,atropelo>=36.49,-,1091,87,12.54,722,369,66.2,235.35,21.57,1.0,0.49,15.27,16.34,67,40,107,11.59,48.46,254,164,418,,,54.4,109.9,25,12,-44.73,1,12.39,57.4,1.838,54.4,11.8,12.4,36.5,6.4,-15.0,-18.0,56.37,10,3,27,2.87,29.45,14.78,16.69,5.23,31.09,0.54,340,-30.55,1
P4,Últ. 50,0.0,0.6,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1128,83,13.59,741,387,65.7,235.31,20.86,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,18.5,0.0,57.5,112.0,36,9,-54.43,1,12.38,59.4,1.84,54.4,11.3,12.9,35.51,6.6,-15.0,-7.63,72.44,9,2,15,3.16,25.11,10.09,15.74,4.52,22.27,-20.62,37,-42.89,1
P4,Últ. 10,0.0,0.85,-,,-,0,-,2.5,16.5,-,-,favorito,atropelo>=50,-,889,83,10.71,611,278,68.7,234.91,26.42,0.0,,,0.0,0,0,0,-0.75,-0.36,26,22,48,19.0,0.0,41.8,112.6,36,9,-35.73,1,12.36,46.8,1.839,54.4,14.3,9.2,23.99,9.8,-13.0,-8.0,70.96,8,3,12,3.92,29.98,17.29,21.3,10.08,28.27,-12.73,40,-41.0,1
P4,Últ. 20,0.0,0.65,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1136,83,13.69,745,391,65.6,234.61,20.65,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,17.4,0.0,57.7,112.7,36,9,-54.3,1,12.35,59.8,1.84,54.4,11.2,12.9,32.87,7.1,-15.0,-7.63,71.57,9,2,17,3.17,24.48,10.89,15.53,4.31,22.04,-20.62,37,-42.66,1
P4,Últ. 50,0.0,0.65,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1129,83,13.6,741,388,65.6,234.31,20.75,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,15.4,0.0,57.8,112.5,36,9,-54.43,1,12.33,59.4,1.84,54.4,11.3,12.9,35.51,6.6,-15.0,-7.63,72.44,9,2,15,3.15,24.95,10.09,15.63,4.41,22.16,-20.62,37,-42.78,1
P4,Últ. 50,0.0,0.7,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1151,83,13.87,753,398,65.4,234.28,20.35,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,15.3,0.0,58.1,114.3,36,9,-52.05,1,12.33,60.6,1.84,54.4,11.1,12.8,31.41,7.5,-15.0,-8.0,72.44,9,2,15,3.14,24.33,10.51,15.23,4.01,21.72,-20.62,37,-42.34,1
P4,Últ. 50,0.0,0.6,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1185,84,14.11,771,414,65.1,234.21,19.76,0.0,,,0.0,0,0,0,-12.21,-5.86,23,25,48,18.9,0.0,58.5,118.1,36,9,-56.06,1,12.33,62.4,1.841,54.3,10.7,12.4,39.5,5.9,-15.0,-8.96,74.36,9,2,15,3.1,24.28,8.34,14.7,3.42,21.28,-21.34,42,-42.61,1
P4,Últ. 50,0.0,0.75,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1229,84,14.63,795,434,64.7,234.15,19.05,0.0,,,0.0,0,0,0,-8.46,-4.23,25,25,50,15.5,0.0,58.8,121.1,36,9,-51.01,1,12.32,64.7,1.841,54.3,10.4,12.1,33.77,6.9,-15.0,-9.0,74.36,8,3,19,3.1,22.97,9.33,13.99,2.71,20.48,-21.34,42,-41.82,1
P4,Últ. 10,0.0,0.75,-,,-,0,-,3.5,-,-,-,favorito,atropelo>=50,-,1104,83,13.3,727,377,65.9,233.76,21.17,0.0,,,0.0,0,0,0,-8.41,-3.53,21,21,42,24.5,0.0,57.6,110.2,36,9,-50.09,1,12.3,58.1,1.84,54.3,11.5,13.2,32.64,7.2,-15.0,-8.26,72.37,8,3,19,3.19,25.13,11.34,16.05,4.83,22.62,-24.3,34,-46.92,1
P4,-,0.0,-,-,,-,0,-,4.5,16.5,-,-,favorito,atropelo>=50,-,817,83,9.84,571,246,69.9,233.62,28.6,0.0,,,0.0,0,0,0,-2.62,-1.23,25,22,47,,,40.0,106.0,36,9,-35.84,1,12.3,43.0,1.839,54.4,15.5,10.0,22.9,10.2,-15.0,-6.0,66.15,8,3,14,3.94,31.66,20.62,23.48,12.26,30.8,-15.29,39,-46.09,1
P4,Todas,0.0,0.4,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,908,76,11.95,620,288,68.3,233.45,25.71,0.0,,,0.0,0,0,0,-8.32,-1.83,11,11,22,29.6,0.0,53.9,99.4,35,8,-50.3,1,12.29,47.8,1.842,54.3,14.0,13.6,27.85,8.4,-15.0,-4.0,63.86,8,2,16,3.48,29.54,14.62,20.18,9.37,26.56,-8.32,22,-34.88,1
P4,Últ. 10,0.0,0.85,-,,-,0,60,2.5,-,-,-,favorito,atropelo>=36.49,-,1140,87,13.1,748,392,65.6,233.44,20.48,1.0,-0.75,12.21,14.41,72,46,118,10.7,46.66,263,173,436,30.7,1.0,55.6,118.1,25,12,-48.91,1,12.29,60.0,1.838,54.4,11.2,11.8,38.73,6.0,-16.0,-20.0,53.23,9,4,26,2.85,29.47,12.96,15.59,4.14,30.22,-1.6,349,-31.82,1
P4,Todas,0.0,0.65,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1141,83,13.75,747,394,65.5,233.34,20.45,0.0,,,0.0,0,0,0,-10.54,-4.53,21,22,43,28.3,0.0,58.0,113.3,36,9,-54.43,1,12.28,60.1,1.84,54.4,11.1,12.8,35.51,6.6,-15.0,-7.63,72.44,8,3,20,3.14,24.47,10.09,15.33,4.11,21.83,-20.62,37,-42.45,1
P4,Todas,0.0,0.55,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1120,83,13.49,735,385,65.6,233.32,20.83,0.0,,,0.0,0,0,0,-23.4,-10.06,18,25,43,29.6,0.0,55.8,111.6,36,9,-52.06,1,12.28,58.9,1.842,54.3,11.3,12.5,51.73,4.5,-15.0,-13.16,72.39,9,2,17,3.17,27.64,3.19,15.71,4.49,22.76,-35.57,37,-58.33,1
P4,Últ. 20,0.0,0.75,-,,-,0,-,1.5,-,-,-,favorito,atropelo>=50,-,1230,84,14.64,795,435,64.6,233.14,18.95,0.0,,,0.0,0,0,0,-8.46,-4.23,25,25,50,16.9,0.0,59.1,122.1,36,9,-50.01,1,12.27,64.7,1.841,54.3,10.3,12.1,33.02,7.1,-15.0,-9.0,74.36,8,3,21,3.08,22.69,9.64,13.89,2.61,20.38,-21.34,42,-41.72,1
P4,Todas,0.0,0.5,-,,-,0,-,2.5,-,-,-,favorito,atropelo>=50,-,1055,82,12.87,700,355,66.4,233.13,22.1,0.0,,,0.0,0,0,0,-22.98,-8.73,16,22,38,30.7,1.0,55.1,106.1,36,9,-50.43,1,12.27,55.5,1.841,54.3,12.0,13.2,47.53,4.9,-15.0,-11.83,70.3,9,2,22,3.22,28.79,4.6,16.92,5.76,23.95,-36.97,32,-60.92,1
P4,Últ. 10,0.0,0.85,-,,-,0,-,4.5,-,-,-,favorito,atropelo>=50,-,1063,83,12.81,704,359,66.2,232.44,21.87,0.0,,,0.0,0,0,0,-6.15,-2.4,20,19,39,23.8,0.0,58.3,106.7,36,9,-50.07,1,12.23,55.9,1.84,54.3,11.9,13.7,29.18,8.0,-15.0,-7.13,67.63,9,2,15,3.24,25.68,12.16,16.75,5.53,23.21,-23.01,31,-46.22,1
