Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Últ. 10,Qtd Últ. 10,Todas,Qtd Todas,Últ. 20,Qtd Últ. 20,Últ. 30,Qtd Últ. 30,Últ. 50,Qtd Últ. 50,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:40:48,Handicap,OKC Thunder (yangrainmaker) (+3.5),3.5,0.7,10,0.4411764705882353,136,0.5,20,0.5,30,0.42,50,1.8,2-0,67-75,Green,0.8,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:42:20,Handicap,ORL Magic (panteraxball) (+3.5),3.5,0.6,10,0.7794117647058824,136,0.7,20,0.7,30,0.76,50,1.833,4-8,67-75,Red,-1.0,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:42:21,Handicap,ORL Magic (panteraxball) (+4.5),4.5,0.7,10,0.8088235294117647,136,0.75,20,0.7333333333333333,30,0.8,50,1.869,4-8,67-75,Red,-1.0,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:42:23,Handicap,ORL Magic (panteraxball) (+5.5),5.5,0.7,10,0.8455882352941176,136,0.8,20,0.8,30,0.84,50,1.8,4-8,67-75,Red,-1.0,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:45:12,Handicap,ORL Magic (panteraxball) (+6.5),6.5,0.7,10,0.8529411764705882,136,0.8,20,0.8,30,0.86,50,1.869,10-17,67-75,Red,-1.0,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:46:24,Handicap,ORL Magic (panteraxball) (+8.5),8.5,0.8,10,0.8897058823529411,136,0.85,20,0.8333333333333334,30,0.88,50,1.833,12-20,67-75,Green,0.833,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:46:44,Handicap,ORL Magic (panteraxball) (+9.5),9.5,0.8,10,0.8970588235294118,136,0.85,20,0.8333333333333334,30,0.88,50,1.8,12-20,67-75,Green,0.8,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:47:07,Handicap,ORL Magic (panteraxball) (+7.5),7.5,0.8,10,0.875,136,0.85,20,0.8333333333333334,30,0.88,50,1.869,12-20,67-75,Red,-1.0,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:50:22,Handicap,ORL Magic (panteraxball) (+10.5),10.5,0.8,10,0.9044117647058824,136,0.85,20,0.8333333333333334,30,0.88,50,1.833,18-27,67-75,Green,0.833,12349714
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,04:50:29,Handicap,ORL Magic (panteraxball) (+11.5),11.5,0.8,10,0.9191176470588235,136,0.85,20,0.8333333333333334,30,0.88,50,1.8,18-29,67-75,Green,0.8,12349714
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:12:27,Handicap,POR T Blazers (faLcOn) (+8.5),8.5,0.4,5,0.4,5,0.4,5,0.4,5,0.4,5,1.833,None-None,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:15:38,Handicap,POR T Blazers (faLcOn) (+9.5),9.5,0.4,5,0.4,5,0.4,5,0.4,5,0.4,5,1.833,2-3,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:16:39,Handicap,POR T Blazers (faLcOn) (+6.5),6.5,0.4,5,0.4,5,0.4,5,0.4,5,0.4,5,1.833,7-6,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:16:51,Handicap,POR T Blazers (faLcOn) (+4.5),4.5,0.2,5,0.2,5,0.2,5,0.2,5,0.2,5,1.869,10-6,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:17:25,Handicap,POR T Blazers (faLcOn) (+1.5),1.5,0.2,5,0.2,5,0.2,5,0.2,5,0.2,5,1.833,13-6,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:17:34,Handicap,POR T Blazers (faLcOn) (+3.5),3.5,0.2,5,0.2,5,0.2,5,0.2,5,0.2,5,1.8,13-9,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:17:58,Handicap,POR T Blazers (faLcOn) (+2.5),2.5,0.2,5,0.2,5,0.2,5,0.2,5,0.2,5,1.8,15-9,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:18:19,Handicap,OKC Thunder (yangrainmaker) (+1.5),1.5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,5,1.74,18-11,75-91,Green,0.74,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:19:32,Handicap,OKC Thunder (yangrainmaker) (+3.5),3.5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,5,1.833,23-14,75-91,Green,0.833,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:22:40,Handicap,POR T Blazers (faLcOn) (+10.5),10.5,0.4,5,0.4,5,0.4,5,0.4,5,0.4,5,1.8,27-31,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:23:04,Handicap,POR T Blazers (faLcOn) (+11.5),11.5,0.4,5,0.4,5,0.4,5,0.4,5,0.4,5,1.833,27-34,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:25:06,Handicap,POR T Blazers (faLcOn) (+12.5),12.5,0.6,5,0.6,5,0.6,5,0.6,5,0.6,5,1.833,33-42,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:25:58,Handicap,POR T Blazers (faLcOn) (+13.5),13.5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5,1.833,36-45,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:26:12,Handicap,POR T Blazers (faLcOn) (+15.5),15.5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5,1.8,36-48,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,faLcOn x yangrainmaker,faLcOn,POR T Blazers,yangrainmaker,OKC Thunder,02/08/2026,05:26:28,Handicap,POR T Blazers (faLcOn) (+14.5),14.5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5,1.833,38-48,75-91,Red,-1.0,12349761
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:12:27,Handicap,ORL Magic (panteraxball) (+4.5),4.5,0.6,10,0.6239669421487604,484,0.6,20,0.5,30,0.5,50,1.833,None-None,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:15:33,Handicap,ORL Magic (panteraxball) (+3.5),3.5,0.5,10,0.5475206611570248,484,0.45,20,0.4,30,0.42,50,1.833,0-0,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:16:31,Handicap,ORL Magic (panteraxball) (+6.5),6.5,0.6,10,0.7004132231404959,484,0.6,20,0.5333333333333333,30,0.54,50,1.833,2-5,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:16:41,Handicap,ORL Magic (panteraxball) (+5.5),5.5,0.6,10,0.6549586776859504,484,0.6,20,0.5,30,0.5,50,1.833,4-5,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:17:29,Handicap,ORL Magic (panteraxball) (+9.5),9.5,0.6,10,0.8140495867768595,484,0.7,20,0.6333333333333333,30,0.68,50,1.8,4-10,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:17:40,Handicap,ORL Magic (panteraxball) (+8.5),8.5,0.6,10,0.7871900826446281,484,0.7,20,0.6333333333333333,30,0.64,50,1.833,6-10,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:17:54,Handicap,ORL Magic (panteraxball) (+7.5),7.5,0.6,10,0.756198347107438,484,0.7,20,0.6333333333333333,30,0.62,50,1.8,6-10,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:19:58,Handicap,ORL Magic (panteraxball) (+11.5),11.5,0.8,10,0.871900826446281,484,0.85,20,0.8,30,0.86,50,1.833,12-21,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:20:14,Handicap,ORL Magic (panteraxball) (+10.5),10.5,0.7,10,0.8491735537190083,484,0.8,20,0.7333333333333333,30,0.78,50,1.8,12-18,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:20:33,Handicap,ORL Magic (panteraxball) (+13.5),13.5,0.8,10,0.9070247933884298,484,0.85,20,0.8333333333333334,30,0.88,50,1.833,12-23,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:21:02,Handicap,ORL Magic (panteraxball) (+14.5),14.5,0.9,10,0.9256198347107438,484,0.95,20,0.9333333333333333,30,0.94,50,1.833,12-23,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:21:12,Handicap,ORL Magic (panteraxball) (+12.5),12.5,0.8,10,0.8966942148760331,484,0.85,20,0.8,30,0.86,50,1.833,14-23,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:26:43,Handicap,ORL Magic (panteraxball) (+15.5),15.5,1.0,10,0.9380165289256198,484,1.0,20,0.9666666666666667,30,0.96,50,1.8,29-41,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:26:48,Handicap,ORL Magic (panteraxball) (+16.5),16.5,1.0,10,0.9607438016528925,484,1.0,20,0.9666666666666667,30,0.98,50,1.833,29-44,72-89,Red,-1.0,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:33:32,Handicap,ORL Magic (panteraxball) (+17.5),17.5,1.0,10,0.9669421487603306,484,1.0,20,0.9666666666666667,30,0.98,50,1.833,43-59,72-89,Green,0.833,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:33:44,Handicap,ORL Magic (panteraxball) (+18.5),18.5,1.0,10,0.9710743801652892,484,1.0,20,0.9666666666666667,30,0.98,50,1.8,43-61,72-89,Green,0.8,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:34:35,Handicap,ORL Magic (panteraxball) (+19.5),19.5,1.0,10,0.9855371900826446,484,1.0,20,1.0,30,1.0,50,1.833,45-63,72-89,Green,0.833,12349760
,B-EBASKBAT4X5,panteraxball x lucker,panteraxball,ORL Magic,lucker,MIA Heat,02/08/2026,05:34:47,Handicap,ORL Magic (panteraxball) (+20.5),20.5,1.0,10,0.9917355371900827,484,1.0,20,1.0,30,1.0,50,1.869,45-66,72-89,Green,0.869,12349760
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:49:33,Handicap,POR T Blazers (faLcOn) (+8.5),8.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.833,0-0,75-70,Green,0.833,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:50:15,Handicap,POR T Blazers (faLcOn) (+9.5),9.5,0.75,4,0.75,4,0.75,4,0.75,4,0.75,4,1.8,0-0,75-70,Green,0.8,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:50:49,Handicap,POR T Blazers (faLcOn) (+4.5),4.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.8,5-0,75-70,Green,0.8,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:50:55,Handicap,POR T Blazers (faLcOn) (+3.5),3.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.869,5-0,75-70,Green,0.869,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:51:04,Handicap,POR T Blazers (faLcOn) (+2.5),2.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.833,5-0,75-70,Green,0.833,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:51:17,Handicap,ORL Magic (panteraxball) (+1.5),1.5,0.75,4,0.75,4,0.75,4,0.75,4,0.75,4,1.8,8-0,75-70,Red,-1.0,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:51:18,Handicap,POR T Blazers (faLcOn) (+6.5),6.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.8,3-0,75-70,Green,0.8,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:51:38,Handicap,POR T Blazers (faLcOn) (+1.5),1.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.8,8-2,75-70,Green,0.8,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:51:41,Handicap,ORL Magic (panteraxball) (+2.5),2.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.833,11-2,75-70,Red,-1.0,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:52:04,Handicap,ORL Magic (panteraxball) (+3.5),3.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.8,14-5,75-70,Red,-1.0,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:54:21,Handicap,ORL Magic (panteraxball) (+4.5),4.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.833,20-11,75-70,Red,-1.0,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,05:58:27,Handicap,POR T Blazers (faLcOn) (+5.5),5.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.8,24-24,75-70,Green,0.8,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:00:20,Handicap,POR T Blazers (faLcOn) (+7.5),7.5,0.5,4,0.5,4,0.5,4,0.5,4,0.5,4,1.8,29-33,75-70,Green,0.8,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:05:17,Handicap,ORL Magic (panteraxball) (+5.5),5.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.833,45-39,75-70,Green,0.833,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:05:23,Handicap,ORL Magic (panteraxball) (+7.5),7.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.833,48-39,75-70,Green,0.833,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:05:45,Handicap,ORL Magic (panteraxball) (+6.5),6.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.833,48-41,75-70,Green,0.833,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:05:57,Handicap,ORL Magic (panteraxball) (+8.5),8.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.833,51-41,75-70,Green,0.833,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:08:12,Handicap,ORL Magic (panteraxball) (+9.5),9.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.952,61-51,75-70,Green,0.952,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:08:33,Handicap,ORL Magic (panteraxball) (+11.5),11.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.833,64-51,75-70,Green,0.833,12349915
,B-EBASKBAT4X5,faLcOn x panteraxball,faLcOn,POR T Blazers,panteraxball,ORL Magic,02/08/2026,06:08:49,Handicap,ORL Magic (panteraxball) (+10.5),10.5,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.952,64-53,75-70,Green,0.952,12349915
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:49:23,Handicap,OKC Thunder (yangrainmaker) (+2.5),2.5,0.5,10,0.43243243243243246,111,0.5,20,0.5666666666666667,30,0.52,50,1.833,0-0,68-62,Green,0.833,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:50:21,Handicap,OKC Thunder (yangrainmaker) (+1.5),1.5,0.4,10,0.35135135135135137,111,0.45,20,0.5,30,0.44,50,1.833,0-0,68-62,Green,0.833,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:50:54,Handicap,OKC Thunder (yangrainmaker) (+3.5),3.5,0.5,10,0.4594594594594595,111,0.5,20,0.5666666666666667,30,0.52,50,1.833,0-2,68-62,Green,0.833,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:51:02,Handicap,OKC Thunder (yangrainmaker) (+4.5),4.5,0.5,10,0.5135135135135135,111,0.5,20,0.5666666666666667,30,0.56,50,1.869,0-2,68-62,Green,0.869,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:51:08,Handicap,OKC Thunder (yangrainmaker) (+6.5),6.5,0.5,10,0.5675675675675675,111,0.5,20,0.6333333333333333,30,0.64,50,1.869,0-4,68-62,Green,0.869,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:51:10,Handicap,OKC Thunder (yangrainmaker) (+5.5),5.5,0.5,10,0.5315315315315315,111,0.5,20,0.6,30,0.58,50,1.833,0-4,68-62,Green,0.833,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:52:14,Handicap,MIA Heat (lucker) (+1.5),1.5,0.8,10,0.7567567567567568,111,0.75,20,0.7,30,0.72,50,1.74,8-6,68-62,Red,-1.0,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:52:30,Handicap,MIA Heat (lucker) (+3.5),3.5,0.8,10,0.8018018018018018,111,0.85,20,0.8,30,0.78,50,1.8,10-6,68-62,Red,-1.0,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:52:48,Handicap,MIA Heat (lucker) (+2.5),2.5,0.8,10,0.7837837837837838,111,0.85,20,0.8,30,0.78,50,1.833,10-8,68-62,Red,-1.0,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:58:27,Handicap,MIA Heat (lucker) (+4.5),4.5,0.9,10,0.8378378378378378,111,0.9,20,0.8666666666666667,30,0.84,50,1.869,23-18,68-62,Red,-1.0,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,05:59:45,Handicap,MIA Heat (lucker) (+5.5),5.5,0.9,10,0.8648648648648649,111,0.9,20,0.9,30,0.86,50,1.8,29-25,68-62,Red,-1.0,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:00:23,Handicap,MIA Heat (lucker) (+6.5),6.5,0.9,10,0.8738738738738738,111,0.9,20,0.9,30,0.86,50,1.8,31-25,68-62,Green,0.8,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:00:32,Handicap,MIA Heat (lucker) (+7.5),7.5,0.9,10,0.8918918918918919,111,0.95,20,0.9333333333333333,30,0.9,50,1.8,31-25,68-62,Green,0.8,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:01:30,Handicap,MIA Heat (lucker) (+9.5),9.5,0.9,10,0.918918918918919,111,0.95,20,0.9333333333333333,30,0.92,50,1.8,33-25,68-62,Green,0.8,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:02:35,Handicap,MIA Heat (lucker) (+13.5),13.5,0.9,10,0.9369369369369369,111,0.95,20,0.9666666666666667,30,0.94,50,1.833,37-25,68-62,Green,0.833,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:03:27,Handicap,MIA Heat (lucker) (+12.5),12.5,0.9,10,0.9369369369369369,111,0.95,20,0.9666666666666667,30,0.94,50,1.833,37-25,68-62,Green,0.833,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:03:34,Handicap,MIA Heat (lucker) (+11.5),11.5,0.9,10,0.9279279279279279,111,0.95,20,0.9333333333333333,30,0.92,50,1.869,37-25,68-62,Green,0.869,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:06:18,Handicap,MIA Heat (lucker) (+8.5),8.5,0.9,10,0.9009009009009009,111,0.95,20,0.9333333333333333,30,0.92,50,1.869,39-30,68-62,Green,0.869,12349916
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,02/08/2026,06:08:07,Handicap,MIA Heat (lucker) (+10.5),10.5,0.9,10,0.9279279279279279,111,0.95,20,0.9333333333333333,30,0.92,50,1.869,41-32,68-62,Green,0.869,12349916
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:21:13,Handicap,ORL Magic (panteraxball) (+2.5),2.5,0.5,10,0.7226277372262774,137,0.6,20,0.6333333333333333,30,0.7,50,1.833,None-None,70-67,Green,0.833,12350049
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:25:16,Handicap,ORL Magic (panteraxball) (+1.5),1.5,0.5,10,0.6934306569343066,137,0.6,20,0.6333333333333333,30,0.7,50,1.833,0-0,70-67,Green,0.833,12350049
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:26:26,Handicap,ORL Magic (panteraxball) (+3.5),3.5,0.5,10,0.7737226277372263,137,0.65,20,0.6666666666666666,30,0.74,50,1.833,4-6,70-67,Green,0.833,12350049
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:27:22,Handicap,ORL Magic (panteraxball) (+4.5),4.5,0.6,10,0.8029197080291971,137,0.7,20,0.7,30,0.78,50,1.869,4-6,70-67,Green,0.869,12350049
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:27:35,Handicap,ORL Magic (panteraxball) (+5.5),5.5,0.6,10,0.8394160583941606,137,0.75,20,0.7666666666666667,30,0.82,50,1.869,4-8,70-67,Green,0.869,12350049
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:28:09,Handicap,ORL Magic (panteraxball) (+6.5),6.5,0.6,10,0.8467153284671532,137,0.75,20,0.7666666666666667,30,0.84,50,1.833,6-11,70-67,Green,0.833,12350049
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:30:06,Handicap,OKC Thunder (yangrainmaker) (+1.5),1.5,0.5,10,0.35766423357664234,137,0.45,20,0.4666666666666667,30,0.36,50,1.8,15-13,70-67,Red,-1.0,12350049
,B-EBASKBAT4X5,panteraxball x yangrainmaker,panteraxball,ORL Magic,yangrainmaker,OKC Thunder,02/08/2026,06:31:47,Handicap,OKC Thunder (yangrainmaker) (+2.5),2.5,0.6,10,0.39416058394160586,137,0.5,20,0.5,30,0.4,50,1.869,21-18,70-67,Red,-1.0,12350049
