Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Todas,Qtd Todas,Últ. 10,Qtd Últ. 10,Últ. 20,Qtd Últ. 20,Últ. 30,Qtd Últ. 30,Últ. 50,Qtd Últ. 50,Últ. 100,Qtd Últ. 100,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Alukard x Hetman,Alukard,Torino,Hetman,Inter,26/08/2026,15:42:51,Total de Gols,Under,6.5,0.4444444444444444,9,0.4444444444444444,9,0.4444444444444444,9,0.4444444444444444,9,0.4444444444444444,9,0.4444444444444444,9,2.08,0-0,4-4,Red,-1.0,17503121
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Alukard x Hetman,Alukard,Torino,Hetman,Inter,26/08/2026,15:44:10,Total de Gols,Under,8.5,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,1.66,0-1,4-4,Green,0.66,17503121
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Alukard x Hetman,Alukard,Torino,Hetman,Inter,26/08/2026,15:45:20,Total de Gols,Under,9.5,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556,9,1.81,1-2,4-4,Green,0.81,17503121
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Bucha,_pihaaa_,Espanyol,Bucha,Valencia,26/08/2026,15:42:16,Total de Gols,Under,7.5,0.5974025974025974,154,0.4,10,0.45,20,0.5666666666666667,30,0.58,50,0.55,100,1.73,0-0,1-4,Green,0.73,17503142
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Bucha,_pihaaa_,Espanyol,Bucha,Valencia,26/08/2026,15:42:54,Total de Gols,Under,6.5,0.474025974025974,154,0.3,10,0.35,20,0.4,30,0.46,50,0.45,100,2.03,0-0,1-4,Green,1.03,17503142
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Bucha,_pihaaa_,Espanyol,Bucha,Valencia,26/08/2026,15:44:25,Total de Gols,Under,5.5,0.34415584415584416,154,0.3,10,0.35,20,0.36666666666666664,30,0.38,50,0.34,100,2.06,0-0,1-4,Green,1.06,17503142
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Bucha,_pihaaa_,Espanyol,Bucha,Valencia,26/08/2026,15:45:53,Total de Gols,Under,4.5,0.18831168831168832,154,0.2,10,0.3,20,0.3,30,0.24,50,0.21,100,2.17,0-0,1-4,Red,-1.0,17503142
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Bucha,_pihaaa_,Espanyol,Bucha,Valencia,26/08/2026,15:47:25,Total de Gols,Under,3.5,0.1038961038961039,154,0.2,10,0.1,20,0.13333333333333333,30,0.14,50,0.11,100,2.07,0-1,1-4,Red,-1.0,17503142
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Shot,_pihaaa_,Espanyol,Shot,Getafe,26/08/2026,15:56:14,Total de Gols,Under,6.5,0.75,32,0.5,10,0.7,20,0.7333333333333333,30,0.75,32,0.75,32,1.75,0-0,2-6,Red,-1.0,17511090
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Shot,_pihaaa_,Espanyol,Shot,Getafe,26/08/2026,15:56:40,Total de Gols,Under,7.5,0.8125,32,0.5,10,0.7,20,0.8,30,0.8125,32,0.8125,32,1.62,0-0,2-6,Red,-1.0,17511090
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Shot,_pihaaa_,Espanyol,Shot,Getafe,26/08/2026,15:58:44,Total de Gols,Under,5.5,0.65625,32,0.4,10,0.65,20,0.6333333333333333,30,0.65625,32,0.65625,32,2.12,0-1,2-6,Red,-1.0,17511090
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Shot,_pihaaa_,Espanyol,Shot,Getafe,26/08/2026,16:00:13,Total de Gols,Under,8.5,0.875,32,0.7,10,0.8,20,0.8666666666666667,30,0.875,32,0.875,32,1.62,1-2,2-6,Green,0.62,17511090
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),_pihaaa_ x Shot,_pihaaa_,Espanyol,Shot,Getafe,26/08/2026,16:03:25,Total de Gols,Under,9.5,0.96875,32,0.9,10,0.95,20,0.9666666666666667,30,0.96875,32,0.96875,32,1.73,2-4,2-6,Green,0.73,17511090
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Shark,luxiqq,Udinese,Shark,Roma,26/08/2026,15:56:12,Total de Gols,Under,7.5,0.7098214285714286,448,0.7,10,0.6,20,0.6666666666666666,30,0.64,50,0.63,100,1.78,0-0,3-3,Green,0.78,17503124
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Shark,luxiqq,Udinese,Shark,Roma,26/08/2026,15:57:00,Total de Gols,Under,8.5,0.8102678571428571,448,0.8,10,0.75,20,0.8,30,0.78,50,0.78,100,1.65,0-0,3-3,Green,0.65,17503124
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Shark,luxiqq,Udinese,Shark,Roma,26/08/2026,15:58:02,Total de Gols,Under,6.5,0.5357142857142857,448,0.5,10,0.45,20,0.5666666666666667,30,0.46,50,0.43,100,2.12,1-0,3-3,Green,1.12,17503124
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Shark,luxiqq,Udinese,Shark,Roma,26/08/2026,16:01:05,Total de Gols,Under,5.5,0.359375,448,0.5,10,0.35,20,0.5,30,0.38,50,0.31,100,2.17,1-1,3-3,Red,-1.0,17503124
,CLA-UA World Cyber Cup (UA) (2x4 mins),abr4m_5 x fillanchik,abr4m_5,Mexico,fillanchik,South Korea,26/08/2026,15:56:01,Total de Gols,Under,8.5,0.4857142857142857,35,0.4,10,0.35,20,0.4,30,0.4857142857142857,35,0.4857142857142857,35,1.94,0-0,4-5,Red,-1.0,17503248
,CLA-UA World Cyber Cup (UA) (2x4 mins),abr4m_5 x fillanchik,abr4m_5,Mexico,fillanchik,South Korea,26/08/2026,15:57:14,Total de Gols,Under,9.5,0.6285714285714286,35,0.5,10,0.55,20,0.5666666666666667,30,0.6285714285714286,35,0.6285714285714286,35,1.83,0-0,4-5,Green,0.83,17503248
,CLA-UA World Cyber Cup (UA) (2x4 mins),abr4m_5 x fillanchik,abr4m_5,Mexico,fillanchik,South Korea,26/08/2026,15:57:48,Total de Gols,Under,10.5,0.7428571428571429,35,0.8,10,0.7,20,0.7,30,0.7428571428571429,35,0.7428571428571429,35,1.68,0-1,4-5,Green,0.68,17503248
,CLA-UA World Cyber Cup (UA) (2x4 mins),abr4m_5 x fillanchik,abr4m_5,Mexico,fillanchik,South Korea,26/08/2026,15:59:06,Total de Gols,Under,11.5,0.8857142857142857,35,1.0,10,0.9,20,0.8666666666666667,30,0.8857142857142857,35,0.8857142857142857,35,1.66,0-3,4-5,Green,0.66,17503248
,CLA-UA World Cyber Cup (UA) (2x4 mins),abr4m_5 x fillanchik,abr4m_5,Mexico,fillanchik,South Korea,26/08/2026,16:00:35,Total de Gols,Under,12.5,0.9714285714285714,35,1.0,10,0.95,20,0.9666666666666667,30,0.9714285714285714,35,0.9714285714285714,35,1.59,0-5,4-5,Green,0.59,17503248
,CLA-UA World Cyber Cup (UA) (2x4 mins),abr4m_5 x fillanchik,abr4m_5,Mexico,fillanchik,South Korea,26/08/2026,16:04:08,Total de Gols,Under,9.5,0.6285714285714286,35,0.5,10,0.55,20,0.5666666666666667,30,0.6285714285714286,35,0.6285714285714286,35,1.7,1-5,4-5,Green,0.7,17503248
,CLA-UA World Cyber Cup (UA) (2x4 mins),abr4m_5 x fillanchik,abr4m_5,Mexico,fillanchik,South Korea,26/08/2026,16:06:46,Total de Gols,Under,7.5,0.37142857142857144,35,0.3,10,0.25,20,0.3,30,0.37142857142857144,35,0.37142857142857144,35,2.71,2-5,4-5,Red,-1.0,17503248
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Shot,zyX,Mallorca,Shot,Getafe,26/08/2026,16:10:46,Total de Gols,Under,7.5,0.5882352941176471,51,0.6,10,0.6,20,0.5666666666666667,30,0.58,50,0.5882352941176471,51,1.74,0-0,5-4,Red,-1.0,17511091
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Shot,zyX,Mallorca,Shot,Getafe,26/08/2026,16:11:28,Total de Gols,Under,6.5,0.45098039215686275,51,0.6,10,0.45,20,0.4,30,0.46,50,0.45098039215686275,51,1.88,0-0,5-4,Red,-1.0,17511091
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Shot,zyX,Mallorca,Shot,Getafe,26/08/2026,16:11:45,Total de Gols,Under,8.5,0.8235294117647058,51,1.0,10,0.95,20,0.8333333333333334,30,0.82,50,0.8235294117647058,51,1.74,0-1,5-4,Red,-1.0,17511091
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Shot,zyX,Mallorca,Shot,Getafe,26/08/2026,16:12:10,Total de Gols,Under,9.5,0.8823529411764706,51,1.0,10,1.0,20,0.9,30,0.88,50,0.8823529411764706,51,1.62,1-1,5-4,Green,0.62,17511091
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Shot,zyX,Mallorca,Shot,Getafe,26/08/2026,16:13:31,Total de Gols,Under,10.5,0.9607843137254902,51,1.0,10,1.0,20,0.9666666666666667,30,0.96,50,0.9607843137254902,51,1.73,2-2,5-4,Green,0.73,17511091
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Shot,zyX,Mallorca,Shot,Getafe,26/08/2026,16:15:05,Total de Gols,Under,11.5,1.0,51,1.0,10,1.0,20,1.0,30,1.0,50,1.0,51,1.74,2-4,5-4,Green,0.74,17511091
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Shot,zyX,Mallorca,Shot,Getafe,26/08/2026,16:16:39,Total de Gols,Under,12.5,1.0,51,1.0,10,1.0,20,1.0,30,1.0,50,1.0,51,1.88,4-4,5-4,Green,0.88,17511091
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Mallorca,_pihaaa_,Espanyol,26/08/2026,16:24:18,Total de Gols,Under,7.5,0.6153846153846154,39,0.6,10,0.5,20,0.5333333333333333,30,0.6153846153846154,39,0.6153846153846154,39,1.72,0-0,3-5,Red,-1.0,17503145
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Mallorca,_pihaaa_,Espanyol,26/08/2026,16:24:50,Total de Gols,Under,6.5,0.46153846153846156,39,0.3,10,0.3,20,0.4,30,0.46153846153846156,39,0.46153846153846156,39,2.08,0-0,3-5,Red,-1.0,17503145
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Mallorca,_pihaaa_,Espanyol,26/08/2026,16:28:27,Total de Gols,Under,8.5,0.7435897435897436,39,0.7,10,0.65,20,0.6666666666666666,30,0.7435897435897436,39,0.7435897435897436,39,1.86,2-1,3-5,Green,0.86,17503145
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Mallorca,_pihaaa_,Espanyol,26/08/2026,16:29:50,Total de Gols,Under,9.5,0.8717948717948718,39,0.8,10,0.85,20,0.8333333333333334,30,0.8717948717948718,39,0.8717948717948718,39,1.97,2-3,3-5,Green,0.97,17503145
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Roma,Alukard,Torino,26/08/2026,16:24:18,Total de Gols,Under,6.5,0.6338028169014085,426,0.6,10,0.7,20,0.6,30,0.62,50,0.63,100,1.82,0-0,2-3,Green,0.82,17503128
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Roma,Alukard,Torino,26/08/2026,16:24:32,Total de Gols,Under,7.5,0.7887323943661971,426,0.8,10,0.9,20,0.8333333333333334,30,0.82,50,0.81,100,1.75,0-0,2-3,Green,0.75,17503128
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Roma,Alukard,Torino,26/08/2026,16:28:36,Total de Gols,Under,5.5,0.4671361502347418,426,0.6,10,0.5,20,0.43333333333333335,30,0.42,50,0.46,100,2.16,0-2,2-3,Green,1.16,17503128
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Roma,Alukard,Torino,26/08/2026,16:30:29,Total de Gols,Under,4.5,0.28169014084507044,426,0.3,10,0.25,20,0.2,30,0.18,50,0.23,100,2.31,0-2,2-3,Red,-1.0,17503128
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Udinese,Alukard,Torino,26/08/2026,16:38:13,Total de Gols,Under,6.5,0.43169398907103823,366,0.6,10,0.55,20,0.4,30,0.42,50,0.36,100,1.91,0-0,4-5,Red,-1.0,17503130
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Udinese,Alukard,Torino,26/08/2026,16:39:23,Total de Gols,Under,5.5,0.24863387978142076,366,0.5,10,0.35,20,0.26666666666666666,30,0.28,50,0.2,100,2.08,0-0,4-5,Red,-1.0,17503130
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Udinese,Alukard,Torino,26/08/2026,16:41:37,Total de Gols,Under,7.5,0.6120218579234973,366,0.8,10,0.75,20,0.6666666666666666,30,0.66,50,0.56,100,1.92,0-2,4-5,Red,-1.0,17503130
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Udinese,Alukard,Torino,26/08/2026,16:42:07,Total de Gols,Under,8.5,0.73224043715847,366,0.9,10,0.85,20,0.8,30,0.74,50,0.67,100,1.73,1-2,4-5,Red,-1.0,17503130
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Udinese,Alukard,Torino,26/08/2026,16:44:09,Total de Gols,Under,9.5,0.860655737704918,366,1.0,10,0.95,20,0.9,30,0.9,50,0.83,100,1.65,1-4,4-5,Green,0.65,17503130
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Stafford x _pihaaa_,Stafford,Sevilla,_pihaaa_,Espanyol,26/08/2026,16:38:25,Total de Gols,Under,7.5,0.5882352941176471,51,0.6,10,0.55,20,0.5333333333333333,30,0.58,50,0.5882352941176471,51,1.91,0-0,1-6,Green,0.91,17503147
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Stafford x _pihaaa_,Stafford,Sevilla,_pihaaa_,Espanyol,26/08/2026,16:39:36,Total de Gols,Under,6.5,0.37254901960784315,51,0.4,10,0.35,20,0.3,30,0.38,50,0.37254901960784315,51,2.03,0-0,1-6,Red,-1.0,17503147
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Stafford x _pihaaa_,Stafford,Sevilla,_pihaaa_,Espanyol,26/08/2026,16:41:05,Total de Gols,Under,8.5,0.6666666666666666,51,0.7,10,0.6,20,0.6333333333333333,30,0.66,50,0.6666666666666666,51,1.6,0-1,1-6,Green,0.6,17503147
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Stafford x _pihaaa_,Stafford,Sevilla,_pihaaa_,Espanyol,26/08/2026,16:44:01,Total de Gols,Under,9.5,0.7843137254901961,51,0.8,10,0.65,20,0.6666666666666666,30,0.78,50,0.7843137254901961,51,1.56,0-4,1-6,Green,0.56,17503147
,CLA-UA World Cyber Cup (UA) (2x4 mins),Terry14 x abr4m_5,Terry14,Hungary,abr4m_5,Mexico,26/08/2026,16:37:14,Total de Gols,Under,8.5,0.7076023391812866,342,0.1,10,0.25,20,0.4,30,0.46,50,0.55,100,1.76,0-0,5-7,Red,-1.0,17503258
,CLA-UA World Cyber Cup (UA) (2x4 mins),Terry14 x abr4m_5,Terry14,Hungary,abr4m_5,Mexico,26/08/2026,16:39:26,Total de Gols,Under,9.5,0.8245614035087719,342,0.5,10,0.5,20,0.6,30,0.66,50,0.71,100,1.62,0-0,5-7,Red,-1.0,17503258
,CLA-UA World Cyber Cup (UA) (2x4 mins),Terry14 x abr4m_5,Terry14,Hungary,abr4m_5,Mexico,26/08/2026,16:43:13,Total de Gols,Under,7.5,0.564327485380117,342,0.1,10,0.15,20,0.3,30,0.3,50,0.39,100,2.07,1-2,5-7,Red,-1.0,17503258
,CLA-UA World Cyber Cup (UA) (2x4 mins),Terry14 x abr4m_5,Terry14,Hungary,abr4m_5,Mexico,26/08/2026,16:45:41,Total de Gols,Under,10.5,0.9269005847953217,342,0.8,10,0.7,20,0.7666666666666667,30,0.8,50,0.85,100,1.57,1-4,5-7,Red,-1.0,17503258
,CLA-UA World Cyber Cup (UA) (2x4 mins),Terry14 x abr4m_5,Terry14,Hungary,abr4m_5,Mexico,26/08/2026,16:46:26,Total de Gols,Under,11.5,0.9619883040935673,342,0.9,10,0.8,20,0.8666666666666667,30,0.86,50,0.92,100,1.52,3-4,5-7,Red,-1.0,17503258
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Hetman x Alukard,Hetman,Inter,Alukard,Torino,26/08/2026,16:52:16,Total de Gols,Under,7.5,0.4,10,0.4,10,0.4,10,0.4,10,0.4,10,0.4,10,1.87,0-0,2-5,Green,0.87,17503132
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Hetman x Alukard,Hetman,Inter,Alukard,Torino,26/08/2026,16:53:20,Total de Gols,Under,6.5,0.4,10,0.4,10,0.4,10,0.4,10,0.4,10,0.4,10,2.07,0-0,2-5,Red,-1.0,17503132
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Hetman x Alukard,Hetman,Inter,Alukard,Torino,26/08/2026,16:59:06,Total de Gols,Under,5.5,0.4,10,0.4,10,0.4,10,0.4,10,0.4,10,0.4,10,2.27,0-3,2-5,Red,-1.0,17503132
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Bucha x _pihaaa_,Bucha,Valencia,_pihaaa_,Espanyol,26/08/2026,16:52:29,Total de Gols,Under,7.5,0.6,155,0.4,10,0.5,20,0.5666666666666667,30,0.58,50,0.55,100,1.73,0-0,4-1,Green,0.73,17503149
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Bucha x _pihaaa_,Bucha,Valencia,_pihaaa_,Espanyol,26/08/2026,16:52:57,Total de Gols,Under,6.5,0.4774193548387097,155,0.3,10,0.4,20,0.4,30,0.46,50,0.45,100,2.12,0-0,4-1,Green,1.12,17503149
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Bucha x _pihaaa_,Bucha,Valencia,_pihaaa_,Espanyol,26/08/2026,16:53:11,Total de Gols,Under,8.5,0.7290322580645161,155,0.7,10,0.75,20,0.7333333333333333,30,0.76,50,0.69,100,1.62,0-0,4-1,Green,0.62,17503149
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Bucha x _pihaaa_,Bucha,Valencia,_pihaaa_,Espanyol,26/08/2026,16:54:32,Total de Gols,Under,9.5,0.8451612903225807,155,0.8,10,0.85,20,0.8,30,0.84,50,0.83,100,1.63,1-1,4-1,Green,0.63,17503149
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Bucha x _pihaaa_,Bucha,Valencia,_pihaaa_,Espanyol,26/08/2026,16:58:39,Total de Gols,Under,5.5,0.34838709677419355,155,0.3,10,0.4,20,0.36666666666666664,30,0.38,50,0.35,100,2.27,2-1,4-1,Green,1.27,17503149
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x Stafford,Shot,Getafe,Stafford,Sevilla,26/08/2026,16:52:29,Total de Gols,Under,6.5,0.8333333333333334,96,0.7,10,0.75,20,0.8,30,0.84,50,0.8333333333333334,96,1.98,0-0,4-2,Green,0.98,17511093
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x Stafford,Shot,Getafe,Stafford,Sevilla,26/08/2026,16:53:59,Total de Gols,Under,5.5,0.6770833333333334,96,0.5,10,0.5,20,0.6,30,0.64,50,0.6770833333333334,96,2.07,0-0,4-2,Red,-1.0,17511093
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x Stafford,Shot,Getafe,Stafford,Sevilla,26/08/2026,16:55:39,Total de Gols,Under,7.5,0.9479166666666666,96,0.9,10,0.95,20,0.9666666666666667,30,0.98,50,0.9479166666666666,96,1.59,1-0,4-2,Green,0.59,17511093
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Stafford,zyX,Mallorca,Stafford,Sevilla,26/08/2026,17:06:13,Total de Gols,Under,7.5,0.37777777777777777,45,0.4,10,0.4,20,0.4,30,0.37777777777777777,45,0.37777777777777777,45,2.03,0-0,6-2,Red,-1.0,17503150
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Stafford,zyX,Mallorca,Stafford,Sevilla,26/08/2026,17:06:29,Total de Gols,Under,8.5,0.4666666666666667,45,0.5,10,0.45,20,0.43333333333333335,30,0.4666666666666667,45,0.4666666666666667,45,1.93,0-0,6-2,Green,0.93,17503150
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Stafford,zyX,Mallorca,Stafford,Sevilla,26/08/2026,17:08:53,Total de Gols,Under,9.5,0.6444444444444445,45,0.7,10,0.7,20,0.6333333333333333,30,0.6444444444444445,45,0.6444444444444445,45,1.73,2-0,6-2,Green,0.73,17503150
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),zyX x Stafford,zyX,Mallorca,Stafford,Sevilla,26/08/2026,17:09:13,Total de Gols,Under,10.5,0.7555555555555555,45,0.9,10,0.8,20,0.7666666666666667,30,0.7555555555555555,45,0.7555555555555555,45,1.65,3-0,6-2,Green,0.65,17503150
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x luxiqq,Shark,Roma,luxiqq,Udinese,26/08/2026,17:06:05,Total de Gols,Under,7.5,0.7104677060133631,449,0.7,10,0.6,20,0.6666666666666666,30,0.66,50,0.63,100,1.74,0-0,5-3,Red,-1.0,17503136
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x luxiqq,Shark,Roma,luxiqq,Udinese,26/08/2026,17:07:10,Total de Gols,Under,6.5,0.5367483296213809,449,0.6,10,0.45,20,0.5666666666666667,30,0.48,50,0.43,100,2.03,0-0,5-3,Red,-1.0,17503136
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x luxiqq,Shark,Roma,luxiqq,Udinese,26/08/2026,17:08:34,Total de Gols,Under,5.5,0.3585746102449889,449,0.5,10,0.3,20,0.4666666666666667,30,0.38,50,0.3,100,2.07,0-0,5-3,Red,-1.0,17503136
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x luxiqq,Shark,Roma,luxiqq,Udinese,26/08/2026,17:09:45,Total de Gols,Under,8.5,0.8106904231625836,449,0.8,10,0.75,20,0.8,30,0.8,50,0.78,100,1.65,2-0,5-3,Green,0.65,17503136
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),Shark x luxiqq,Shark,Roma,luxiqq,Udinese,26/08/2026,17:11:01,Total de Gols,Under,9.5,0.8953229398663697,449,0.8,10,0.85,20,0.9,30,0.88,50,0.86,100,1.65,4-0,5-3,Green,0.65,17503136
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x _pihaaa_,Shot,Getafe,_pihaaa_,Espanyol,26/08/2026,17:06:37,Total de Gols,Under,6.5,0.7272727272727273,33,0.5,10,0.65,20,0.7,30,0.7272727272727273,33,0.7272727272727273,33,1.89,0-0,2-2,Green,0.89,17511094
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x _pihaaa_,Shot,Getafe,_pihaaa_,Espanyol,26/08/2026,17:07:54,Total de Gols,Under,5.5,0.6363636363636364,33,0.4,10,0.6,20,0.6,30,0.6363636363636364,33,0.6363636363636364,33,2.03,0-0,2-2,Green,1.03,17511094
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x _pihaaa_,Shot,Getafe,_pihaaa_,Espanyol,26/08/2026,17:09:08,Total de Gols,Under,7.5,0.7878787878787878,33,0.5,10,0.65,20,0.7666666666666667,30,0.7878787878787878,33,0.7878787878787878,33,1.69,1-0,2-2,Green,0.69,17511094
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x _pihaaa_,Shot,Getafe,_pihaaa_,Espanyol,26/08/2026,17:11:44,Total de Gols,Under,4.5,0.45454545454545453,33,0.3,10,0.45,20,0.43333333333333335,30,0.45454545454545453,33,0.45454545454545453,33,2.17,2-0,2-2,Green,1.17,17511094
, CLA-UA Spain Cyber Cup (UA) (2x4 mins),Shot x _pihaaa_,Shot,Getafe,_pihaaa_,Espanyol,26/08/2026,17:13:35,Total de Gols,Under,3.5,0.24242424242424243,33,0.3,10,0.2,20,0.23333333333333334,30,0.24242424242424243,33,0.24242424242424243,33,2.37,2-0,2-2,Red,-1.0,17511094
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),FanFan x Alukard,FanFan,Lecce,Alukard,Torino,26/08/2026,17:06:16,Total de Gols,Under,8.5,0.4074074074074074,54,0.2,10,0.4,20,0.36666666666666664,30,0.42,50,0.4074074074074074,54,1.84,0-0,1-6,Green,0.84,17503135
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),FanFan x Alukard,FanFan,Lecce,Alukard,Torino,26/08/2026,17:07:43,Total de Gols,Under,9.5,0.6666666666666666,54,0.5,10,0.55,20,0.5666666666666667,30,0.68,50,0.6666666666666666,54,1.77,1-0,1-6,Green,0.77,17503135
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),FanFan x Alukard,FanFan,Lecce,Alukard,Torino,26/08/2026,17:09:33,Total de Gols,Under,10.5,0.8148148148148148,54,0.7,10,0.75,20,0.7333333333333333,30,0.82,50,0.8148148148148148,54,1.69,1-2,1-6,Green,0.69,17503135
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),FanFan x Alukard,FanFan,Lecce,Alukard,Torino,26/08/2026,17:13:34,Total de Gols,Under,7.5,0.25925925925925924,54,0.2,10,0.2,20,0.23333333333333334,30,0.28,50,0.25925925925925924,54,2.17,1-4,1-6,Green,1.17,17503135
, CLA-UA Italy Cyber Cup (UA) (2x4 mins),FanFan x Alukard,FanFan,Lecce,Alukard,Torino,26/08/2026,17:15:41,Total de Gols,Under,6.5,0.14814814814814814,54,0.1,10,0.1,20,0.13333333333333333,30,0.16,50,0.14814814814814814,54,2.71,1-5,1-6,Red,-1.0,17503135
,CLA-UA World Cyber Cup (UA) (2x4 mins),Voron x Terry14,Voron,Denmark,Terry14,Hungary,26/08/2026,17:06:13,Total de Gols,Under,7.5,0.6338028169014085,497,0.4,10,0.45,20,0.5,30,0.5,50,0.56,100,1.83,0-0,2-5,Green,0.83,17503267
,CLA-UA World Cyber Cup (UA) (2x4 mins),Voron x Terry14,Voron,Denmark,Terry14,Hungary,26/08/2026,17:07:13,Total de Gols,Under,8.5,0.7545271629778671,497,0.5,10,0.55,20,0.6666666666666666,30,0.72,50,0.73,100,1.68,0-0,2-5,Green,0.68,17503267
,CLA-UA World Cyber Cup (UA) (2x4 mins),Voron x Terry14,Voron,Denmark,Terry14,Hungary,26/08/2026,17:15:25,Total de Gols,Under,6.5,0.45875251509054327,497,0.4,10,0.3,20,0.36666666666666664,30,0.36,50,0.32,100,2.36,2-3,2-5,Red,-1.0,17503267
,CLA-UA World Cyber Cup (UA) (2x4 mins),Voron x Terry14,Voron,Denmark,Terry14,Hungary,26/08/2026,17:16:34,Total de Gols,Under,5.5,0.3118712273641851,497,0.2,10,0.15,20,0.16666666666666666,30,0.2,50,0.21,100,2.47,2-3,2-5,Red,-1.0,17503267
