Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Todas,Qtd Todas,Média Todas,Qtd Média Todas,Gap Todas,Z Todas,Desvio Todas,Todas (ind pior),Todas (ind A),Todas (ind B),Últ. 5,Qtd Últ. 5,Média Últ. 5,Qtd Média Últ. 5,Gap Últ. 5,Z Últ. 5,Desvio Últ. 5,Últ. 5 (ind pior),Últ. 5 (ind A),Últ. 5 (ind B),Últ. 10,Qtd Últ. 10,Média Últ. 10,Qtd Média Últ. 10,Gap Últ. 10,Z Últ. 10,Desvio Últ. 10,Últ. 10 (ind pior),Últ. 10 (ind A),Últ. 10 (ind B),Últ. 15,Qtd Últ. 15,Média Últ. 15,Qtd Média Últ. 15,Gap Últ. 15,Z Últ. 15,Desvio Últ. 15,Últ. 15 (ind pior),Últ. 15 (ind A),Últ. 15 (ind B),Últ. 20,Qtd Últ. 20,Média Últ. 20,Qtd Média Últ. 20,Gap Últ. 20,Z Últ. 20,Desvio Últ. 20,Últ. 20 (ind pior),Últ. 20 (ind A),Últ. 20 (ind B),Últ. 30,Qtd Últ. 30,Média Últ. 30,Qtd Média Últ. 30,Gap Últ. 30,Z Últ. 30,Desvio Últ. 30,Últ. 30 (ind pior),Últ. 30 (ind A),Últ. 30 (ind B),Últ. 50,Qtd Últ. 50,Média Últ. 50,Qtd Média Últ. 50,Gap Últ. 50,Z Últ. 50,Desvio Últ. 50,Últ. 50 (ind pior),Últ. 50 (ind A),Últ. 50 (ind B),Tendência,Gap Linha,Qtd H2H,Qtd Ind A,Qtd Ind B,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id,Momento,Atropelo A,Atropelo B,Atropelo,Qtd Atr A,Qtd Atr B,Folga
, CLA-UA Spain Cyber Cup (UA),kozak x sensiz,kozak,Getafe,sensiz,Espanyol,26/08/2026,05:08:43,Total de Gols,Under,5.5,0.13636363636363635,44,7.818181818181818,44,2.3181818181818183,-1.0968376037293177,2.11351417046594,0.14520443255636226,0.14520443255636226,0.2751937984496124,0.0,5,7.8,5,2.3,-1.5649517801114747,1.469693845669907,0.0,0.4,0.0,0.1,10,7.3,10,1.7999999999999998,-0.9747546499329881,1.8466185312619388,0.1,0.2,0.1,0.06666666666666667,15,7.466666666666667,15,1.9666666666666668,-1.1517814939284698,1.7074997966487597,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1,20,7.35,20,1.8499999999999996,-1.0632359500054442,1.7399712641305316,0.15,0.2,0.15,0.13333333333333333,30,7.766666666666667,30,2.2666666666666666,-1.1363359647312463,1.9947152400502908,0.13333333333333333,0.13333333333333333,0.2,0.13636363636363635,44,7.818181818181818,44,2.3181818181818183,-1.0968376037293177,2.11351417046594,0.12,0.12,0.18,0.4500000000000002,1.8499999999999996,44,2617,258,2.21,2-1,3-2,Green,1.21,17502959,,0.0,0.0,0.0,2617,258,
, CLA-UA Spain Cyber Cup (UA),kozak x sensiz,kozak,Getafe,sensiz,Espanyol,26/08/2026,05:10:03,Total de Gols,Under,4.5,0.06818181818181818,44,7.818181818181818,44,3.3181818181818183,-1.5699832367105921,2.11351417046594,0.07336645013374092,0.07336645013374092,0.13565891472868216,0.0,5,7.8,5,3.3,-2.2453655975512463,1.469693845669907,0.0,0.2,0.0,0.1,10,7.3,10,2.8,-1.5162850110068704,1.8466185312619388,0.1,0.1,0.1,0.06666666666666667,15,7.466666666666667,15,2.966666666666667,-1.7374331010107424,1.7074997966487597,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.05,20,7.35,20,2.8499999999999996,-1.6379580851435225,1.7399712641305316,0.05,0.05,0.05,0.03333333333333333,30,7.766666666666667,30,3.2666666666666666,-1.6376606550538548,1.9947152400502908,0.03333333333333333,0.03333333333333333,0.1,0.06818181818181818,44,7.818181818181818,44,3.3181818181818183,-1.5699832367105921,2.11351417046594,0.04,0.04,0.08,0.4500000000000002,2.8499999999999996,44,2617,258,2.32,2-1,3-2,Red,-1.0,17502959,,0.0,0.0,0.0,2617,258,
, CLA-UA Italy Cyber Cup (UA),fillanchik x Voron,fillanchik,Lecce,Voron,Inter,26/08/2026,05:00:16,Total de Gols,Under,7.5,0.5846153846153846,65,7.138461538461539,65,-0.36153846153846114,0.15675726371018806,2.3063585889510767,0.5412573673870335,0.5412573673870335,0.5561468866418308,0.0,5,9.4,5,1.9000000000000004,-1.8631032838127486,1.019803902718557,0.4,0.4,0.6,0.2,10,8.8,10,1.3000000000000007,-0.9285714285714289,1.4000000000000001,0.3,0.4,0.3,0.4,15,8.0,15,0.5,-0.23836564731139806,2.0976176963403033,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.55,20,7.6,20,0.09999999999999964,-0.0510310363079827,1.9595917942265424,0.3,0.45,0.3,0.6,30,7.133333333333334,30,-0.36666666666666625,0.18074121447271288,2.0286832072937253,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.6,50,7.04,50,-0.45999999999999996,0.20999531584670927,2.1905250512148906,0.3,0.56,0.3,1.8000000000000007,0.09999999999999964,65,1018,3758,1.74,0-0,3-3,Green,0.74,17502944,,0.0,0.0,0.0,1018,3758,
, CLA-UA Italy Cyber Cup (UA),fillanchik x Voron,fillanchik,Lecce,Voron,Inter,26/08/2026,05:02:28,Total de Gols,Under,6.5,0.38461538461538464,65,7.138461538461539,65,0.6384615384615389,-0.27682665719033256,2.3063585889510767,0.35854616895874264,0.35854616895874264,0.3866418307610431,0.0,5,9.4,5,2.9000000000000004,-2.8436839595036685,1.019803902718557,0.0,0.4,0.0,0.1,10,8.8,10,2.3000000000000007,-1.6428571428571432,1.4000000000000001,0.0,0.3,0.0,0.2,15,8.0,15,1.5,-0.7150969419341942,2.0976176963403033,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.3,20,7.6,20,1.0999999999999996,-0.5613413993878115,1.9595917942265424,0.15,0.3,0.15,0.36666666666666664,30,7.133333333333334,30,0.6333333333333337,-0.31218937045286826,2.0286832072937253,0.13333333333333333,0.36666666666666664,0.13333333333333333,0.38,50,7.04,50,0.54,-0.24651624034178918,2.1905250512148906,0.14,0.42,0.14,1.8000000000000007,1.0999999999999996,65,1018,3758,2.07,0-0,3-3,Green,1.07,17502944,,0.0,0.0,0.0,1018,3758,
, CLA-UA Italy Cyber Cup (UA),fillanchik x Voron,fillanchik,Lecce,Voron,Inter,26/08/2026,05:04:29,Total de Gols,Under,5.5,0.18461538461538463,65,7.138461538461539,65,1.6384615384615389,-0.7104105780908532,2.3063585889510767,0.20726915520628683,0.20726915520628683,0.2386907929749867,0.0,5,9.4,5,3.9000000000000004,-3.824264635194589,1.019803902718557,0.0,0.2,0.0,0.0,10,8.8,10,3.3000000000000007,-2.357142857142857,1.4000000000000001,0.0,0.2,0.0,0.13333333333333333,15,8.0,15,2.5,-1.1918282365569903,2.0976176963403033,0.0,0.2,0.0,0.1,20,7.6,20,2.0999999999999996,-1.0716517624676403,1.9595917942265424,0.05,0.15,0.05,0.13333333333333333,30,7.133333333333334,30,1.6333333333333337,-0.8051199553784494,2.0286832072937253,0.06666666666666667,0.23333333333333334,0.06666666666666667,0.18,50,7.04,50,1.54,-0.7030277965302877,2.1905250512148906,0.06,0.24,0.06,1.8000000000000007,2.0999999999999996,65,1018,3758,2.07,0-0,3-3,Red,-1.0,17502944,,0.0,0.0,0.0,1018,3758,
, CLA-UA Italy Cyber Cup (UA),fillanchik x Voron,fillanchik,Lecce,Voron,Inter,26/08/2026,05:06:18,Total de Gols,Under,4.5,0.1076923076923077,65,7.138461538461539,65,2.638461538461539,-1.1439944989913737,2.3063585889510767,0.10019646365422397,0.10019646365422397,0.12453432676955828,0.0,5,9.4,5,4.9,-4.804845310885509,1.019803902718557,0.0,0.2,0.0,0.0,10,8.8,10,4.300000000000001,-3.0714285714285716,1.4000000000000001,0.0,0.1,0.0,0.06666666666666667,15,8.0,15,3.5,-1.6685595311797865,2.0976176963403033,0.0,0.06666666666666667,0.0,0.05,20,7.6,20,3.0999999999999996,-1.5819621255474692,1.9595917942265424,0.0,0.05,0.0,0.1,30,7.133333333333334,30,2.6333333333333337,-1.2980505403040306,2.0286832072937253,0.0,0.03333333333333333,0.0,0.1,50,7.04,50,2.54,-1.159539352718786,2.1905250512148906,0.02,0.1,0.02,1.8000000000000007,3.0999999999999996,65,1018,3758,2.12,0-0,3-3,Red,-1.0,17502944,,0.0,0.0,0.0,1018,3758,
, CLA-UA Italy Cyber Cup (UA),fillanchik x Voron,fillanchik,Lecce,Voron,Inter,26/08/2026,05:07:22,Total de Gols,Under,6.5,0.38461538461538464,65,7.138461538461539,65,0.6384615384615389,-0.27682665719033256,2.3063585889510767,0.35854616895874264,0.35854616895874264,0.3866418307610431,0.0,5,9.4,5,2.9000000000000004,-2.8436839595036685,1.019803902718557,0.0,0.4,0.0,0.1,10,8.8,10,2.3000000000000007,-1.6428571428571432,1.4000000000000001,0.0,0.3,0.0,0.2,15,8.0,15,1.5,-0.7150969419341942,2.0976176963403033,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.3,20,7.6,20,1.0999999999999996,-0.5613413993878115,1.9595917942265424,0.15,0.3,0.15,0.36666666666666664,30,7.133333333333334,30,0.6333333333333337,-0.31218937045286826,2.0286832072937253,0.13333333333333333,0.36666666666666664,0.13333333333333333,0.38,50,7.04,50,0.54,-0.24651624034178918,2.1905250512148906,0.14,0.42,0.14,1.8000000000000007,1.0999999999999996,65,1018,3758,2.07,0-1,3-3,Green,1.07,17502944,,0.0,0.0,0.0,1018,3758,
, CLA-UA Spain Cyber Cup (UA),aloha x Shark,aloha,Celta Vigo,Shark,Levante,26/08/2026,05:14:16,Total de Gols,Under,6.5,0.564935064935065,154,6.4480519480519485,154,-0.05194805194805152,0.023260826925101778,2.2332848318471474,0.3919089759797724,0.3919089759797724,0.5982185844968705,0.4,5,7.4,5,0.9000000000000004,-0.4370786380607691,2.0591260281974,0.2,0.2,1.0,0.3,10,7.7,10,1.2000000000000002,-0.5361204619305244,2.238302928559939,0.4,0.4,0.7,0.3333333333333333,15,7.466666666666667,15,0.9666666666666668,-0.4420403016160271,2.186829262247563,0.4,0.4,0.7333333333333333,0.45,20,6.9,20,0.40000000000000036,-0.17729688287117468,2.2561028345356955,0.4,0.4,0.7,0.6,30,6.4,30,-0.09999999999999964,0.046423834544262806,2.1540659228538015,0.36666666666666664,0.36666666666666664,0.6333333333333333,0.6,50,6.34,50,-0.16000000000000014,0.0753878760365286,2.1223571801183705,0.38,0.38,0.48,0.5,0.40000000000000036,154,3955,4154,2.02,0-0,4-1,Green,1.02,17503065,,0.0,0.0,0.0,3955,4154,
, CLA-UA Spain Cyber Cup (UA),aloha x Shark,aloha,Celta Vigo,Shark,Levante,26/08/2026,05:15:10,Total de Gols,Under,7.5,0.7142857142857143,154,6.4480519480519485,154,-1.0519480519480515,0.47103174523331465,2.2332848318471474,0.5595448798988621,0.5595448798988621,0.746268656716418,0.6,5,7.4,5,-0.09999999999999964,0.04856429311786304,2.0591260281974,0.2,0.2,1.0,0.6,10,7.7,10,0.20000000000000018,-0.08935341032175413,2.238302928559939,0.4,0.4,1.0,0.6,15,7.466666666666667,15,-0.033333333333333215,0.015242769021242258,2.186829262247563,0.5333333333333333,0.5333333333333333,0.9333333333333333,0.7,20,6.9,20,-0.5999999999999996,0.2659453243067616,2.2561028345356955,0.55,0.55,0.85,0.7666666666666667,30,6.4,30,-1.0999999999999996,0.5106621799868925,2.1540659228538015,0.5333333333333333,0.5333333333333333,0.8333333333333334,0.74,50,6.34,50,-1.1600000000000001,0.5465621012648321,2.1223571801183705,0.54,0.54,0.66,0.5,0.5999999999999996,154,3955,4154,1.77,0-0,4-1,Green,0.77,17503065,,0.0,0.0,0.0,3955,4154,
, CLA-UA Spain Cyber Cup (UA),aloha x Shark,aloha,Celta Vigo,Shark,Levante,26/08/2026,05:15:30,Total de Gols,Under,8.5,0.8116883116883117,154,6.4480519480519485,154,-2.0519480519480515,0.9188026635415275,2.2332848318471474,0.697597977243995,0.697597977243995,0.8524313914299471,0.8,5,7.4,5,-1.0999999999999996,0.5342072242964951,2.0591260281974,0.8,0.8,1.0,0.7,10,7.7,10,-0.7999999999999998,0.35741364128701614,2.238302928559939,0.8,0.8,1.0,0.7333333333333333,15,7.466666666666667,15,-1.0333333333333332,0.4725258396585116,2.186829262247563,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8,20,6.9,20,-1.5999999999999996,0.7091875314846978,2.2561028345356955,0.8,0.8,0.85,0.8333333333333334,30,6.4,30,-2.0999999999999996,0.9749005254295222,2.1540659228538015,0.7333333333333333,0.7333333333333333,0.8666666666666667,0.84,50,6.34,50,-2.16,1.0177363264931354,2.1223571801183705,0.72,0.72,0.76,0.5,1.5999999999999996,154,3955,4154,1.69,0-1,4-1,Green,0.69,17503065,,0.0,0.0,0.0,3955,4154,
, CLA-UA Spain Cyber Cup (UA),aloha x Shark,aloha,Celta Vigo,Shark,Levante,26/08/2026,05:19:18,Total de Gols,Under,9.5,0.9025974025974026,154,6.4480519480519485,154,-3.0519480519480515,1.3665735818497404,2.2332848318471474,0.8156763590391909,0.8156763590391909,0.9248916706788638,0.8,5,7.4,5,-2.0999999999999996,1.0198501554751274,2.0591260281974,0.8,0.8,1.0,0.8,10,7.7,10,-1.7999999999999998,0.8041806928957864,2.238302928559939,0.8,0.8,1.0,0.8,15,7.466666666666667,15,-2.033333333333333,0.9298089102957809,2.186829262247563,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.85,20,6.9,20,-2.5999999999999996,1.152429738662634,2.2561028345356955,0.85,0.85,0.9,0.9,30,6.4,30,-3.0999999999999996,1.4391388708721518,2.1540659228538015,0.8333333333333334,0.8333333333333334,0.9333333333333333,0.92,50,6.34,50,-3.16,1.488910551721439,2.1223571801183705,0.82,0.82,0.86,0.5,2.5999999999999996,154,3955,4154,1.57,3-1,4-1,Green,0.57,17503065,,0.0,0.0,0.0,3955,4154,
