Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Janela 1,Winrate 1,Janela 2,Winrate 2,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Levante,Yoru,Villarreal,05/09/2026,05:14:19,Total de Gols,Under,8.5,,,,,1.7,0-0,4-5,Red,-1.0,17604603
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Levante,Yoru,Villarreal,05/09/2026,05:14:35,Total de Gols,Under,7.5,,,,,2.07,0-0,4-5,Red,-1.0,17604603
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Levante,Yoru,Villarreal,05/09/2026,05:17:22,Total de Gols,Under,6.5,,,,,2.07,0-1,4-5,Red,-1.0,17604603
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Levante,Yoru,Villarreal,05/09/2026,05:19:15,Total de Gols,Under,5.5,,,,,2.17,0-2,4-5,Red,-1.0,17604603
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Bologna FC,palkan,Napoli,05/09/2026,05:14:19,Total de Gols,Under,8.5,,,,,1.65,0-0,5-4,Red,-1.0,17604675
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Bologna FC,palkan,Napoli,05/09/2026,05:14:27,Total de Gols,Under,7.5,,,,,2.03,0-0,5-4,Red,-1.0,17604675
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Bologna FC,palkan,Napoli,05/09/2026,05:15:49,Total de Gols,Under,6.5,,,,,2.11,0-0,5-4,Red,-1.0,17604675
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Bologna FC,palkan,Napoli,05/09/2026,05:19:43,Total de Gols,Under,9.5,,,,,1.76,2-2,5-4,Green,0.76,17604675
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,Lecce,palkan,Napoli,05/09/2026,05:28:05,Total de Gols,Under,8.5,,,,,1.84,0-0,1-6,Green,0.84,17604573
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,Lecce,palkan,Napoli,05/09/2026,05:29:02,Total de Gols,Under,9.5,,,,,1.65,0-0,1-6,Green,0.65,17604573
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,Lecce,palkan,Napoli,05/09/2026,05:33:16,Total de Gols,Under,10.5,,,,,1.6,1-3,1-6,Green,0.6,17604573
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,Lecce,palkan,Napoli,05/09/2026,05:38:04,Total de Gols,Under,7.5,,,,,2.56,1-6,1-6,Green,1.56,17604573
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Levante,TOMMY,Rayo Vallecano,05/09/2026,05:28:16,Total de Gols,Under,8.5,,,,,1.97,0-0,2-6,Green,0.97,17604600
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Levante,TOMMY,Rayo Vallecano,05/09/2026,05:28:26,Total de Gols,Under,9.5,,,,,1.85,0-0,2-6,Green,0.85,17604600
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Levante,TOMMY,Rayo Vallecano,05/09/2026,05:32:43,Total de Gols,Under,7.5,,,,,2.12,0-3,2-6,Red,-1.0,17604600
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Levante,TOMMY,Rayo Vallecano,05/09/2026,05:35:25,Total de Gols,Under,6.5,,,,,2.22,1-3,2-6,Red,-1.0,17604600
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Levante,TOMMY,Rayo Vallecano,05/09/2026,05:36:29,Total de Gols,Under,5.5,,,,,2.26,1-3,2-6,Red,-1.0,17604600
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Villarreal,Shark,Espanyol,05/09/2026,05:28:49,Total de Gols,Under,6.5,,,,,1.85,0-0,1-4,Green,0.85,17604590
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Villarreal,Shark,Espanyol,05/09/2026,05:29:46,Total de Gols,Under,5.5,,,,,2.08,0-0,1-4,Green,1.08,17604590
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Villarreal,Shark,Espanyol,05/09/2026,05:35:34,Total de Gols,Under,4.5,,,,,2.27,1-1,1-4,Red,-1.0,17604590
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Juventus,k0tik,Bologna FC,05/09/2026,05:42:18,Total de Gols,Under,7.5,,,,,1.98,0-0,2-3,Green,0.98,17604676
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Juventus,k0tik,Bologna FC,05/09/2026,05:43:30,Total de Gols,Under,6.5,,,,,2.12,0-0,2-3,Green,1.12,17604676
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Juventus,k0tik,Bologna FC,05/09/2026,05:45:00,Total de Gols,Under,5.5,,,,,2.07,0-0,2-3,Green,1.07,17604676
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Juventus,k0tik,Bologna FC,05/09/2026,05:46:08,Total de Gols,Under,4.5,,,,,2.17,0-0,2-3,Red,-1.0,17604676
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Juventus,k0tik,Bologna FC,05/09/2026,05:47:36,Total de Gols,Under,3.5,,,,,1.69,0-0,2-3,Red,-1.0,17604676
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Shark,Jackson,Levante,Shark,Espanyol,05/09/2026,05:42:18,Total de Gols,Under,7.5,,,,,1.69,0-0,5-5,Red,-1.0,17604583
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Shark,Jackson,Levante,Shark,Espanyol,05/09/2026,05:42:58,Total de Gols,Under,8.5,,,,,1.97,0-1,5-5,Red,-1.0,17604583
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Shark,Jackson,Levante,Shark,Espanyol,05/09/2026,05:43:40,Total de Gols,Under,9.5,,,,,1.73,1-1,5-5,Red,-1.0,17604583
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Shark,Jackson,Levante,Shark,Espanyol,05/09/2026,05:46:22,Total de Gols,Under,10.5,,,,,1.86,2-3,5-5,Green,0.86,17604583
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x Shark,Jackson,Levante,Shark,Espanyol,05/09/2026,05:50:36,Total de Gols,Under,11.5,,,,,1.5,5-3,5-5,Green,0.5,17604583
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x mara,Jackson,Levante,mara,Mallorca,05/09/2026,05:56:29,Total de Gols,Under,7.5,,,,,1.65,0-0,2-2,Green,0.65,17604587
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x mara,Jackson,Levante,mara,Mallorca,05/09/2026,05:56:40,Total de Gols,Under,6.5,,,,,2.11,0-0,2-2,Green,1.11,17604587
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x mara,Jackson,Levante,mara,Mallorca,05/09/2026,06:00:06,Total de Gols,Under,5.5,,,,,2.12,0-1,2-2,Green,1.12,17604587
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x mara,Jackson,Levante,mara,Mallorca,05/09/2026,06:01:09,Total de Gols,Under,4.5,,,,,2.12,0-1,2-2,Green,1.12,17604587
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Jackson x mara,Jackson,Levante,mara,Mallorca,05/09/2026,06:05:55,Total de Gols,Under,3.5,,,,,2.46,2-1,2-2,Red,-1.0,17604587
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),aloha x k0tik,aloha,Atalanta,k0tik,Bologna FC,05/09/2026,05:55:30,Total de Gols,Under,7.5,,,,,1.7,0-0,2-5,Green,0.7,17604677
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),aloha x k0tik,aloha,Atalanta,k0tik,Bologna FC,05/09/2026,05:56:47,Total de Gols,Under,6.5,,,,,2.06,0-0,2-5,Red,-1.0,17604677
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Yoru x mara,Yoru,Villarreal,mara,Mallorca,05/09/2026,06:10:21,Total de Gols,Under,8.5,,,,,1.69,0-0,3-5,Green,0.69,17604585
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Yoru x mara,Yoru,Villarreal,mara,Mallorca,05/09/2026,06:10:48,Total de Gols,Under,7.5,,,,,2.02,0-0,3-5,Red,-1.0,17604585
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Yoru x mara,Yoru,Villarreal,mara,Mallorca,05/09/2026,06:13:02,Total de Gols,Under,9.5,,,,,1.76,1-1,3-5,Green,0.76,17604585
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Yoru x mara,Yoru,Villarreal,mara,Mallorca,05/09/2026,06:17:08,Total de Gols,Under,10.5,,,,,1.54,1-5,3-5,Green,0.54,17604585
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x palkan,T3RZ,Juventus,palkan,Napoli,05/09/2026,06:10:21,Total de Gols,Under,8.5,,,,,1.69,0-0,4-3,Green,0.69,17604577
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x palkan,T3RZ,Juventus,palkan,Napoli,05/09/2026,06:10:46,Total de Gols,Under,7.5,,,,,2.01,0-0,4-3,Green,1.01,17604577
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x palkan,T3RZ,Juventus,palkan,Napoli,05/09/2026,06:15:12,Total de Gols,Under,6.5,,,,,2.12,1-2,4-3,Red,-1.0,17604577
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x palkan,T3RZ,Juventus,palkan,Napoli,05/09/2026,06:18:29,Total de Gols,Under,5.5,,,,,2.31,2-2,4-3,Red,-1.0,17604577
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x mara,Shark,Espanyol,mara,Mallorca,05/09/2026,06:24:19,Total de Gols,Under,6.5,,,,,1.75,0-0,4-3,Red,-1.0,17604594
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x mara,Shark,Espanyol,mara,Mallorca,05/09/2026,06:25:32,Total de Gols,Under,7.5,,,,,1.69,1-0,4-3,Green,0.69,17604594
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x mara,Shark,Espanyol,mara,Mallorca,05/09/2026,06:27:44,Total de Gols,Under,8.5,,,,,1.59,1-1,4-3,Green,0.59,17604594
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x mara,Shark,Espanyol,mara,Mallorca,05/09/2026,06:30:43,Total de Gols,Under,9.5,,,,,1.83,3-2,4-3,Green,0.83,17604594
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),TOMMY x Jackson,TOMMY,Rayo Vallecano,Jackson,Levante,05/09/2026,06:38:12,Total de Gols,Under,8.5,,,,,1.97,0-0,7-4,Red,-1.0,17604595
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),TOMMY x Jackson,TOMMY,Rayo Vallecano,Jackson,Levante,05/09/2026,06:38:28,Total de Gols,Under,9.5,,,,,1.84,0-0,7-4,Red,-1.0,17604595
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),TOMMY x Jackson,TOMMY,Rayo Vallecano,Jackson,Levante,05/09/2026,06:40:42,Total de Gols,Under,7.5,,,,,2.03,1-0,7-4,Red,-1.0,17604595
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),TOMMY x Jackson,TOMMY,Rayo Vallecano,Jackson,Levante,05/09/2026,06:46:50,Total de Gols,Under,10.5,,,,,1.48,5-2,7-4,Red,-1.0,17604595
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x Yoru,Shark,Espanyol,Yoru,Villarreal,05/09/2026,06:38:18,Total de Gols,Under,6.5,,,,,1.79,0-0,1-4,Green,0.79,17604597
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x Yoru,Shark,Espanyol,Yoru,Villarreal,05/09/2026,06:39:08,Total de Gols,Under,5.5,,,,,2.08,0-0,1-4,Green,1.08,17604597
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x Yoru,Shark,Espanyol,Yoru,Villarreal,05/09/2026,06:40:49,Total de Gols,Under,4.5,,,,,2.17,0-0,1-4,Red,-1.0,17604597
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Shark x Yoru,Shark,Espanyol,Yoru,Villarreal,05/09/2026,06:42:30,Total de Gols,Under,7.5,,,,,1.54,0-2,1-4,Green,0.54,17604597
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x shatik666,Kairox,Bosnia and Herzegovina,shatik666,Switzerland,05/09/2026,06:52:13,Total de Gols,Under,7.5,,,,,1.88,0-0,1-3,Green,0.88,17604610
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x shatik666,Kairox,Bosnia and Herzegovina,shatik666,Switzerland,05/09/2026,06:52:53,Total de Gols,Under,8.5,,,,,1.71,0-0,1-3,Green,0.71,17604610
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x shatik666,Kairox,Bosnia and Herzegovina,shatik666,Switzerland,05/09/2026,06:55:01,Total de Gols,Under,6.5,,,,,2.07,0-1,1-3,Green,1.07,17604610
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x shatik666,Kairox,Bosnia and Herzegovina,shatik666,Switzerland,05/09/2026,07:00:42,Total de Gols,Under,5.5,,,,,2.31,1-3,1-3,Green,1.31,17604610
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x shatik666,Kairox,Bosnia and Herzegovina,shatik666,Switzerland,05/09/2026,07:01:52,Total de Gols,Under,4.5,,,,,2.71,1-3,1-3,Green,1.71,17604610
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x T3RZ,k0tik,Bologna FC,T3RZ,Juventus,05/09/2026,06:52:13,Total de Gols,Under,7.5,,,,,1.62,0-0,4-6,Red,-1.0,17604719
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x T3RZ,k0tik,Bologna FC,T3RZ,Juventus,05/09/2026,06:52:22,Total de Gols,Under,6.5,,,,,2.07,0-0,4-6,Red,-1.0,17604719
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x T3RZ,k0tik,Bologna FC,T3RZ,Juventus,05/09/2026,06:53:50,Total de Gols,Under,8.5,,,,,1.62,0-1,4-6,Red,-1.0,17604719
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x T3RZ,k0tik,Bologna FC,T3RZ,Juventus,05/09/2026,06:54:46,Total de Gols,Under,9.5,,,,,1.81,1-2,4-6,Red,-1.0,17604719
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),k0tik x T3RZ,k0tik,Bologna FC,T3RZ,Juventus,05/09/2026,07:02:11,Total de Gols,Under,10.5,,,,,2.27,3-6,4-6,Green,1.27,17604719
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x four,Kairox,Bosnia and Herzegovina,four,Canada,05/09/2026,07:05:21,Total de Gols,Under,7.5,,,,,1.74,0-0,5-3,Red,-1.0,17604730
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x four,Kairox,Bosnia and Herzegovina,four,Canada,05/09/2026,07:06:31,Total de Gols,Under,8.5,,,,,1.73,0-0,5-3,Green,0.73,17604730
,CLA-UA World Cyber Cup (UA) (2x5 mins),Kairox x four,Kairox,Bosnia and Herzegovina,four,Canada,05/09/2026,07:08:18,Total de Gols,Under,6.5,,,,,2.12,1-0,5-3,Red,-1.0,17604730
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),mara x Jackson,mara,Mallorca,Jackson,Levante,05/09/2026,07:06:22,Total de Gols,Under,6.5,,,,,2.08,0-0,9-2,Red,-1.0,17604584
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),mara x Jackson,mara,Mallorca,Jackson,Levante,05/09/2026,07:06:55,Total de Gols,Under,7.5,,,,,1.93,0-0,9-2,Red,-1.0,17604584
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),mara x Jackson,mara,Mallorca,Jackson,Levante,05/09/2026,07:07:27,Total de Gols,Under,8.5,,,,,1.79,1-0,9-2,Red,-1.0,17604584
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),mara x Jackson,mara,Mallorca,Jackson,Levante,05/09/2026,07:07:59,Total de Gols,Under,9.5,,,,,1.62,2-0,9-2,Red,-1.0,17604584
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),mara x Jackson,mara,Mallorca,Jackson,Levante,05/09/2026,07:11:11,Total de Gols,Under,10.5,,,,,1.72,4-1,9-2,Red,-1.0,17604584
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),mara x Jackson,mara,Mallorca,Jackson,Levante,05/09/2026,07:16:03,Total de Gols,Under,11.5,,,,,1.52,7-2,9-2,Green,0.52,17604584
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),mara x Shark,mara,River Plate,Shark,Independiente,05/09/2026,07:44:47,Total de Gols,Under,6.5,,,,,1.71,0-0,4-3,Red,-1.0,17604769
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),mara x Shark,mara,River Plate,Shark,Independiente,05/09/2026,07:45:15,Total de Gols,Under,5.5,,,,,2.12,0-0,4-3,Red,-1.0,17604769
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),mara x Shark,mara,River Plate,Shark,Independiente,05/09/2026,07:48:52,Total de Gols,Under,4.5,,,,,2.21,0-1,4-3,Red,-1.0,17604769
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),mara x Shark,mara,River Plate,Shark,Independiente,05/09/2026,07:52:40,Total de Gols,Under,7.5,,,,,1.48,2-2,4-3,Green,0.48,17604769
, CLA-UA Champions Cyber League (UA) (2x5 mins),Kairox x Nlui_22,Kairox,PSG,Nlui_22,Arsenal,05/09/2026,07:44:18,Total de Gols,Under,7.5,,,,,1.74,0-0,3-5,Red,-1.0,17604792
, CLA-UA Champions Cyber League (UA) (2x5 mins),Kairox x Nlui_22,Kairox,PSG,Nlui_22,Arsenal,05/09/2026,07:44:57,Total de Gols,Under,6.5,,,,,2.07,0-0,3-5,Red,-1.0,17604792
, CLA-UA Champions Cyber League (UA) (2x5 mins),Kairox x Nlui_22,Kairox,PSG,Nlui_22,Arsenal,05/09/2026,07:47:47,Total de Gols,Under,5.5,,,,,2.16,0-1,3-5,Red,-1.0,17604792
, CLA-UA Champions Cyber League (UA) (2x5 mins),Kairox x Nlui_22,Kairox,PSG,Nlui_22,Arsenal,05/09/2026,07:50:22,Total de Gols,Under,8.5,,,,,1.85,0-4,3-5,Green,0.85,17604792
, CLA-UA Champions Cyber League (UA) (2x5 mins),Kairox x Nlui_22,Kairox,PSG,Nlui_22,Arsenal,05/09/2026,07:50:37,Total de Gols,Under,9.5,,,,,1.73,0-5,3-5,Green,0.73,17604792
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Estudiantes L.P.,Yoru,Boca Juniors,05/09/2026,07:44:18,Total de Gols,Under,8.5,,,,,1.71,0-0,5-5,Red,-1.0,17604634
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Estudiantes L.P.,Yoru,Boca Juniors,05/09/2026,07:44:42,Total de Gols,Under,7.5,,,,,2.01,0-0,5-5,Red,-1.0,17604634
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Estudiantes L.P.,Yoru,Boca Juniors,05/09/2026,07:48:36,Total de Gols,Under,6.5,,,,,2.16,1-1,5-5,Red,-1.0,17604634
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x Yoru,Jackson,Estudiantes L.P.,Yoru,Boca Juniors,05/09/2026,07:51:18,Total de Gols,Under,9.5,,,,,1.62,3-2,5-5,Red,-1.0,17604634
, CLA-UA France Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Strasbourg,palkan,PSG,05/09/2026,07:44:18,Total de Gols,Under,8.5,,,,,1.76,0-0,2-5,Green,0.76,17604615
, CLA-UA France Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Strasbourg,palkan,PSG,05/09/2026,07:44:42,Total de Gols,Under,7.5,,,,,2.07,0-0,2-5,Green,1.07,17604615
, CLA-UA France Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Strasbourg,palkan,PSG,05/09/2026,07:53:16,Total de Gols,Under,6.5,,,,,2.28,2-3,2-5,Red,-1.0,17604615
, CLA-UA France Cyber Cup (UA) (2x5 mins),k0tik x palkan,k0tik,Strasbourg,palkan,PSG,05/09/2026,07:54:15,Total de Gols,Under,5.5,,,,,2.61,2-3,2-5,Red,-1.0,17604615
, CLA-UA Champions Cyber League (UA) (2x5 mins),zyX x Nlui_22,zyX,Sporting CP,Nlui_22,Arsenal,05/09/2026,07:58:22,Total de Gols,Under,8.5,,,,,1.79,0-0,2-4,Green,0.79,17604793
, CLA-UA Champions Cyber League (UA) (2x5 mins),zyX x Nlui_22,zyX,Sporting CP,Nlui_22,Arsenal,05/09/2026,07:59:10,Total de Gols,Under,7.5,,,,,2.02,0-0,2-4,Green,1.02,17604793
, CLA-UA Champions Cyber League (UA) (2x5 mins),zyX x Nlui_22,zyX,Sporting CP,Nlui_22,Arsenal,05/09/2026,08:01:39,Total de Gols,Under,6.5,,,,,2.08,0-1,2-4,Green,1.08,17604793
, CLA-UA Champions Cyber League (UA) (2x5 mins),zyX x Nlui_22,zyX,Sporting CP,Nlui_22,Arsenal,05/09/2026,08:06:20,Total de Gols,Under,5.5,,,,,2.32,1-3,2-4,Red,-1.0,17604793
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Boca Juniors,Shark,Independiente,05/09/2026,07:58:22,Total de Gols,Under,6.5,,,,,1.69,0-0,3-5,Red,-1.0,17604636
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Boca Juniors,Shark,Independiente,05/09/2026,07:58:26,Total de Gols,Under,7.5,,,,,1.68,0-0,3-5,Red,-1.0,17604636
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Boca Juniors,Shark,Independiente,05/09/2026,08:00:31,Total de Gols,Under,8.5,,,,,1.59,1-1,3-5,Green,0.59,17604636
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Boca Juniors,Shark,Independiente,05/09/2026,08:01:34,Total de Gols,Under,9.5,,,,,1.78,2-2,3-5,Green,0.78,17604636
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Yoru x Shark,Yoru,Boca Juniors,Shark,Independiente,05/09/2026,08:04:05,Total de Gols,Under,10.5,,,,,1.6,2-4,3-5,Green,0.6,17604636
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Estudiantes L.P.,TOMMY,Racing Club,05/09/2026,07:58:22,Total de Gols,Under,8.5,,,,,1.94,0-0,2-7,Red,-1.0,17604635
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Estudiantes L.P.,TOMMY,Racing Club,05/09/2026,07:59:17,Total de Gols,Under,7.5,,,,,2.07,0-0,2-7,Red,-1.0,17604635
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Estudiantes L.P.,TOMMY,Racing Club,05/09/2026,08:00:40,Total de Gols,Under,6.5,,,,,2.06,0-0,2-7,Red,-1.0,17604635
,CLA-UA Argentina Cyber Cup (UA) (2x5 mins),Jackson x TOMMY,Jackson,Estudiantes L.P.,TOMMY,Racing Club,05/09/2026,08:04:15,Total de Gols,Under,5.5,,,,,2.17,0-2,2-7,Red,-1.0,17604635
, CLA-UA France Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,AJ Auxerre,palkan,PSG,05/09/2026,07:58:22,Total de Gols,Under,8.5,,,,,1.7,0-0,4-7,Red,-1.0,17604617
, CLA-UA France Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,AJ Auxerre,palkan,PSG,05/09/2026,07:58:28,Total de Gols,Under,9.5,,,,,1.63,0-0,4-7,Red,-1.0,17604617
, CLA-UA France Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,AJ Auxerre,palkan,PSG,05/09/2026,07:59:38,Total de Gols,Under,10.5,,,,,1.7,0-2,4-7,Red,-1.0,17604617
, CLA-UA France Cyber Cup (UA) (2x5 mins),Voron x palkan,Voron,AJ Auxerre,palkan,PSG,05/09/2026,08:00:58,Total de Gols,Under,11.5,,,,,1.71,1-3,4-7,Green,0.71,17604617
, CLA-UA France Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Marseille,k0tik,Strasbourg,05/09/2026,08:12:12,Total de Gols,Under,7.5,,,,,1.83,0-0,3-2,Green,0.83,17604619
, CLA-UA France Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Marseille,k0tik,Strasbourg,05/09/2026,08:13:11,Total de Gols,Under,6.5,,,,,2.08,0-0,3-2,Green,1.08,17604619
, CLA-UA France Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Marseille,k0tik,Strasbourg,05/09/2026,08:20:24,Total de Gols,Under,5.5,,,,,2.36,2-2,3-2,Green,1.36,17604619
, CLA-UA France Cyber Cup (UA) (2x5 mins),T3RZ x k0tik,T3RZ,Marseille,k0tik,Strasbourg,05/09/2026,08:21:40,Total de Gols,Under,4.5,,,,,2.8,2-2,3-2,Red,-1.0,17604619
, CLA-UA France Cyber Cup (UA) (2x5 mins),aloha x palkan,aloha,Nice,palkan,PSG,05/09/2026,08:11:38,Total de Gols,Under,7.5,,,,,1.74,0-0,4-4,Red,-1.0,17604618
, CLA-UA France Cyber Cup (UA) (2x5 mins),aloha x palkan,aloha,Nice,palkan,PSG,05/09/2026,08:13:11,Total de Gols,Under,6.5,,,,,2.07,0-0,4-4,Red,-1.0,17604618
, CLA-UA France Cyber Cup (UA) (2x5 mins),aloha x palkan,aloha,Nice,palkan,PSG,05/09/2026,08:15:43,Total de Gols,Under,8.5,,,,,1.69,1-1,4-4,Green,0.69,17604618
, CLA-UA Champions Cyber League (UA) (2x5 mins),shatik666 x Kairox,shatik666,Besiktas,Kairox,PSG,05/09/2026,08:12:12,Total de Gols,Under,7.5,,,,,1.88,0-0,5-4,Red,-1.0,17604795
, CLA-UA Champions Cyber League (UA) (2x5 mins),shatik666 x Kairox,shatik666,Besiktas,Kairox,PSG,05/09/2026,08:13:11,Total de Gols,Under,6.5,,,,,2.12,0-0,5-4,Red,-1.0,17604795
, CLA-UA Champions Cyber League (UA) (2x5 mins),shatik666 x Kairox,shatik666,Besiktas,Kairox,PSG,05/09/2026,08:15:58,Total de Gols,Under,5.5,,,,,2.01,1-0,5-4,Red,-1.0,17604795
, CLA-UA Champions Cyber League (UA) (2x5 mins),shatik666 x Kairox,shatik666,Besiktas,Kairox,PSG,05/09/2026,08:18:19,Total de Gols,Under,8.5,,,,,1.77,2-2,5-4,Red,-1.0,17604795
