Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Todas,Qtd Todas,Últ. 5,Qtd Últ. 5,Últ. 1,Qtd Últ. 1,Últ. 10,Qtd Últ. 10,Últ. 30,Qtd Últ. 30,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:48:47,Handicap,OKC Thunder (yangrainmaker) (+14.5),14.5,0.8209606986899564,229,0.8,5,1.0,1,0.7,10,0.6333333333333333,30,1.869,14-25,54-71,Red,-1.0,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:48:47,Handicap,CHI Bulls (CHIEFKEEF) (-14.5),-14.5,0.17903930131004367,229,0.2,5,0.0,1,0.3,10,0.36666666666666664,30,1.8,14-25,54-71,Green,0.8,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:49:08,Handicap,OKC Thunder (yangrainmaker) (+17.5),17.5,0.8995633187772926,229,0.8,5,1.0,1,0.7,10,0.7333333333333333,30,1.833,14-28,54-71,Green,0.833,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:49:08,Handicap,CHI Bulls (CHIEFKEEF) (-17.5),-17.5,0.10043668122270742,229,0.2,5,0.0,1,0.3,10,0.26666666666666666,30,1.833,14-28,54-71,Red,-1.0,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:50:03,Handicap,OKC Thunder (yangrainmaker) (+16.5),16.5,0.8646288209606987,229,0.8,5,1.0,1,0.7,10,0.7,30,1.8,17-30,54-71,Red,-1.0,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:50:03,Handicap,CHI Bulls (CHIEFKEEF) (-16.5),-16.5,0.13537117903930132,229,0.2,5,0.0,1,0.3,10,0.3,30,1.869,17-30,54-71,Green,0.869,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:54:34,Handicap,OKC Thunder (yangrainmaker) (+19.5),19.5,0.9301310043668122,229,0.8,5,1.0,1,0.8,10,0.8,30,1.8,21-38,54-71,Green,0.8,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:54:34,Handicap,CHI Bulls (CHIEFKEEF) (-19.5),-19.5,0.06986899563318777,229,0.2,5,0.0,1,0.2,10,0.2,30,1.869,21-38,54-71,Red,-1.0,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:55:02,Handicap,OKC Thunder (yangrainmaker) (+18.5),18.5,0.9170305676855895,229,0.8,5,1.0,1,0.8,10,0.7666666666666667,30,1.74,24-40,54-71,Green,0.74,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:55:02,Handicap,CHI Bulls (CHIEFKEEF) (-18.5),-18.5,0.08296943231441048,229,0.2,5,0.0,1,0.2,10,0.23333333333333334,30,1.952,24-40,54-71,Red,-1.0,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:57:59,Handicap,OKC Thunder (yangrainmaker) (+20.5),20.5,0.9432314410480349,229,0.8,5,1.0,1,0.9,10,0.9,30,1.8,30-48,54-71,Green,0.8,12223614
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,04:57:59,Handicap,CHI Bulls (CHIEFKEEF) (-20.5),-20.5,0.056768558951965066,229,0.2,5,0.0,1,0.1,10,0.1,30,1.869,30-48,54-71,Red,-1.0,12223614
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:00:00,Handicap,DET Pistons (Lalkoff) (+3.5),3.5,0.45849802371541504,506,0.4,5,1.0,1,0.2,10,0.36666666666666664,30,1.833,None-None,62-77,Green,0.833,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:00:00,Handicap,MIA Heat (lucker) (-3.5),-3.5,0.541501976284585,506,0.6,5,0.0,1,0.8,10,0.6333333333333333,30,1.833,None-None,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:40:25,Handicap,DET Pistons (Lalkoff) (+2.5),2.5,0.39723320158102765,506,0.4,5,1.0,1,0.2,10,0.3333333333333333,30,1.8,0-2,62-77,Green,0.8,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:40:25,Handicap,MIA Heat (lucker) (-2.5),-2.5,0.6027667984189723,506,0.6,5,0.0,1,0.8,10,0.6666666666666666,30,1.869,0-2,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:40:45,Handicap,DET Pistons (Lalkoff) (+1.5),1.5,0.35968379446640314,506,0.4,5,1.0,1,0.2,10,0.3333333333333333,30,1.869,0-2,62-77,Green,0.869,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:40:45,Handicap,MIA Heat (lucker) (-1.5),-1.5,0.6403162055335968,506,0.6,5,0.0,1,0.8,10,0.6666666666666666,30,1.8,0-2,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:45:35,Handicap,MIA Heat (lucker) (+1.5),1.5,0.6857707509881423,506,0.6,5,0.0,1,0.8,10,0.7666666666666667,30,1.8,16-20,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:45:35,Handicap,DET Pistons (Lalkoff) (-1.5),-1.5,0.3142292490118577,506,0.4,5,1.0,1,0.2,10,0.23333333333333334,30,1.869,16-20,62-77,Green,0.869,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:56:18,Handicap,MIA Heat (lucker) (+2.5),2.5,0.7035573122529645,506,0.6,5,0.0,1,0.8,10,0.7666666666666667,30,1.8,40-43,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:56:18,Handicap,DET Pistons (Lalkoff) (-2.5),-2.5,0.2964426877470356,506,0.4,5,1.0,1,0.2,10,0.23333333333333334,30,1.869,40-43,62-77,Green,0.869,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:56:43,Handicap,MIA Heat (lucker) (+3.5),3.5,0.7292490118577075,506,0.6,5,0.0,1,0.8,10,0.7666666666666667,30,1.869,40-45,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:56:43,Handicap,DET Pistons (Lalkoff) (-3.5),-3.5,0.2707509881422925,506,0.4,5,1.0,1,0.2,10,0.23333333333333334,30,1.8,40-45,62-77,Green,0.8,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:56:52,Handicap,MIA Heat (lucker) (+4.5),4.5,0.7569169960474308,506,0.6,5,0.0,1,0.8,10,0.8,30,1.869,40-47,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,04:56:52,Handicap,DET Pistons (Lalkoff) (-4.5),-4.5,0.24308300395256918,506,0.4,5,1.0,1,0.2,10,0.2,30,1.8,40-47,62-77,Green,0.8,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:00:17,Handicap,MIA Heat (lucker) (+5.5),5.5,0.7905138339920948,506,0.6,5,0.0,1,0.8,10,0.8,30,1.8,50-57,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:00:17,Handicap,DET Pistons (Lalkoff) (-5.5),-5.5,0.20948616600790515,506,0.4,5,1.0,1,0.2,10,0.2,30,1.869,50-57,62-77,Green,0.869,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:00:59,Handicap,MIA Heat (lucker) (+8.5),8.5,0.8557312252964426,506,1.0,5,1.0,1,1.0,10,0.9333333333333333,30,1.833,50-60,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:00:59,Handicap,DET Pistons (Lalkoff) (-8.5),-8.5,0.1442687747035573,506,0.0,5,0.0,1,0.0,10,0.06666666666666667,30,1.833,50-60,62-77,Green,0.833,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:01:19,Handicap,MIA Heat (lucker) (+7.5),7.5,0.8359683794466403,506,1.0,5,1.0,1,1.0,10,0.9333333333333333,30,1.8,53-62,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:01:19,Handicap,DET Pistons (Lalkoff) (-7.5),-7.5,0.16403162055335968,506,0.0,5,0.0,1,0.0,10,0.06666666666666667,30,1.869,53-62,62-77,Green,0.869,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:02:44,Handicap,MIA Heat (lucker) (+9.5),9.5,0.883399209486166,506,1.0,5,1.0,1,1.0,10,0.9333333333333333,30,1.952,53-64,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:02:44,Handicap,DET Pistons (Lalkoff) (-9.5),-9.5,0.116600790513834,506,0.0,5,0.0,1,0.0,10,0.06666666666666667,30,1.74,53-64,62-77,Green,0.74,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:02:49,Handicap,MIA Heat (lucker) (+10.5),10.5,0.9031620553359684,506,1.0,5,1.0,1,1.0,10,0.9333333333333333,30,1.952,53-66,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:02:49,Handicap,DET Pistons (Lalkoff) (-10.5),-10.5,0.09683794466403162,506,0.0,5,0.0,1,0.0,10,0.06666666666666667,30,1.74,53-66,62-77,Green,0.74,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:03:00,Handicap,MIA Heat (lucker) (+12.5),12.5,0.932806324110672,506,1.0,5,1.0,1,1.0,10,0.9333333333333333,30,1.74,53-66,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:03:00,Handicap,DET Pistons (Lalkoff) (-12.5),-12.5,0.06719367588932806,506,0.0,5,0.0,1,0.0,10,0.06666666666666667,30,1.952,53-66,62-77,Green,0.952,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:03:15,Handicap,MIA Heat (lucker) (+14.5),14.5,0.9466403162055336,506,1.0,5,1.0,1,1.0,10,0.9666666666666667,30,1.74,53-69,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:03:15,Handicap,DET Pistons (Lalkoff) (-14.5),-14.5,0.0533596837944664,506,0.0,5,0.0,1,0.0,10,0.03333333333333333,30,1.952,53-69,62-77,Green,0.952,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:03:31,Handicap,MIA Heat (lucker) (+15.5),15.5,0.9624505928853755,506,1.0,5,1.0,1,1.0,10,0.9666666666666667,30,1.8,53-69,62-77,Green,0.8,12223613
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,05:03:31,Handicap,DET Pistons (Lalkoff) (-15.5),-15.5,0.037549407114624504,506,0.0,5,0.0,1,0.0,10,0.03333333333333333,30,1.869,53-69,62-77,Red,-1.0,12223613
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:10:25,Handicap,DET Pistons (Lalkoff) (+1.5),1.5,0.3576437587657784,713,0.2,5,1.0,1,0.2,10,0.13333333333333333,30,1.833,None-None,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:10:25,Handicap,TOR Raptors (Kadzima) (-1.5),-1.5,0.6423562412342216,713,0.8,5,0.0,1,0.8,10,0.8666666666666667,30,1.833,None-None,72-76,Green,0.833,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:15:28,Handicap,TOR Raptors (Kadzima) (+1.5),1.5,0.6872370266479664,713,1.0,5,1.0,1,0.9,10,0.9333333333333333,30,1.8,2-0,72-76,Green,0.8,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:15:28,Handicap,DET Pistons (Lalkoff) (-1.5),-1.5,0.3127629733520337,713,0.0,5,0.0,1,0.1,10,0.06666666666666667,30,1.869,2-0,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:16:25,Handicap,DET Pistons (Lalkoff) (+2.5),2.5,0.3870967741935484,713,0.2,5,1.0,1,0.4,10,0.23333333333333334,30,1.8,4-5,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:16:25,Handicap,TOR Raptors (Kadzima) (-2.5),-2.5,0.6129032258064516,713,0.8,5,0.0,1,0.6,10,0.7666666666666667,30,1.869,4-5,72-76,Green,0.869,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:17:08,Handicap,TOR Raptors (Kadzima) (+2.5),2.5,0.7152875175315568,713,1.0,5,1.0,1,1.0,10,0.9666666666666667,30,1.833,9-5,72-76,Green,0.833,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:17:08,Handicap,DET Pistons (Lalkoff) (-2.5),-2.5,0.2847124824684432,713,0.0,5,0.0,1,0.0,10,0.03333333333333333,30,1.833,9-5,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:18:10,Handicap,TOR Raptors (Kadzima) (+3.5),3.5,0.7419354838709677,713,1.0,5,1.0,1,1.0,10,0.9666666666666667,30,1.869,14-8,72-76,Green,0.869,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:18:10,Handicap,DET Pistons (Lalkoff) (-3.5),-3.5,0.25806451612903225,713,0.0,5,0.0,1,0.0,10,0.03333333333333333,30,1.8,14-8,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:18:32,Handicap,TOR Raptors (Kadzima) (+4.5),4.5,0.7685834502103787,713,1.0,5,1.0,1,1.0,10,0.9666666666666667,30,1.8,16-10,72-76,Green,0.8,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:18:32,Handicap,DET Pistons (Lalkoff) (-4.5),-4.5,0.2314165497896213,713,0.0,5,0.0,1,0.0,10,0.03333333333333333,30,1.869,16-10,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:23:41,Handicap,DET Pistons (Lalkoff) (+4.5),4.5,0.47685834502103785,713,0.4,5,1.0,1,0.5,10,0.4,30,1.8,27-31,72-76,Green,0.8,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:23:41,Handicap,TOR Raptors (Kadzima) (-4.5),-4.5,0.5231416549789621,713,0.6,5,0.0,1,0.5,10,0.6,30,1.869,27-31,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:24:49,Handicap,DET Pistons (Lalkoff) (+3.5),3.5,0.43338008415147267,713,0.4,5,1.0,1,0.5,10,0.3333333333333333,30,1.833,31-34,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:24:49,Handicap,TOR Raptors (Kadzima) (-3.5),-3.5,0.5666199158485273,713,0.6,5,0.0,1,0.5,10,0.6666666666666666,30,1.833,31-34,72-76,Green,0.833,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:25:00,Handicap,DET Pistons (Lalkoff) (+5.5),5.5,0.5133239831697055,713,0.4,5,1.0,1,0.5,10,0.43333333333333335,30,1.833,31-37,72-76,Green,0.833,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:25:00,Handicap,TOR Raptors (Kadzima) (-5.5),-5.5,0.48667601683029454,713,0.6,5,0.0,1,0.5,10,0.5666666666666667,30,1.833,31-37,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:26:33,Handicap,DET Pistons (Lalkoff) (+6.5),6.5,0.541374474053296,713,0.4,5,1.0,1,0.5,10,0.43333333333333335,30,1.833,36-43,72-76,Green,0.833,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:26:33,Handicap,TOR Raptors (Kadzima) (-6.5),-6.5,0.4586255259467041,713,0.6,5,0.0,1,0.5,10,0.5666666666666667,30,1.833,36-43,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:28:40,Handicap,DET Pistons (Lalkoff) (+7.5),7.5,0.5680224403927069,713,0.4,5,1.0,1,0.5,10,0.4666666666666667,30,1.833,38-46,72-76,Green,0.833,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:28:40,Handicap,TOR Raptors (Kadzima) (-7.5),-7.5,0.4319775596072931,713,0.6,5,0.0,1,0.5,10,0.5333333333333333,30,1.833,38-46,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:28:54,Handicap,DET Pistons (Lalkoff) (+10.5),10.5,0.6816269284712483,713,0.6,5,1.0,1,0.7,10,0.7,30,1.8,38-49,72-76,Green,0.8,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:28:54,Handicap,TOR Raptors (Kadzima) (-10.5),-10.5,0.31837307152875177,713,0.4,5,0.0,1,0.3,10,0.3,30,1.869,38-49,72-76,Red,-1.0,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:29:19,Handicap,DET Pistons (Lalkoff) (+11.5),11.5,0.7152875175315568,713,0.6,5,1.0,1,0.7,10,0.7,30,1.869,38-51,72-76,Green,0.869,12223710
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,05:29:19,Handicap,TOR Raptors (Kadzima) (-11.5),-11.5,0.2847124824684432,713,0.4,5,0.0,1,0.3,10,0.3,30,1.8,38-51,72-76,Red,-1.0,12223710
