Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Todas,Qtd Todas,Últ. 1,Qtd Últ. 1,Últ. 5,Qtd Últ. 5,Últ. 10,Qtd Últ. 10,Últ. 30,Qtd Últ. 30,Últ. 5 (ind pior),Últ. 5 (ind A),Últ. 5 (ind B),Últ. 10 (ind pior),Últ. 10 (ind A),Últ. 10 (ind B),Últ. 8h (ind pior),Últ. 8h (ind A),Últ. 8h (ind B),Qtd Ind A,Qtd Ind B,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,15/07/2026,06:11:01,Total de pontos,Over,131.5,0.3163265306122449,294,1.0,1,0.4,5,0.3,10,0.16666666666666666,30,0.4,0.4,0.4,0.3,0.5,0.3,1.0,1.0,1.0,4722,4857,1.833,42-61,63-69,Green,0.833,12229332
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,15/07/2026,06:11:01,Total de pontos,Under,131.5,0.6836734693877551,294,0.0,1,0.6,5,0.7,10,0.8333333333333334,30,0.6,0.6,0.6,0.5,0.5,0.7,0.0,0.0,0.0,4722,4857,1.833,42-61,63-69,Red,-1.0,12229332
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,15/07/2026,06:12:11,Total de pontos,Over,132.5,0.2925170068027211,294,1.0,1,0.4,5,0.3,10,0.16666666666666666,30,0.4,0.4,0.4,0.3,0.5,0.3,1.0,1.0,1.0,4722,4857,1.869,48-63,63-69,Red,-1.0,12229332
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,15/07/2026,06:12:11,Total de pontos,Under,132.5,0.7074829931972789,294,0.0,1,0.6,5,0.7,10,0.8333333333333334,30,0.6,0.6,0.6,0.5,0.5,0.7,0.0,0.0,0.0,4722,4857,1.8,48-63,63-69,Green,0.8,12229332
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:24:11,Total de pontos,Over,142.5,0.38333333333333336,120,0.0,1,0.4,5,0.5,10,0.4666666666666667,30,0.2,0.4,0.2,0.1,0.2,0.1,0.0,0.5,0.0,4858,4475,1.833,0-0,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:24:11,Total de pontos,Under,142.5,0.6166666666666667,120,1.0,1,0.6,5,0.5,10,0.5333333333333333,30,0.6,0.6,0.8,0.8,0.8,0.9,0.5,0.5,1.0,4858,4475,1.833,0-0,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:25:23,Total de pontos,Over,143.5,0.35,120,0.0,1,0.4,5,0.5,10,0.43333333333333335,30,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.5,0.0,4858,4475,1.869,2-0,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:25:23,Total de pontos,Under,143.5,0.65,120,1.0,1,0.6,5,0.5,10,0.5666666666666667,30,0.8,0.8,0.8,0.9,0.9,0.9,0.5,0.5,1.0,4858,4475,1.8,2-0,59-73,Green,0.8,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:25:33,Total de pontos,Over,141.5,0.39166666666666666,120,0.0,1,0.4,5,0.5,10,0.4666666666666667,30,0.2,0.4,0.2,0.1,0.2,0.1,0.0,0.5,0.0,4858,4475,1.8,2-0,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:25:33,Total de pontos,Under,141.5,0.6083333333333333,120,1.0,1,0.6,5,0.5,10,0.5333333333333333,30,0.6,0.6,0.8,0.8,0.8,0.9,0.5,0.5,1.0,4858,4475,1.869,2-0,59-73,Green,0.869,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:27:11,Total de pontos,Over,140.5,0.4583333333333333,120,0.0,1,0.4,5,0.6,10,0.5,30,0.2,0.4,0.2,0.1,0.2,0.1,0.0,0.5,0.0,4858,4475,1.833,4-5,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:27:11,Total de pontos,Under,140.5,0.5416666666666666,120,1.0,1,0.6,5,0.4,10,0.5,30,0.6,0.6,0.8,0.8,0.8,0.9,0.5,0.5,1.0,4858,4475,1.833,4-5,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:27:34,Total de pontos,Over,139.5,0.475,120,0.0,1,0.4,5,0.6,10,0.5333333333333333,30,0.2,0.4,0.2,0.1,0.2,0.1,0.0,0.5,0.0,4858,4475,1.833,4-5,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:27:34,Total de pontos,Under,139.5,0.525,120,1.0,1,0.6,5,0.4,10,0.4666666666666667,30,0.6,0.6,0.8,0.8,0.8,0.9,0.5,0.5,1.0,4858,4475,1.833,4-5,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:28:41,Total de pontos,Over,138.5,0.525,120,0.0,1,0.4,5,0.6,10,0.5333333333333333,30,0.2,0.4,0.2,0.1,0.2,0.1,0.0,0.5,0.0,4858,4475,1.833,6-9,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:28:41,Total de pontos,Under,138.5,0.475,120,1.0,1,0.6,5,0.4,10,0.4666666666666667,30,0.6,0.6,0.8,0.8,0.8,0.9,0.5,0.5,1.0,4858,4475,1.833,6-9,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:28:47,Total de pontos,Over,137.5,0.5333333333333333,120,0.0,1,0.4,5,0.6,10,0.5666666666666667,30,0.2,0.4,0.2,0.1,0.2,0.1,0.0,0.5,0.0,4858,4475,1.833,6-9,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:28:47,Total de pontos,Under,137.5,0.4666666666666667,120,1.0,1,0.6,5,0.4,10,0.43333333333333335,30,0.6,0.6,0.8,0.8,0.8,0.9,0.5,0.5,1.0,4858,4475,1.833,6-9,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:29:25,Total de pontos,Over,136.5,0.575,120,0.0,1,0.4,5,0.6,10,0.6,30,0.2,0.4,0.2,0.1,0.2,0.1,0.0,0.5,0.0,4858,4475,1.833,6-12,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:29:25,Total de pontos,Under,136.5,0.425,120,1.0,1,0.6,5,0.4,10,0.4,30,0.6,0.6,0.8,0.8,0.8,0.9,0.5,0.5,1.0,4858,4475,1.833,6-12,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:29:32,Total de pontos,Over,135.5,0.6333333333333333,120,0.0,1,0.8,5,0.8,10,0.7,30,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.5,0.0,4858,4475,1.833,6-12,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:29:32,Total de pontos,Under,135.5,0.36666666666666664,120,1.0,1,0.2,5,0.2,10,0.3,30,0.6,0.6,0.8,0.8,0.8,0.8,0.5,0.5,1.0,4858,4475,1.833,6-12,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:30:02,Total de pontos,Over,134.5,0.6333333333333333,120,0.0,1,0.8,5,0.8,10,0.7,30,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.5,0.0,4858,4475,1.833,8-12,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:30:02,Total de pontos,Under,134.5,0.36666666666666664,120,1.0,1,0.2,5,0.2,10,0.3,30,0.6,0.6,0.8,0.8,0.8,0.8,0.5,0.5,1.0,4858,4475,1.833,8-12,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:30:11,Total de pontos,Over,133.5,0.675,120,0.0,1,0.8,5,0.8,10,0.7333333333333333,30,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.5,0.0,4858,4475,1.833,8-12,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:30:11,Total de pontos,Under,133.5,0.325,120,1.0,1,0.2,5,0.2,10,0.26666666666666666,30,0.6,0.6,0.8,0.8,0.8,0.8,0.5,0.5,1.0,4858,4475,1.833,8-12,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:30:24,Total de pontos,Over,132.5,0.6833333333333333,120,0.0,1,0.8,5,0.8,10,0.7666666666666667,30,0.2,0.4,0.2,0.2,0.3,0.2,0.0,0.5,0.0,4858,4475,1.833,8-12,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:30:24,Total de pontos,Under,132.5,0.31666666666666665,120,1.0,1,0.2,5,0.2,10,0.23333333333333334,30,0.6,0.6,0.8,0.7,0.7,0.8,0.5,0.5,1.0,4858,4475,1.833,8-12,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:37:20,Total de pontos,Over,131.5,0.7,120,0.0,1,0.8,5,0.8,10,0.8,30,0.2,0.4,0.2,0.2,0.4,0.2,0.0,0.6666666666666666,0.0,4859,4475,1.833,25-32,59-73,Green,0.833,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:37:20,Total de pontos,Under,131.5,0.3,120,1.0,1,0.2,5,0.2,10,0.2,30,0.6,0.6,0.8,0.6,0.6,0.8,0.3333333333333333,0.3333333333333333,1.0,4859,4475,1.833,25-32,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:40:47,Total de pontos,Over,130.5,0.7083333333333334,120,0.0,1,0.8,5,0.8,10,0.8,30,0.2,0.4,0.2,0.2,0.4,0.2,0.0,0.6666666666666666,0.0,4859,4475,1.8,29-36,59-73,Green,0.8,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:40:47,Total de pontos,Under,130.5,0.2916666666666667,120,1.0,1,0.2,5,0.2,10,0.2,30,0.6,0.6,0.8,0.6,0.6,0.8,0.3333333333333333,0.3333333333333333,1.0,4859,4475,1.869,29-36,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:40:55,Total de pontos,Over,129.5,0.725,120,0.0,1,0.8,5,0.8,10,0.8,30,0.2,0.6,0.2,0.2,0.5,0.2,0.0,0.6666666666666666,0.0,4859,4475,1.8,29-36,59-73,Green,0.8,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:40:55,Total de pontos,Under,129.5,0.275,120,1.0,1,0.2,5,0.2,10,0.2,30,0.4,0.4,0.8,0.5,0.5,0.8,0.3333333333333333,0.3333333333333333,1.0,4859,4475,1.869,29-36,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:41:59,Total de pontos,Over,128.5,0.7666666666666667,120,0.0,1,0.8,5,0.9,10,0.8666666666666667,30,0.2,0.6,0.2,0.2,0.5,0.2,0.0,0.6666666666666666,0.0,4859,4475,1.8,31-40,59-73,Green,0.8,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:41:59,Total de pontos,Under,128.5,0.23333333333333334,120,1.0,1,0.2,5,0.1,10,0.13333333333333333,30,0.4,0.4,0.8,0.5,0.5,0.8,0.3333333333333333,0.3333333333333333,1.0,4859,4475,1.869,31-40,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:42:04,Total de pontos,Over,127.5,0.7916666666666666,120,0.0,1,0.8,5,0.9,10,0.8666666666666667,30,0.2,0.6,0.2,0.3,0.5,0.3,0.0,0.6666666666666666,0.0,4859,4475,1.8,31-40,59-73,Green,0.8,12229359
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,06:42:04,Total de pontos,Under,127.5,0.20833333333333334,120,1.0,1,0.2,5,0.1,10,0.13333333333333333,30,0.4,0.4,0.8,0.5,0.5,0.7,0.3333333333333333,0.3333333333333333,1.0,4859,4475,1.869,31-40,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:49:48,Total de pontos,Over,141.5,0.5236523652365237,909,1.0,1,0.2,5,0.3,10,0.23333333333333334,30,0.2,0.4,0.2,0.2,0.2,0.2,0.25,0.5,0.25,4787,4860,1.833,0-0,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:49:48,Total de pontos,Under,141.5,0.47634763476347636,909,0.0,1,0.8,5,0.7,10,0.7666666666666667,30,0.6,0.6,0.8,0.8,0.8,0.8,0.5,0.5,0.75,4787,4860,1.833,0-0,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:50:41,Total de pontos,Over,140.5,0.5423542354235423,909,1.0,1,0.2,5,0.3,10,0.23333333333333334,30,0.2,0.4,0.2,0.2,0.2,0.2,0.25,0.5,0.25,4787,4860,1.833,0-2,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:50:41,Total de pontos,Under,140.5,0.45764576457645767,909,0.0,1,0.8,5,0.7,10,0.7666666666666667,30,0.6,0.6,0.8,0.8,0.8,0.8,0.5,0.5,0.75,4787,4860,1.833,0-2,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:51:16,Total de pontos,Over,139.5,0.5577557755775577,909,1.0,1,0.2,5,0.3,10,0.23333333333333334,30,0.2,0.4,0.2,0.2,0.3,0.2,0.25,0.5,0.25,4787,4860,1.833,2-2,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:51:16,Total de pontos,Under,139.5,0.44224422442244227,909,0.0,1,0.8,5,0.7,10,0.7666666666666667,30,0.6,0.6,0.8,0.7,0.7,0.8,0.5,0.5,0.75,4787,4860,1.833,2-2,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:52:38,Total de pontos,Over,142.5,0.5038503850385039,909,1.0,1,0.2,5,0.3,10,0.2,30,0.2,0.4,0.2,0.2,0.2,0.2,0.25,0.5,0.25,4787,4860,1.833,6-6,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:52:38,Total de pontos,Under,142.5,0.4961496149614962,909,0.0,1,0.8,5,0.7,10,0.8,30,0.6,0.6,0.8,0.8,0.8,0.8,0.5,0.5,0.75,4787,4860,1.833,6-6,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:54:28,Total de pontos,Over,138.5,0.5797579757975797,909,1.0,1,0.2,5,0.3,10,0.26666666666666666,30,0.2,0.4,0.2,0.2,0.3,0.2,0.25,0.5,0.25,4787,4860,1.833,8-10,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:54:28,Total de pontos,Under,138.5,0.42024202420242024,909,0.0,1,0.8,5,0.7,10,0.7333333333333333,30,0.6,0.6,0.8,0.7,0.7,0.8,0.5,0.5,0.75,4787,4860,1.833,8-10,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:55:07,Total de pontos,Over,137.5,0.6006600660066007,909,1.0,1,0.2,5,0.3,10,0.26666666666666666,30,0.2,0.4,0.2,0.2,0.3,0.2,0.25,0.5,0.25,4787,4860,1.833,10-12,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,07:55:07,Total de pontos,Under,137.5,0.39933993399339934,909,0.0,1,0.8,5,0.7,10,0.7333333333333333,30,0.6,0.6,0.8,0.7,0.7,0.8,0.5,0.5,0.75,4787,4860,1.833,10-12,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:00:51,Total de pontos,Over,136.5,0.6303630363036303,909,1.0,1,0.2,5,0.4,10,0.3333333333333333,30,0.2,0.4,0.2,0.2,0.3,0.2,0.25,0.5,0.25,4787,4860,1.8,24-23,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:00:51,Total de pontos,Under,136.5,0.3696369636963696,909,0.0,1,0.8,5,0.6,10,0.6666666666666666,30,0.6,0.6,0.8,0.7,0.7,0.8,0.5,0.5,0.75,4787,4860,1.869,24-23,63-49,Green,0.869,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:01:49,Total de pontos,Over,134.5,0.6798679867986799,909,1.0,1,0.2,5,0.4,10,0.3333333333333333,30,0.2,0.4,0.2,0.2,0.3,0.2,0.25,0.5,0.25,4787,4860,1.833,24-27,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:01:49,Total de pontos,Under,134.5,0.3201320132013201,909,0.0,1,0.8,5,0.6,10,0.6666666666666666,30,0.6,0.6,0.8,0.7,0.7,0.8,0.5,0.5,0.75,4787,4860,1.833,24-27,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:10,Total de pontos,Over,132.5,0.724972497249725,909,1.0,1,0.4,5,0.5,10,0.43333333333333335,30,0.2,0.4,0.2,0.3,0.4,0.3,0.25,0.5,0.25,4787,4860,1.833,24-27,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:10,Total de pontos,Under,132.5,0.27502750275027504,909,0.0,1,0.6,5,0.5,10,0.5666666666666667,30,0.6,0.6,0.8,0.6,0.6,0.7,0.5,0.5,0.75,4787,4860,1.833,24-27,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:15,Total de pontos,Over,133.5,0.7062706270627063,909,1.0,1,0.2,5,0.4,10,0.4,30,0.2,0.4,0.2,0.2,0.3,0.2,0.25,0.5,0.25,4787,4860,1.833,26-27,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:15,Total de pontos,Under,133.5,0.29372937293729373,909,0.0,1,0.8,5,0.6,10,0.6,30,0.6,0.6,0.8,0.7,0.7,0.8,0.5,0.5,0.75,4787,4860,1.833,26-27,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:30,Total de pontos,Over,131.5,0.7458745874587459,909,1.0,1,0.4,5,0.5,10,0.4666666666666667,30,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,4787,4860,1.833,26-27,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:30,Total de pontos,Under,131.5,0.25412541254125415,909,0.0,1,0.6,5,0.5,10,0.5333333333333333,30,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,4787,4860,1.833,26-27,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:46,Total de pontos,Over,130.5,0.7645764576457645,909,1.0,1,0.4,5,0.5,10,0.5,30,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,4787,4860,1.833,26-27,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:02:46,Total de pontos,Under,130.5,0.23542354235423543,909,0.0,1,0.6,5,0.5,10,0.5,30,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,4787,4860,1.833,26-27,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:03:02,Total de pontos,Over,129.5,0.7832783278327833,909,1.0,1,0.6,5,0.6,10,0.5666666666666667,30,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.8,28-27,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:03:02,Total de pontos,Under,129.5,0.21672167216721672,909,0.0,1,0.4,5,0.4,10,0.43333333333333335,30,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.869,28-27,63-49,Green,0.869,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:06:55,Total de pontos,Over,128.5,0.7975797579757976,909,1.0,1,0.6,5,0.6,10,0.6333333333333333,30,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.8,38-30,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:06:55,Total de pontos,Under,128.5,0.20242024202420242,909,0.0,1,0.4,5,0.4,10,0.36666666666666664,30,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.869,38-30,63-49,Green,0.869,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:22,Total de pontos,Over,127.5,0.8184818481848185,909,1.0,1,0.6,5,0.6,10,0.6333333333333333,30,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:22,Total de pontos,Under,127.5,0.18151815181518152,909,0.0,1,0.4,5,0.4,10,0.36666666666666664,30,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:34,Total de pontos,Over,126.5,0.8338833883388339,909,1.0,1,0.6,5,0.6,10,0.6666666666666666,30,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:34,Total de pontos,Under,126.5,0.16611661166116612,909,0.0,1,0.4,5,0.4,10,0.3333333333333333,30,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:41,Total de pontos,Over,125.5,0.8448844884488449,909,1.0,1,0.6,5,0.6,10,0.6666666666666666,30,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:41,Total de pontos,Under,125.5,0.1551155115511551,909,0.0,1,0.4,5,0.4,10,0.3333333333333333,30,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:59,Total de pontos,Over,124.5,0.8536853685368537,909,1.0,1,0.6,5,0.6,10,0.7,30,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:07:59,Total de pontos,Under,124.5,0.14631463146314633,909,0.0,1,0.4,5,0.4,10,0.3,30,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.833,38-32,63-49,Green,0.833,12229551
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,08:08:29,Total de pontos,Over,123.5,0.8690869086908691,909,1.0,1,0.6,5,0.6,10,0.7,30,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,4787,4860,1.8,41-32,63-49,Red,-1.0,12229551
