passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,dano_par,roi_sem3_par,vol3_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv,acima_sorte_par,premio,premio_alto,sem_tot,sem_pos,ult_sem_u,robusta,selo
P4,-,0.0,-,-,,-,0,-,4.5,8.5,-,-,zebra,dif 0~1,5,2363,888,2.66,1319,1044,55.8,-96.32,-4.08,0,-0.2,-6.28,-37.32,322,272,594,-6.48,-90.83,763,639,1402,,,,,461,,,,0,-9.63,236.3,1.741,57.4,-1.6,7.0,105.29,-0.9,-5.0,-31.84,12.83,2,8,12,-1.64,-2.83,-6.08,6.91,-8.8,-3.34,-6.28,594,-2.95,4,6.68,8.13,0,2,0,-55.06,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,3.5,8.5,1.32,1.86,zebra,-,5,2069,875,2.36,1211,858,58.5,-96.37,-4.66,0,0.78,-6.62,-34.25,295,222,517,-6.42,-78.77,705,521,1226,,,,,453,,,,0,-9.64,206.9,1.634,61.2,-2.7,6.6,101.97,-0.9,-5.0,-26.51,7.88,4,6,13,-1.9,-2.96,-7.4,6.33,-9.38,-4.0,-6.62,517,-2.62,1,6.1,7.54,0,2,0,-58.54,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,10.5,1.62,1.86,zebra,-,3,1306,780,1.67,708,598,54.2,-96.38,-7.38,0,-1.75,-11.68,-38.32,170,158,328,-9.26,-71.75,413,362,775,,,,,417,,,,0,-9.64,130.6,1.713,58.4,-4.2,7.9,98.11,-1.0,-3.0,-26.19,3.16,1,9,10,-2.54,-5.81,-9.93,3.48,-12.1,-5.94,-11.68,328,-5.75,1,3.27,4.82,0,2,0,-49.43,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,9.5,-,-,zebra,-,2,1808,924,1.96,973,835,53.8,-96.4,-5.33,0,0.04,-6.42,-28.17,233,206,439,-6.16,-65.58,567,497,1064,,,,,470,,,,0,-9.64,180.8,1.776,56.3,-2.5,7.5,98.68,-1.0,-2.0,-24.21,3.56,2,8,11,-1.99,-4.65,-6.46,5.66,-10.05,-4.98,-6.42,439,-1.43,4,5.42,6.87,0,2,0,-43.9,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,6.5,7.5,-,-,zebra,-,2,1408,817,1.72,761,647,54.0,-96.42,-6.85,0,1.28,-6.35,-22.67,193,164,357,-9.73,-81.8,440,401,841,,,,,438,,,,0,-9.64,140.8,1.738,57.5,-3.5,7.0,100.83,-1.0,-2.0,-30.78,8.85,1,9,10,-2.39,-6.35,-7.63,4.14,-11.57,-7.02,-6.35,357,0.67,1,3.91,5.35,0,2,0,-42.03,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,8.5,1.32,1.86,zebra,-,4,2035,875,2.33,1188,847,58.4,-96.47,-4.74,0,1.18,-6.01,-30.57,292,217,509,-6.43,-77.45,691,513,1204,,,,,453,,,,0,-9.65,203.5,1.636,61.1,-2.7,6.6,100.47,-1.0,-4.0,-26.45,7.6,3,7,11,-1.92,-3.23,-7.19,6.25,-9.46,-4.32,-6.01,509,-1.69,3,6.01,7.46,0,2,0,-55.74,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,-,-,-,zebra,dif>=2,1,326,326,1.0,117,209,35.9,-96.48,-29.6,0,-16.47,-46.6,-37.28,21,59,80,-33.68,-61.98,61,123,184,,,,,249,,,,0,-9.65,32.6,1.991,50.2,-14.3,10.0,96.48,-1.0,-1.0,-26.38,5.39,2,8,10,-5.62,-29.29,-30.13,-22.12,-35.62,-24.07,-46.6,80,-22.53,1,-22.69,-17.39,0,2,0,-35.85,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,9.5,-,-,zebra,dif<=0,4,2122,880,2.41,1163,959,54.8,-96.53,-4.55,0,0.49,-5.14,-27.57,290,246,536,-5.68,-72.19,689,583,1272,,,,,455,,,,0,-9.65,212.2,1.766,56.6,-1.8,7.3,101.62,-0.9,-4.0,-35.9,7.37,4,6,11,-1.78,-3.87,-5.63,6.44,-9.27,-4.35,-5.14,536,-0.8,3,6.2,7.65,0,2,0,-45.89,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,8.5,1.32,1.86,zebra,-,5,2091,875,2.39,1226,865,58.6,-96.63,-4.62,0,0.7,-6.4,-33.62,301,224,525,-6.23,-77.17,715,524,1239,,,,,453,,,,0,-9.66,209.1,1.632,61.3,-2.6,6.5,101.23,-1.0,-5.0,-26.88,7.4,4,6,13,-1.89,-3.08,-7.1,6.37,-9.34,-4.02,-6.4,525,-2.38,2,6.13,7.58,0,2,0,-56.88,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,8.5,-,-,zebra,dif 0~1,4,2362,890,2.65,1319,1043,55.8,-96.75,-4.1,0,-0.19,-6.23,-36.98,323,271,594,-6.33,-88.48,763,635,1398,,,,,461,,,,0,-9.68,236.2,1.74,57.5,-1.6,7.0,105.4,-0.9,-4.0,-30.94,12.54,3,7,11,-1.65,-2.89,-6.04,6.89,-8.82,-3.38,-6.23,594,-2.84,3,6.66,8.11,0,2,0,-54.55,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,7.5,-,-,-,zebra,tot_env<=0,2,1129,731,1.54,569,560,50.4,-96.76,-8.57,0,1.09,-9.11,-25.97,143,142,285,-8.13,-55.27,345,335,680,,,,,391,,,,0,-9.68,112.9,1.83,54.7,-4.3,8.2,98.39,-1.0,-2.0,-27.15,1.41,1,9,10,-2.59,-7.56,-10.2,1.99,-13.29,-8.39,-9.11,285,-0.72,1,1.82,3.63,0,2,0,-44.15,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,4.5,9.5,-,-,zebra,-,2,1806,922,1.96,971,835,53.8,-96.81,-5.36,0,0.04,-6.42,-28.17,233,206,439,-6.16,-65.58,567,497,1064,,,,,470,,,,0,-9.68,180.6,1.777,56.3,-2.5,7.5,99.09,-1.0,-2.0,-24.21,3.56,2,8,11,-1.99,-4.7,-6.46,5.63,-10.08,-5.02,-6.42,439,-1.4,1,5.39,6.84,0,2,0,-43.9,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,6.5,7.5,-,-,zebra,-,3,1410,817,1.73,762,648,54.0,-96.85,-6.87,0,1.28,-6.35,-22.67,193,164,357,-9.65,-81.23,441,401,842,,,,,438,,,,0,-9.68,141.0,1.738,57.5,-3.5,7.0,101.26,-1.0,-3.0,-30.21,8.85,1,9,10,-2.39,-6.38,-7.63,4.12,-11.59,-7.04,-6.35,357,0.69,6,3.88,5.33,0,2,0,-42.03,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,5.5,7.5,-,-,zebra,-,3,1826,826,2.21,1023,803,56.0,-96.9,-5.31,0,1.67,-4.51,-20.97,262,203,465,-7.31,-79.7,599,492,1091,,,,,442,,,,0,-9.69,182.6,1.705,58.7,-2.6,6.7,102.32,-0.9,-3.0,-36.52,10.29,3,7,10,-1.99,-4.76,-6.18,5.68,-10.03,-5.58,-4.51,465,1.07,1,5.45,6.9,0,2,0,-43.73,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,8.5,-,1.77,1.98,zebra,-,1,536,536,1.0,233,303,43.5,-96.92,-18.08,0,2.67,-16.84,-20.38,53,68,121,-18.96,-60.48,137,182,319,,,,,323,,,,0,-9.69,53.6,1.89,52.9,-9.4,9.1,98.55,-1.0,-1.0,-26.56,-0.78,0,10,12,-4.47,-17.25,-19.51,-8.75,-22.8,-18.44,-16.84,121,1.6,1,-8.7,-5.88,0,2,0,-38.44,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,9.5,-,-,zebra,dif>=1,1,566,566,1.0,260,306,45.9,-96.96,-17.13,0,-3.67,-20.14,-28.19,61,79,140,-20.36,-66.98,145,184,329,,,,,356,,,,0,-9.7,56.6,1.845,54.2,-8.3,8.2,96.96,-1.0,-1.0,-32.03,5.33,2,8,9,-4.47,-17.55,-16.47,-7.61,-21.85,-16.14,-20.14,140,-3.99,1,-7.59,-4.93,0,2,0,-36.24,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,8.5,-,-,zebra,dif 0~1,5,2420,890,2.72,1356,1064,56.0,-96.98,-4.01,0,-0.24,-6.14,-37.2,330,276,606,-6.32,-90.51,783,649,1432,,,,,461,,,,0,-9.7,242.0,1.736,57.6,-1.6,7.0,108.49,-0.9,-5.0,-32.0,11.42,3,7,12,-1.62,-2.83,-5.9,6.98,-8.73,-3.3,-6.14,606,-2.84,1,6.75,8.2,0,2,0,-54.64,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,8.5,1.62,1.98,zebra,-,2,1407,862,1.63,747,660,53.1,-97.0,-6.89,0,-0.76,-8.98,-31.79,184,170,354,-9.15,-77.06,437,405,842,,,,,451,,,,0,-9.7,140.7,1.765,56.7,-3.6,7.6,99.28,-1.0,-2.0,-24.03,5.36,1,9,9,-2.42,-6.07,-8.22,4.09,-11.61,-6.19,-8.98,354,-2.79,1,3.86,5.31,0,2,0,-44.46,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,8.5,-,-,zebra,dif 0~1,3,2104,888,2.37,1157,947,55.0,-97.02,-4.61,0,0.26,-5.16,-27.4,289,242,531,-6.37,-79.55,674,575,1249,,,,,461,,,,0,-9.7,210.4,1.755,57.0,-2.0,7.2,99.92,-1.0,-3.0,-26.51,10.81,2,8,12,-1.76,-4.11,-5.42,6.38,-9.33,-4.43,-5.16,531,-0.73,1,6.14,7.59,0,2,0,-43.78,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,8.5,-,-,zebra,dif>=2,5,366,253,1.45,167,199,45.6,-97.17,-26.55,0,-1.06,-17.82,-15.68,44,44,88,-22.87,-50.32,105,115,220,,,,,208,,,,0,-9.72,36.6,1.663,60.1,-14.5,6.5,100.31,-1.0,-5.0,-27.04,0.43,1,9,8,-5.31,-32.47,-16.76,-19.77,-32.57,-29.31,-17.82,88,11.49,4,-20.22,-14.35,0,2,0,-23.13,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,10.5,-,-,zebra,dif 0~1,2,1787,910,1.96,958,829,53.6,-97.24,-5.44,0,0.6,-6.17,-26.88,232,204,436,-6.05,-63.57,560,491,1051,,,,,467,,,,0,-9.72,178.7,1.781,56.2,-2.5,7.6,99.52,-1.0,-2.0,-23.37,1.97,3,7,10,-2.01,-4.64,-6.77,5.55,-10.16,-5.21,-6.17,436,-0.96,4,5.31,6.76,0,2,0,-45.36,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,7.5,-,-,zebra,dif>=0,5,2115,827,2.56,1212,903,57.3,-97.29,-4.6,0,0.75,-5.45,-28.95,300,231,531,-6.74,-84.46,703,551,1254,,,,,442,,,,0,-9.73,211.5,1.68,59.5,-2.2,6.3,115.91,-0.8,-5.0,-41.27,12.05,4,6,12,-1.81,-3.61,-6.2,6.39,-9.32,-4.31,-5.45,531,-1.14,3,6.15,7.6,0,2,0,-50.19,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,8.5,-,-,zebra,dif>=2,4,362,252,1.44,164,198,45.3,-97.4,-26.91,0,-1.06,-17.82,-15.68,44,44,88,-23.18,-50.76,104,115,219,,,,,207,,,,0,-9.74,36.2,1.666,60.0,-14.7,6.5,100.54,-1.0,-4.0,-26.51,0.43,1,9,8,-5.37,-33.16,-16.76,-20.14,-32.93,-29.82,-17.82,88,12.01,1,-20.58,-14.7,0,2,0,-23.13,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,7.5,-,-,zebra,-,4,2058,828,2.49,1174,884,57.0,-97.44,-4.73,0,0.58,-5.7,-29.48,291,226,517,-7.08,-86.56,681,541,1222,,,,,442,,,,0,-9.74,205.8,1.686,59.3,-2.3,6.4,114.98,-0.8,-4.0,-42.67,12.67,4,6,11,-1.85,-3.78,-6.28,6.25,-9.45,-4.41,-5.7,517,-1.29,3,6.02,7.47,0,2,0,-49.4,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,-,-,-,zebra,tot_env<=1,2,1741,885,1.97,931,810,53.5,-97.44,-5.6,0,0.45,-6.91,-29.84,228,204,432,-6.59,-68.3,549,488,1037,,,,,458,,,,0,-9.74,174.1,1.783,56.1,-2.6,7.6,99.72,-1.0,-2.0,-23.37,0.36,1,9,10,-2.03,-4.52,-7.36,5.39,-10.32,-5.16,-6.91,432,-1.74,5,5.16,6.61,0,2,0,-48.62,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,9.5,-,-,-,zebra,tot_env>=6,5,377,230,1.64,140,237,37.1,-97.55,-25.88,0,-6.28,-20.08,-15.86,31,48,79,-28.42,-61.67,77,140,217,,,,,184,,,,0,-9.76,37.7,2.036,49.1,-12.0,11.7,97.55,-1.0,-4.0,-29.47,5.77,3,7,17,-4.36,-32.77,-13.8,-19.32,-31.9,-27.41,-20.08,79,7.34,4,-19.66,-13.67,0,2,0,-18.91,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,7.5,8.5,-,-,zebra,tot_env>=1,2,493,415,1.19,218,275,44.2,-97.56,-19.79,0,-2.88,-18.39,-19.49,46,60,106,-22.68,-63.5,119,161,280,,,,,290,,,,0,-9.76,49.3,1.854,53.9,-9.7,8.1,97.56,-1.0,-2.0,-35.29,5.81,1,9,10,-4.41,-22.27,-15.51,-11.48,-24.51,-20.17,-18.39,106,1.79,7,-11.71,-7.59,0,2,0,-28.07,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,10.5,1.32,1.86,zebra,-,4,1064,630,1.69,565,499,53.1,-97.66,-9.18,0,-3.42,-14.91,-37.58,125,127,252,-8.98,-54.84,326,285,611,,,,,352,,,,0,-9.77,106.4,1.713,58.4,-5.3,8.4,99.47,-1.0,-4.0,-37.61,3.86,3,7,10,-2.83,-7.79,-11.49,0.75,-13.9,-7.4,-14.91,252,-7.51,5,0.69,3.02,0,2,0,-45.84,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,9.5,-,-,-,zebra,tot_env>=6,4,375,230,1.63,139,236,37.1,-97.71,-26.06,0,-6.28,-20.08,-15.86,31,48,79,-28.09,-60.67,77,139,216,,,,,184,,,,0,-9.77,37.5,2.036,49.1,-12.1,11.6,97.71,-1.0,-4.0,-29.47,5.77,3,7,17,-4.39,-33.11,-13.8,-19.5,-32.08,-27.65,-20.08,79,7.58,1,-19.84,-13.85,0,2,0,-18.91,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,8.5,-,-,zebra,dif 0~1,4,2360,890,2.65,1317,1043,55.8,-97.77,-4.14,0,-0.21,-6.32,-37.5,322,271,593,-6.41,-89.5,761,635,1396,,,,,461,,,,0,-9.78,236.0,1.74,57.5,-1.7,7.0,106.42,-0.9,-4.0,-31.44,12.54,3,7,11,-1.66,-2.93,-6.11,6.85,-8.86,-3.41,-6.32,593,-2.91,1,6.61,8.06,0,2,0,-55.07,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,9.5,-,-,-,zebra,dif>=1,1,405,405,1.0,157,248,38.8,-97.77,-24.14,0,-4.53,-23.98,-22.06,35,57,92,-24.7,-56.56,88,141,229,,,,,277,,,,0,-9.78,40.5,1.97,50.8,-12.0,9.9,97.77,-1.0,-1.0,-33.86,3.67,1,9,12,-5.06,-26.76,-19.45,-15.92,-28.86,-24.19,-23.98,92,0.21,1,-16.2,-11.94,0,2,0,-28.2,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,3.5,8.5,1.32,1.86,zebra,-,4,2029,875,2.32,1183,846,58.3,-97.78,-4.82,0,1.15,-6.12,-31.09,291,217,508,-6.53,-78.47,689,513,1202,,,,,453,,,,0,-9.78,202.9,1.637,61.1,-2.8,6.6,101.78,-1.0,-4.0,-26.95,7.6,3,7,11,-1.94,-3.31,-7.27,6.17,-9.54,-4.38,-6.12,508,-1.74,1,5.93,7.38,0,2,0,-56.26,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,10.5,-,-,zebra,dif>=2,2,329,260,1.27,119,210,36.2,-97.91,-29.76,0,-14.96,-38.71,-29.42,23,53,76,-29.0,-51.62,64,114,178,,,,,215,,,,0,-9.79,32.9,1.985,50.4,-14.2,9.6,97.91,-1.0,-2.0,-33.69,3.75,2,8,11,-5.19,-33.12,-23.75,-22.92,-35.78,-27.07,-38.71,76,-11.64,1,-23.4,-17.56,0,2,0,-28.03,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,9.5,-,-,zebra,dif<=0,5,2144,880,2.44,1177,967,54.9,-97.94,-4.57,0,0.44,-4.86,-26.36,295,247,542,-5.45,-69.9,698,585,1283,,,,,455,,,,0,-9.79,214.4,1.763,56.7,-1.8,7.3,101.53,-1.0,-5.0,-34.85,7.37,3,7,11,-1.8,-4.12,-5.3,6.42,-9.29,-4.47,-4.86,542,-0.4,3,6.19,7.63,0,2,0,-43.58,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,-,-,-,zebra,tot_env<=1,2,1734,885,1.96,926,808,53.4,-97.94,-5.65,0,0.38,-6.69,-28.84,228,203,431,-6.53,-67.46,547,486,1033,,,,,458,,,,0,-9.79,173.4,1.784,56.1,-2.7,7.6,100.22,-1.0,-2.0,-23.37,0.31,1,9,10,-2.05,-4.77,-7.07,5.34,-10.37,-5.3,-6.69,431,-1.39,1,5.11,6.55,0,2,0,-46.62,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,9.5,9.5,-,-,zebra,tot_env>=1,1,356,356,1.0,134,222,37.6,-97.97,-27.52,0,-4.54,-23.55,-20.72,34,54,88,-25.76,-52.8,79,126,205,,,,,263,,,,0,-9.8,35.6,1.958,51.1,-13.4,9.5,97.97,-1.0,-1.0,-38.68,4.29,2,8,16,-5.53,-32.84,-19.01,-19.76,-33.54,-28.82,-23.55,88,5.28,1,-20.22,-15.32,0,2,0,-26.05,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,2.5,7.5,-,-,zebra,dif>=0,6,2130,827,2.58,1222,908,57.4,-97.97,-4.6,0,0.6,-5.52,-29.61,303,233,536,-6.75,-85.23,708,554,1262,,,,,442,,,,0,-9.8,213.0,1.679,59.6,-2.2,6.3,116.3,-0.8,-6.0,-41.27,11.43,4,6,13,-1.82,-3.65,-6.12,6.39,-9.32,-4.29,-5.52,536,-1.24,3,6.15,7.6,0,2,0,-49.96,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,8.5,8.5,-,-,zebra,-,1,690,690,1.0,323,367,46.8,-97.98,-14.2,0,-4.14,-15.34,-26.23,78,93,171,-14.23,-58.61,193,219,412,,,,,391,,,,0,-9.8,69.0,1.862,53.7,-6.9,8.5,98.96,-1.0,-1.0,-35.19,1.25,2,8,13,-4.05,-16.08,-11.2,-3.9,-18.92,-13.82,-15.34,171,-1.51,1,-4.02,-2.0,0,2,0,-29.78,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,9.5,-,-,zebra,dif<=0,4,2118,880,2.41,1159,959,54.7,-98.13,-4.63,0,0.55,-5.14,-27.57,290,246,536,-5.76,-73.09,687,583,1270,,,,,455,,,,0,-9.81,211.8,1.766,56.6,-1.9,7.3,103.22,-1.0,-4.0,-35.9,7.37,4,6,11,-1.8,-3.98,-5.69,6.36,-9.35,-4.46,-5.14,536,-0.68,1,6.12,7.57,0,2,0,-46.29,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,2.5,8.5,-,-,zebra,dif 0~1,6,2452,890,2.76,1377,1075,56.2,-98.15,-4.0,0,-0.38,-6.18,-38.16,337,280,617,-6.3,-91.52,796,656,1452,,,,,461,,,,0,-9.81,245.2,1.733,57.7,-1.5,6.9,110.78,-0.9,-6.0,-32.5,10.94,3,7,13,-1.63,-2.88,-5.8,6.99,-8.72,-3.27,-6.18,617,-2.92,1,6.75,8.2,0,2,0,-54.61,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,10.5,-,-,zebra,dif<=0,2,1602,876,1.83,843,759,52.6,-98.22,-6.13,0,-0.16,-8.96,-35.92,204,197,401,-7.23,-69.03,497,458,955,,,,,453,,,,0,-9.82,160.2,1.8,55.6,-2.9,7.7,100.5,-1.0,-2.0,-29.73,2.44,1,9,10,-2.16,-4.48,-8.8,4.86,-10.85,-5.19,-8.96,401,-3.77,1,4.62,6.07,0,2,0,-53.95,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,10.5,1.62,1.86,zebra,-,4,1320,780,1.69,715,605,54.2,-98.33,-7.45,0,-1.72,-11.67,-38.52,171,159,330,-9.18,-71.57,416,364,780,,,,,417,,,,0,-9.83,132.0,1.713,58.4,-4.2,7.9,100.06,-1.0,-4.0,-28.57,3.9,1,9,10,-2.58,-5.92,-9.95,3.41,-12.17,-6.04,-11.67,330,-5.63,1,3.2,4.75,0,2,0,-49.94,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,5.5,7.5,-,-,zebra,-,4,1829,826,2.21,1024,805,56.0,-98.33,-5.38,0,1.67,-4.51,-20.97,262,203,465,-7.25,-79.13,600,492,1092,,,,,442,,,,0,-9.83,182.9,1.705,58.7,-2.7,6.7,103.75,-0.9,-4.0,-35.95,10.29,3,7,10,-2.01,-4.87,-6.18,5.61,-10.1,-5.67,-4.51,465,1.16,5,5.38,6.83,0,2,0,-43.73,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,7.5,-,-,zebra,dif>=0,7,2139,827,2.59,1228,911,57.4,-98.4,-4.6,0,0.63,-5.27,-28.38,306,233,539,-6.56,-83.14,713,554,1267,,,,,442,,,,0,-9.84,213.9,1.678,59.6,-2.2,6.3,115.73,-0.9,-7.0,-41.27,10.43,4,6,13,-1.82,-3.79,-5.9,6.39,-9.32,-4.38,-5.27,539,-0.89,3,6.15,7.6,0,2,0,-48.35,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,8.5,-,-,zebra,dif>=2,5,363,252,1.44,164,199,45.2,-98.4,-27.11,0,-1.06,-17.82,-15.68,44,44,88,-23.18,-50.76,104,115,219,,,,,207,,,,0,-9.84,36.3,1.665,60.0,-14.9,6.5,101.54,-1.0,-5.0,-27.42,0.43,1,9,8,-5.36,-33.45,-16.76,-20.34,-33.13,-30.08,-17.82,88,12.26,4,-20.78,-14.9,0,2,0,-23.13,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,7.5,10.5,-,-,zebra,tot_env<=0,3,1141,731,1.56,575,566,50.4,-98.41,-8.62,0,1.15,-9.49,-27.32,144,144,288,-8.69,-59.62,346,340,686,,,,,391,,,,0,-9.84,114.1,1.829,54.7,-4.3,8.2,100.04,-1.0,-3.0,-28.5,1.41,1,9,10,-2.62,-7.37,-10.64,1.93,-13.34,-8.33,-9.49,288,-1.15,6,1.77,3.58,0,2,0,-46.5,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,10.5,-,-,zebra,dif>=2,1,370,370,1.0,150,220,40.5,-98.42,-26.6,0,-5.35,-24.81,-23.82,40,56,96,-24.94,-53.87,90,126,216,,,,,282,,,,0,-9.84,37.0,1.862,53.7,-13.2,8.5,100.52,-1.0,-1.0,-25.41,2.8,1,9,9,-5.65,-31.15,-19.46,-18.71,-32.62,-27.23,-24.81,96,2.41,1,-19.11,-14.4,0,2,0,-28.02,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,3.5,7.5,-,-,zebra,-,4,2056,828,2.48,1172,884,57.0,-98.46,-4.79,0,0.55,-5.81,-30.0,290,226,516,-7.18,-87.58,679,541,1220,,,,,442,,,,0,-9.85,205.6,1.686,59.3,-2.3,6.4,116.0,-0.8,-4.0,-43.17,12.67,4,6,11,-1.87,-3.82,-6.36,6.2,-9.51,-4.45,-5.81,516,-1.37,1,5.96,7.41,0,2,0,-49.92,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,7.5,-,-,zebra,dif>=0,6,2132,827,2.58,1223,909,57.4,-98.57,-4.62,0,0.63,-5.44,-29.21,304,233,537,-6.72,-84.83,709,554,1263,,,,,442,,,,0,-9.86,213.2,1.678,59.6,-2.2,6.3,116.9,-0.8,-6.0,-41.27,11.43,4,6,13,-1.83,-3.73,-6.07,6.37,-9.34,-4.35,-5.44,537,-1.09,2,6.13,7.58,0,2,0,-49.56,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,10.5,-,-,zebra,dif 0~1,2,1785,908,1.97,956,829,53.6,-98.64,-5.53,0,0.6,-6.17,-26.88,232,204,436,-6.05,-63.57,560,491,1051,,,,,467,,,,0,-9.86,178.5,1.781,56.1,-2.6,7.6,100.92,-1.0,-2.0,-23.37,1.97,3,7,10,-2.04,-4.78,-6.77,5.46,-10.25,-5.32,-6.17,436,-0.85,1,5.23,6.68,0,2,0,-45.36,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,9.5,-,-,zebra,dif<=0,4,2100,880,2.39,1147,953,54.6,-98.75,-4.7,0,1.08,-4.9,-26.14,289,244,533,-5.97,-75.07,678,580,1258,,,,,455,,,,0,-9.87,210.0,1.768,56.6,-1.9,7.4,103.2,-1.0,-4.0,-34.47,7.37,4,6,11,-1.82,-3.91,-5.98,6.29,-9.42,-4.63,-4.9,533,-0.27,1,6.05,7.5,0,2,0,-48.16,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,8.5,-,-,zebra,dif 0~1,6,2454,890,2.76,1378,1076,56.2,-98.75,-4.02,0,-0.36,-6.11,-37.76,338,280,618,-6.27,-91.12,797,656,1453,,,,,461,,,,0,-9.88,245.4,1.733,57.7,-1.6,6.9,111.38,-0.9,-6.0,-32.5,10.94,3,7,13,-1.64,-2.95,-5.75,6.97,-8.74,-3.32,-6.11,618,-2.79,2,6.73,8.18,0,2,0,-54.21,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,7.5,-,-,zebra,dif>=0,6,2105,827,2.55,1204,901,57.2,-98.86,-4.7,0,0.8,-5.55,-29.24,297,230,527,-6.91,-86.23,697,550,1247,,,,,442,,,,0,-9.89,210.5,1.681,59.5,-2.3,6.4,116.71,-0.8,-5.0,-42.21,12.05,4,6,12,-1.84,-3.68,-6.35,6.29,-9.42,-4.41,-5.55,527,-1.14,3,6.06,7.51,0,2,0,-51.02,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,8.5,1.32,1.98,zebra,-,2,1541,888,1.74,834,707,54.1,-98.92,-6.42,0,-0.38,-8.76,-33.3,200,180,380,-8.72,-79.6,482,431,913,,,,,460,,,,0,-9.89,154.1,1.742,57.4,-3.3,7.5,101.2,-1.0,-2.0,-21.51,8.67,1,9,10,-2.35,-5.19,-8.38,4.57,-11.14,-5.65,-8.76,380,-3.11,1,4.33,5.78,0,2,0,-49.63,0,DIRECAO
