passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,dano_par,roi_sem3_par,vol3_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv,acima_sorte_par,premio,premio_alto,sem_tot,sem_pos,ult_sem_u,robusta,selo
P2,-,0.0,-,-,,-,0,-,0.5,-,1.62,1.68,zebra,-,3,775,601,1.29,455,320,58.7,-27.57,-3.56,0,0.28,-6.15,-12.06,112,84,196,-4.64,-21.8,273,197,470,,,,,353,,,,0,-2.76,77.5,1.642,60.9,-2.2,7.0,42.6,-0.6,-3.0,-11.99,5.31,4,6,7,-1.07,-1.79,-6.43,6.19,-8.28,-2.68,-6.15,196,-3.47,4,6.16,8.65,0,2,0,-18.96,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.68,zebra,-,1,467,467,1.0,275,192,58.9,-27.64,-5.92,0,4.87,-8.85,-10.53,68,51,119,-11.69,-33.44,158,128,286,,,,,294,,,,0,-2.76,46.7,1.597,62.6,-3.7,6.5,43.41,-0.6,-1.0,-8.3,2.2,3,7,9,-1.62,-0.89,-13.72,2.88,-10.64,-4.92,-8.85,119,-3.93,1,2.84,6.28,0,2,0,-25.11,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.32,1.98,zebra,-,2,1058,652,1.62,635,423,60.0,-27.83,-2.63,0,1.61,-4.45,-11.97,159,110,269,-5.99,-37.93,368,265,633,,,,,377,,,,0,-2.78,105.8,1.626,61.5,-1.5,6.1,54.47,-0.5,-2.0,-23.61,13.09,4,6,12,-0.88,-0.5,-6.06,7.43,-7.35,-2.01,-4.45,269,-2.44,1,7.35,9.57,0,2,0,-24.6,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,dif>=0,1,638,638,1.0,367,271,57.5,-27.85,-4.37,0,1.42,-4.05,-6.68,95,70,165,-8.31,-32.08,213,173,386,,,,,372,,,,0,-2.79,63.8,1.667,60.0,-2.5,6.5,40.55,-0.7,-1.0,-16.82,6.05,4,6,9,-1.33,-3.64,-5.47,5.61,-9.09,-4.48,-4.05,165,0.43,1,5.55,7.84,0,2,0,-13.84,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,-,2,643,641,1.0,370,273,57.5,-27.9,-4.34,0,1.42,-4.05,-6.68,95,70,165,-8.38,-32.51,214,174,388,,,,,373,,,,0,-2.79,64.3,1.667,60.0,-2.5,6.5,39.98,-0.7,-2.0,-16.25,6.05,4,6,9,-1.32,-3.61,-5.47,5.66,-9.06,-4.44,-4.05,165,0.39,7,5.59,7.86,0,2,0,-13.84,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.68,zebra,-,2,469,467,1.0,276,193,58.8,-28.07,-5.99,0,4.87,-8.85,-10.53,68,51,119,-11.45,-32.87,159,128,287,,,,,294,,,,0,-2.81,46.9,1.597,62.6,-3.8,6.5,42.84,-0.7,-2.0,-8.3,2.2,3,7,9,-1.64,-1.03,-13.72,2.82,-10.71,-5.01,-8.85,119,-3.84,5,2.77,6.22,0,2,0,-25.11,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env>=3,3,278,209,1.33,167,111,60.1,-28.11,-10.11,0,0.98,-10.33,-7.13,41,28,69,-13.19,-22.42,99,71,170,,,,,166,,,,0,-2.81,27.8,1.497,66.8,-6.7,5.4,36.36,-0.8,-3.0,-9.58,4.13,2,8,5,-2.09,-9.35,-11.31,-3.76,-16.13,-10.04,-10.33,69,-0.3,3,-4.0,2.09,0,2,0,-12.21,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,dif>=0,3,640,638,1.0,368,272,57.5,-28.28,-4.42,0,1.42,-4.05,-6.68,95,70,165,-8.14,-31.51,214,173,387,,,,,372,,,,0,-2.83,64.0,1.666,60.0,-2.5,6.5,39.98,-0.7,-2.0,-16.25,6.05,4,6,9,-1.34,-3.73,-5.47,5.56,-9.14,-4.55,-4.05,165,0.5,3,5.49,7.78,0,2,0,-13.84,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,9.5,1.77,1.86,zebra,-,1,266,266,1.0,131,135,49.2,-28.33,-10.65,0,-6.27,-22.02,-12.33,24,32,56,-17.16,-25.57,68,81,149,,,,,206,,,,0,-2.83,26.6,1.816,55.1,-5.8,8.4,29.31,-1.0,-1.0,-8.65,5.73,2,8,9,-1.91,-7.72,-15.75,-3.75,-16.67,-7.62,-22.02,56,-14.4,1,-4.26,1.55,0,2,0,-15.28,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,-,1.96,1.98,zebra,-,2,273,247,1.11,124,149,45.4,-28.41,-10.41,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,206,,,,0,-2.84,27.3,1.973,50.7,-5.3,9.3,39.88,-0.7,-2.0,-11.5,7.18,3,7,8,-1.67,-14.34,-3.39,-3.69,-16.43,-15.98,10.7,57,26.68,1,-4.11,1.8,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,7.5,1.62,1.98,zebra,-,1,605,605,1.0,327,278,54.0,-28.9,-4.78,0,0.82,-8.8,-13.91,82,76,158,-8.69,-31.11,186,172,358,,,,,358,,,,0,-2.89,60.5,1.77,56.5,-2.5,7.5,34.28,-0.8,-1.0,-7.32,7.16,1,9,6,-1.33,-1.61,-9.62,4.99,-9.5,-3.35,-8.8,158,-5.45,6,4.96,7.43,0,2,0,-22.99,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,5.5,6.5,-,-,zebra,-,3,1062,650,1.63,632,430,59.5,-29.38,-2.77,0,1.97,-1.82,-4.98,164,109,273,-4.77,-30.41,373,265,638,,,,,377,,,,0,-2.94,106.2,1.637,61.1,-1.6,6.1,45.83,-0.6,-3.0,-21.99,7.9,5,5,12,-0.91,-2.12,-3.79,7.28,-7.49,-3.09,-1.82,273,1.27,6,7.21,9.44,0,2,0,-15.54,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.96,1.98,zebra,-,3,276,248,1.11,125,151,45.3,-29.44,-10.67,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,207,,,,0,-2.94,27.6,1.973,50.7,-5.4,9.3,41.86,-0.7,-2.0,-11.16,5.53,3,7,8,-1.74,-14.67,-3.39,-3.94,-16.69,-16.23,10.7,57,26.93,4,-4.36,1.54,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.32,1.68,zebra,-,2,859,598,1.44,522,337,60.8,-29.47,-3.43,0,3.97,-4.13,-9.16,134,88,222,-5.99,-31.16,308,212,520,,,,,359,,,,0,-2.95,85.9,1.588,63.0,-2.2,6.0,48.74,-0.6,-2.0,-13.41,9.39,4,6,12,-1.1,-0.44,-8.1,6.29,-8.15,-3.19,-4.13,222,-0.94,1,6.27,8.77,0,2,0,-27.14,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,9.5,1.32,1.86,zebra,-,1,883,883,1.0,510,373,57.8,-29.59,-3.35,0,-1.32,-7.64,-16.04,116,94,210,-4.27,-22.14,297,222,519,,,,,452,,,,0,-2.96,88.3,1.681,59.5,-1.7,7.3,30.93,-1.0,-1.0,-11.6,3.31,2,8,5,-1.2,-1.58,-6.32,7.64,-8.07,-2.01,-7.64,210,-5.62,1,7.4,8.85,0,2,0,-20.86,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.32,1.98,zebra,-,3,1248,652,1.91,757,491,60.7,-29.6,-2.37,0,0.26,-5.44,-17.04,184,129,313,-5.72,-42.63,438,307,745,,,,,377,,,,0,-2.96,124.8,1.613,62.0,-1.3,5.8,59.79,-0.5,-3.0,-28.75,23.1,4,6,9,-0.82,-0.34,-5.7,7.69,-7.09,-1.34,-5.44,313,-4.1,1,7.61,9.83,0,2,0,-26.96,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,9.5,1.32,1.68,zebra,-,2,450,379,1.19,257,193,57.1,-29.73,-6.61,0,-5.4,-12.93,-13.96,57,51,108,-3.15,-8.42,158,109,267,,,,,226,,,,0,-2.97,45.0,1.631,61.3,-4.2,7.9,31.03,-1.0,-2.0,-11.48,8.1,3,7,5,-1.56,-6.01,-7.53,1.36,-12.63,-4.61,-12.93,108,-8.31,1,1.0,5.6,0,2,0,-13.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,7.5,1.62,1.86,zebra,-,3,926,668,1.39,534,392,57.7,-29.79,-3.22,0,2.73,-3.2,-7.64,138,101,239,-7.02,-38.96,308,247,555,,,,,388,,,,0,-2.98,92.6,1.68,59.5,-1.8,6.8,48.31,-0.6,-3.0,-12.8,8.46,3,7,6,-1.0,-1.54,-5.93,6.95,-7.94,-3.22,-3.2,239,0.03,4,6.85,8.99,0,2,0,-20.94,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,9.5,1.77,1.86,zebra,-,3,344,306,1.12,173,171,50.3,-30.0,-8.72,0,-4.75,-13.95,-10.6,36,40,76,-12.95,-25.12,93,101,194,,,,,238,,,,0,-3.0,34.4,1.816,55.1,-4.8,8.2,33.43,-0.9,-2.0,-13.79,6.26,3,7,10,-1.67,-8.44,-9.2,-1.44,-14.74,-7.24,-13.95,76,-6.71,4,-2.08,3.48,0,2,0,-11.59,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,7.5,1.62,1.98,zebra,-,1,755,755,1.0,418,337,55.4,-30.15,-3.99,0,0.1,-8.7,-16.87,103,91,194,-7.32,-32.93,242,208,450,,,,,417,,,,0,-3.01,75.5,1.742,57.4,-2.0,7.1,36.53,-0.8,-1.0,-10.91,5.63,3,7,6,-1.27,-0.98,-8.8,6.71,-8.71,-2.37,-8.7,194,-6.33,1,6.53,8.21,0,2,0,-25.62,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,9.5,1.77,1.86,zebra,-,3,346,308,1.12,174,172,50.3,-30.2,-8.73,0,-4.75,-13.95,-10.6,36,40,76,-12.95,-25.12,93,101,194,,,,,240,,,,0,-3.02,34.6,1.816,55.1,-4.8,8.1,33.63,-0.9,-2.0,-13.79,5.26,3,7,10,-1.67,-8.46,-9.2,-1.43,-14.75,-7.26,-13.95,76,-6.69,4,-2.06,3.47,0,2,0,-11.59,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.32,1.86,zebra,-,1,897,897,1.0,518,379,57.7,-30.22,-3.37,0,-0.8,-7.53,-16.18,119,96,215,-4.43,-23.36,301,226,527,,,,,459,,,,0,-3.02,89.7,1.681,59.5,-1.7,7.3,31.97,-0.9,-1.0,-10.79,3.13,1,9,5,-1.22,-1.36,-6.73,7.62,-8.09,-2.06,-7.53,215,-5.47,1,7.38,8.83,0,2,0,-22.55,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.96,1.98,zebra,-,2,271,245,1.11,122,149,45.0,-30.35,-11.2,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,204,,,,0,-3.04,27.1,1.973,50.7,-5.7,9.3,40.84,-0.7,-2.0,-12.48,6.22,3,7,8,-1.79,-15.62,-3.39,-4.5,-17.22,-17.03,10.7,57,27.73,1,-4.91,1.0,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,-,1.96,1.98,zebra,-,3,275,247,1.11,124,151,45.1,-30.41,-11.06,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,206,,,,0,-3.04,27.5,1.973,50.7,-5.6,9.3,41.88,-0.7,-2.0,-11.5,5.53,3,7,8,-1.8,-15.31,-3.39,-4.34,-17.08,-16.75,10.7,57,27.45,4,-4.76,1.14,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,7.5,1.62,1.98,zebra,-,2,1101,757,1.45,620,481,56.3,-30.42,-2.76,0,0.29,-5.24,-14.84,156,127,283,-7.63,-49.9,351,303,654,,,,,418,,,,0,-3.04,110.1,1.734,57.7,-1.4,6.9,53.11,-0.6,-2.0,-20.88,11.82,2,8,8,-0.9,-1.05,-5.53,7.96,-7.48,-1.9,-5.24,283,-3.34,1,7.77,9.44,0,2,0,-23.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,9.5,1.77,1.86,zebra,-,2,343,306,1.12,172,171,50.1,-30.83,-8.99,0,-4.75,-13.95,-10.6,36,40,76,-12.95,-25.12,93,101,194,,,,,238,,,,0,-3.08,34.3,1.816,55.1,-4.9,8.2,34.26,-0.9,-2.0,-13.79,5.43,3,7,10,-1.72,-8.87,-9.2,-1.7,-15.01,-7.58,-13.95,76,-6.37,1,-2.34,3.21,0,2,0,-11.59,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.32,1.68,zebra,-,3,862,598,1.44,523,339,60.7,-30.9,-3.58,0,3.97,-4.13,-9.16,134,88,222,-5.87,-30.59,309,212,521,,,,,359,,,,0,-3.09,86.2,1.588,63.0,-2.3,6.0,48.17,-0.6,-3.0,-12.98,9.39,4,6,12,-1.14,-0.71,-8.1,6.14,-8.3,-3.4,-4.13,222,-0.73,4,6.12,8.62,0,2,0,-27.14,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,9.5,1.77,1.86,zebra,-,2,345,308,1.12,173,172,50.1,-31.03,-8.99,0,-4.75,-13.95,-10.6,36,40,76,-12.95,-25.12,93,101,194,,,,,240,,,,0,-3.1,34.5,1.816,55.1,-4.9,8.1,34.46,-0.9,-2.0,-13.79,4.43,3,7,10,-1.73,-8.88,-9.2,-1.69,-15.01,-7.59,-13.95,76,-6.35,1,-2.32,3.21,0,2,0,-11.59,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,9.5,1.77,1.86,zebra,-,3,340,303,1.12,170,170,50.0,-31.44,-9.25,0,-5.84,-16.46,-12.18,34,40,74,-13.98,-26.56,90,100,190,,,,,235,,,,0,-3.14,34.0,1.816,55.1,-5.1,8.2,34.08,-0.9,-2.0,-13.79,6.26,3,7,10,-1.76,-8.46,-10.62,-1.99,-15.27,-7.24,-16.46,74,-9.22,4,-2.64,2.96,0,2,0,-13.17,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,dif>=0,6,1374,650,2.11,836,538,60.8,-31.45,-2.29,0,0.2,-3.85,-13.39,208,140,348,-4.47,-36.42,486,329,815,,,,,377,,,,0,-3.15,137.4,1.611,62.1,-1.2,5.6,62.91,-0.5,-6.0,-28.31,24.63,5,5,11,-0.8,-1.21,-4.05,7.76,-7.01,-1.76,-3.85,348,-2.09,1,7.68,9.91,0,2,0,-21.16,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,2.5,6.5,-,-,zebra,-,6,1369,652,2.1,832,537,60.8,-31.64,-2.31,0,0.15,-4.24,-14.62,205,140,345,-4.87,-39.51,481,330,811,,,,,377,,,,0,-3.16,136.9,1.612,62.0,-1.3,5.6,63.55,-0.5,-5.0,-28.31,25.25,4,6,10,-0.81,-1.04,-4.39,7.75,-7.03,-1.66,-4.24,345,-2.58,3,7.67,9.89,0,2,0,-22.77,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.62,1.68,zebra,-,3,634,533,1.19,366,268,57.7,-31.76,-5.01,0,-0.94,-10.03,-16.15,88,73,161,-6.19,-24.06,222,167,389,,,,,317,,,,0,-3.18,63.4,1.644,60.8,-3.1,7.4,37.44,-0.8,-3.0,-10.04,0.41,1,9,7,-1.4,-2.39,-9.09,4.31,-9.73,-3.3,-10.03,161,-6.73,4,4.35,7.19,0,2,0,-22.55,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,7.5,1.62,1.98,zebra,-,2,1092,755,1.45,614,478,56.2,-32.01,-2.93,0,0.42,-4.82,-13.49,155,125,280,-7.46,-48.55,350,301,651,,,,,417,,,,0,-3.2,109.2,1.734,57.7,-1.4,6.9,52.02,-0.6,-2.0,-20.88,11.82,2,8,7,-0.95,-1.49,-5.24,7.78,-7.65,-2.28,-4.82,280,-2.54,1,7.59,9.27,0,2,0,-21.97,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,-,5,1368,652,2.1,831,537,60.7,-32.02,-2.34,0,0.15,-4.24,-14.62,205,140,345,-4.87,-39.51,481,330,811,,,,,377,,,,0,-3.2,136.8,1.612,62.0,-1.3,5.6,63.55,-0.5,-5.0,-28.31,24.87,4,6,10,-0.82,-1.09,-4.39,7.72,-7.06,-1.7,-4.24,345,-2.54,3,7.64,9.86,0,2,0,-22.77,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,-,6,1378,652,2.11,838,540,60.8,-32.07,-2.33,0,0.2,-3.85,-13.39,208,140,348,-4.59,-37.42,486,330,816,,,,,377,,,,0,-3.21,137.8,1.611,62.1,-1.3,5.6,63.15,-0.5,-6.0,-28.31,24.25,5,5,11,-0.82,-1.28,-4.05,7.74,-7.05,-1.81,-3.85,348,-2.03,4,7.66,9.88,0,2,0,-21.16,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,dif>=0,-,1376,650,2.12,837,539,60.8,-32.08,-2.33,0,0.2,-3.85,-13.39,208,140,348,-4.47,-36.42,486,329,815,,,,,377,,,,0,-3.21,137.6,1.61,62.1,-1.3,5.6,63.54,-0.5,-7.0,-28.31,24.63,5,5,11,-0.81,-1.28,-4.05,7.72,-7.05,-1.82,-3.85,348,-2.03,1,7.64,9.87,0,2,0,-21.16,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.98,zebra,-,1,621,621,1.0,357,264,57.5,-32.24,-5.19,0,0.47,-8.14,-12.94,89,70,159,-10.78,-40.55,204,172,376,,,,,364,,,,0,-3.22,62.1,1.653,60.5,-3.0,6.5,47.56,-0.7,-1.0,-17.96,4.82,2,8,9,-1.58,-2.95,-8.61,4.68,-9.91,-4.18,-8.14,159,-3.96,1,4.63,7.01,0,2,0,-21.17,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,9.5,1.77,1.86,zebra,-,2,339,303,1.12,169,170,49.9,-32.27,-9.52,0,-5.84,-16.46,-12.18,34,40,74,-13.98,-26.56,90,100,190,,,,,235,,,,0,-3.23,33.9,1.816,55.1,-5.2,8.2,34.91,-0.9,-2.0,-13.79,5.43,3,7,10,-1.82,-8.88,-10.62,-2.26,-15.54,-7.58,-16.46,74,-8.88,1,-2.91,2.68,0,2,0,-13.17,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.62,1.68,zebra,-,2,623,533,1.17,359,264,57.6,-32.32,-5.19,0,-0.43,-9.47,-15.15,88,72,160,-6.45,-24.7,218,165,383,,,,,317,,,,0,-3.23,62.3,1.644,60.8,-3.2,7.4,36.7,-0.9,-2.0,-9.04,-0.34,0,10,7,-1.46,-2.68,-9.04,4.13,-9.91,-3.71,-9.47,160,-5.76,1,4.18,7.01,0,2,0,-22.23,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.96,1.98,zebra,-,3,273,245,1.11,122,151,44.7,-32.35,-11.85,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,204,,,,0,-3.24,27.3,1.973,50.7,-6.0,9.3,42.84,-0.8,-2.0,-12.48,5.53,3,7,8,-1.93,-16.59,-3.39,-5.15,-17.87,-17.8,10.7,57,28.5,4,-5.56,0.35,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.32,1.86,zebra,-,2,1020,642,1.59,616,404,60.4,-32.35,-3.17,0,2.68,-3.78,-9.9,157,105,262,-5.87,-36.0,360,253,613,,,,,375,,,,0,-3.24,102.0,1.606,62.3,-1.9,6.0,51.31,-0.6,-2.0,-20.12,10.02,3,7,12,-1.06,-1.13,-6.46,6.83,-7.89,-2.96,-3.78,262,-0.82,1,6.76,9.03,0,2,0,-25.27,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,-,4,1344,652,2.06,814,530,60.6,-32.46,-2.42,0,0.52,-4.07,-13.73,200,137,337,-4.95,-39.49,472,326,798,,,,,377,,,,0,-3.25,134.4,1.615,61.9,-1.4,5.7,63.35,-0.5,-4.0,-28.75,25.33,5,5,11,-0.84,-1.09,-4.59,7.65,-7.14,-1.86,-4.07,337,-2.21,3,7.57,9.79,0,2,0,-23.31,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,3.5,6.5,-,-,zebra,-,5,1344,652,2.06,814,530,60.6,-32.53,-2.42,0,0.46,-4.24,-14.25,199,137,336,-5.09,-40.51,470,326,796,,,,,377,,,,0,-3.25,134.4,1.615,61.9,-1.4,5.7,63.96,-0.5,-4.0,-29.25,25.87,5,5,11,-0.84,-1.04,-4.7,7.64,-7.14,-1.81,-4.24,336,-2.43,4,7.56,9.78,0,2,0,-23.83,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,7.5,1.32,1.98,zebra,-,1,826,826,1.0,463,363,56.1,-32.58,-3.94,0,1.1,-6.96,-14.27,112,93,205,-6.51,-31.55,266,219,485,,,,,441,,,,0,-3.26,82.6,1.723,58.1,-2.0,7.1,36.79,-0.9,-1.0,-11.41,5.25,2,8,6,-1.32,-1.41,-8.06,7.04,-8.66,-2.95,-6.96,205,-4.01,1,6.81,8.26,0,2,0,-25.39,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.98,zebra,-,2,623,621,1.0,358,265,57.5,-32.67,-5.24,0,0.47,-8.14,-12.94,89,70,159,-10.6,-39.98,205,172,377,,,,,364,,,,0,-3.27,62.3,1.653,60.5,-3.0,6.5,46.99,-0.7,-2.0,-17.39,4.82,2,8,9,-1.59,-3.05,-8.61,4.62,-9.96,-4.25,-8.14,159,-3.89,5,4.58,6.96,0,2,0,-21.17,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,-,7,1380,652,2.12,839,541,60.8,-32.7,-2.37,0,0.2,-3.85,-13.39,208,140,348,-4.59,-37.42,486,330,816,,,,,377,,,,0,-3.27,138.0,1.61,62.1,-1.3,5.6,63.78,-0.5,-7.0,-28.31,24.25,5,5,11,-0.83,-1.35,-4.05,7.69,-7.09,-1.87,-3.85,348,-1.98,2,7.61,9.83,0,2,0,-21.16,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.32,1.68,zebra,-,3,1090,610,1.79,671,419,61.6,-33.0,-3.03,0,1.67,-6.41,-17.44,161,111,272,-5.6,-36.34,389,260,649,,,,,364,,,,0,-3.3,109.0,1.575,63.5,-1.9,5.7,59.97,-0.6,-3.0,-20.44,20.58,4,6,9,-1.02,0.02,-8.08,6.77,-7.75,-1.9,-6.41,272,-4.51,1,6.74,9.18,0,2,1,-33.14,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,7.5,1.62,1.86,zebra,-,2,758,625,1.21,430,328,56.7,-33.11,-4.37,0,2.2,-6.06,-12.06,111,88,199,-8.96,-41.04,248,210,458,,,,,370,,,,0,-3.31,75.8,1.687,59.3,-2.5,7.1,46.6,-0.7,-2.0,-13.51,5.16,3,7,6,-1.29,-1.81,-8.26,5.53,-9.09,-3.77,-6.06,199,-2.29,5,5.47,7.83,0,2,0,-24.86,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.32,1.98,zebra,-,2,1037,649,1.6,618,419,59.6,-33.19,-3.2,0,1.46,-4.21,-11.24,158,109,267,-6.14,-38.45,363,263,626,,,,,376,,,,0,-3.32,103.7,1.627,61.4,-1.9,6.1,53.42,-0.6,-2.0,-23.7,8.36,4,6,12,-1.06,-1.63,-5.67,6.84,-7.92,-2.85,-4.21,267,-1.36,1,6.77,9.0,0,2,0,-22.87,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,9.5,1.32,1.68,zebra,-,2,1271,800,1.59,771,500,60.7,-33.31,-2.62,0,0.99,-4.02,-12.74,189,128,317,-3.93,-29.48,449,302,751,,,,,432,,,,0,-3.33,127.1,1.605,62.3,-1.7,6.6,50.56,-0.7,-2.0,-17.04,9.78,4,6,8,-0.98,-1.14,-5.01,8.37,-7.34,-2.16,-4.02,317,-1.86,1,8.13,9.58,0,2,0,-24.38,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,3.5,6.5,-,-,zebra,-,4,1342,652,2.06,812,530,60.5,-33.48,-2.49,0,0.46,-4.24,-14.25,199,137,336,-5.09,-40.51,470,326,796,,,,,377,,,,0,-3.35,134.2,1.615,61.9,-1.4,5.7,64.37,-0.5,-4.0,-29.25,25.33,5,5,11,-0.86,-1.16,-4.7,7.57,-7.21,-1.91,-4.24,336,-2.33,1,7.49,9.71,0,2,0,-23.83,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.86,zebra,-,1,561,561,1.0,325,236,57.9,-33.73,-6.01,0,2.27,-8.46,-12.6,84,65,149,-11.35,-39.27,189,157,346,,,,,340,,,,0,-3.37,56.1,1.625,61.5,-3.6,6.5,46.61,-0.7,-1.0,-12.93,2.96,3,7,9,-1.77,-2.88,-10.73,3.48,-10.73,-5.13,-8.46,149,-3.33,1,3.5,6.19,0,2,0,-24.03,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,7.5,1.77,-,zebra,-,2,524,444,1.18,254,270,48.5,-34.1,-6.51,0,-3.3,-1.74,-2.11,61,60,121,-6.91,-20.37,142,153,295,,,,,275,,,,0,-3.41,52.4,1.935,51.7,-3.2,7.2,40.5,-0.8,-2.0,-19.25,6.41,4,6,6,-1.44,-10.98,1.56,2.08,-11.23,-7.94,-1.74,121,6.19,1,1.95,5.69,0,2,1,2.91,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.86,zebra,-,2,563,561,1.0,326,237,57.9,-34.16,-6.07,0,2.27,-8.46,-12.6,84,65,149,-11.15,-38.7,190,157,347,,,,,340,,,,0,-3.42,56.3,1.625,61.6,-3.6,6.5,46.04,-0.7,-2.0,-12.36,2.96,3,7,9,-1.78,-2.99,-10.73,3.43,-10.79,-5.21,-8.46,149,-3.25,5,3.44,6.14,0,2,0,-24.03,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,-,1.32,1.86,zebra,-,1,892,892,1.0,512,380,57.4,-34.23,-3.84,0,-0.87,-7.73,-16.55,118,96,214,-4.48,-23.55,300,226,526,,,,,456,,,,0,-3.42,89.2,1.682,59.4,-2.0,7.3,34.88,-1.0,-1.0,-10.79,3.31,1,9,5,-1.38,-2.03,-6.86,7.15,-8.56,-2.61,-7.73,214,-5.13,1,6.92,8.37,0,2,0,-22.92,0,DIRECAO
