passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,dano_par,roi_sem3_par,vol3_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv,acima_sorte_par,premio,premio_alto,sem_tot,sem_pos,ult_sem_u,robusta,selo
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env<=0,6,743,462,1.61,449,294,60.4,3.89,0.52,0,-0.07,2.76,5.13,115,71,186,-0.11,-0.47,260,172,432,,,336.8,,295,-22.38,-1.28,3.1,1,0.39,74.3,1.669,59.9,0.5,5.9,21.36,0.2,-6.0,-15.71,8.16,6,4,8,0.14,-0.84,2.83,9.28,-4.2,-0.22,2.76,186,2.98,1,9.22,12.73,0,2,1,7.8,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env<=1,6,936,522,1.79,570,366,60.9,3.29,0.35,0,-0.82,-1.21,-2.92,145,96,241,-1.26,-6.89,330,219,549,,,384.5,,316,-24.52,-1.02,2.4,1,0.33,93.6,1.653,60.5,0.4,5.8,27.24,0.1,-6.0,-16.76,15.42,5,5,11,0.1,0.81,-0.39,9.6,-4.37,0.89,-1.21,241,-2.11,1,9.66,12.55,0,2,1,-1.4,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env<=0,-,745,462,1.61,450,295,60.4,3.26,0.44,0,-0.07,2.76,5.13,115,71,186,-0.11,-0.47,260,172,432,,,401.8,,295,-23.38,-1.36,3.1,1,0.33,74.5,1.668,59.9,0.5,5.9,21.36,0.2,-7.0,-15.71,8.16,6,4,9,0.12,-0.97,2.83,9.19,-4.28,-0.33,2.76,186,3.09,1,9.13,12.64,0,2,1,7.8,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,5.5,-,-,zebra,-,2,617,419,1.47,394,223,63.9,3.19,0.52,0,0.36,-2.03,-3.1,95,58,153,-0.5,-1.81,231,133,364,,,280.6,,284,-13.0,-0.96,2.4,1,0.32,61.7,1.574,63.5,0.3,5.2,21.6,0.1,-2.0,-16.97,18.74,5,5,6,0.15,2.19,-2.39,8.87,-4.2,1.36,-2.03,153,-3.38,4,8.65,12.72,0,2,1,-5.38,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,4.5,5.5,-,-,zebra,-,2,615,417,1.47,392,223,63.7,2.78,0.45,0,0.36,-2.03,-3.1,95,58,153,-0.5,-1.81,231,133,364,,,321.9,,284,-13.0,-1.03,2.4,1,0.28,61.5,1.575,63.5,0.2,5.2,21.6,0.1,-2.0,-16.97,18.33,5,5,6,0.13,2.09,-2.39,8.78,-4.27,1.27,-2.03,153,-3.3,1,8.55,12.65,0,2,1,-5.38,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env<=1,-,938,522,1.8,571,367,60.9,2.66,0.28,0,-0.82,-1.21,-2.92,145,96,241,-1.26,-6.89,330,219,549,,,475.6,,316,-25.52,-1.09,2.3,1,0.27,93.8,1.653,60.5,0.4,5.8,27.24,0.1,-7.0,-16.76,15.42,5,5,11,0.08,0.7,-0.39,9.53,-4.44,0.8,-1.21,241,-2.01,1,9.59,12.49,0,2,1,-1.4,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,5.5,-,-,zebra,-,1,419,419,1.0,265,154,63.2,2.13,0.51,1,2.6,1.39,1.5,69,39,108,0.69,1.72,159,91,250,,,320.7,,284,-8.0,-1.15,2.6,1,0.21,41.9,1.589,62.9,0.3,5.5,13.55,0.2,-1.0,-9.31,9.36,5,5,6,0.14,1.54,-1.21,8.86,-4.21,0.2,1.39,108,1.19,4,8.64,12.71,0,2,1,-1.9,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env 0~3,3,1096,577,1.9,670,426,61.1,1.85,0.17,0,0.93,-1.66,-4.55,164,110,274,-3.25,-21.02,382,264,646,,,720.5,,345,-19.69,-1.07,2.4,1,0.18,109.6,1.643,60.9,0.3,5.8,47.89,0.0,-3.0,-25.01,28.52,6,4,9,0.05,1.81,-2.59,9.76,-4.55,0.78,-1.66,274,-2.44,1,9.76,12.37,0,2,1,-10.61,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,dif<=0,1,508,508,1.0,304,204,59.8,0.86,0.17,0,-2.77,-4.75,-5.89,70,54,124,-2.48,-7.37,173,124,297,,,790.7,,317,-9.31,-1.2,2.6,1,0.09,50.8,1.68,59.5,0.3,6.4,17.63,0.0,-1.0,-8.31,4.7,6,4,5,0.05,1.45,-1.98,9.33,-4.55,1.76,-4.75,124,-6.51,1,9.4,12.37,0,2,1,-3.76,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,4.5,5.5,-,-,zebra,-,3,617,417,1.48,392,225,63.5,0.78,0.13,0,0.36,-2.03,-3.1,95,58,153,-0.5,-1.81,231,133,364,,,1147.4,,284,-13.0,-1.36,2.4,1,0.08,61.7,1.575,63.5,0.0,5.2,22.6,0.0,-2.0,-17.97,17.33,5,5,6,0.04,1.57,-2.39,8.46,-4.59,0.84,-2.03,153,-2.86,6,8.23,12.33,0,2,1,-5.38,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,4.5,5.5,-,-,zebra,-,1,417,417,1.0,263,154,63.1,0.73,0.18,1,2.6,1.39,1.5,69,39,108,0.69,1.72,159,91,250,,,935.6,,284,-8.0,-1.5,2.6,1,0.07,41.7,1.588,63.0,0.1,5.5,13.55,0.1,-1.0,-9.31,9.36,5,5,6,0.05,1.01,-1.21,8.5,-4.54,-0.25,1.39,108,1.64,1,8.28,12.38,0,2,1,-1.9,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,5.5,5.5,-,-,zebra,-,1,417,417,1.0,262,155,62.8,0.52,0.12,1,2.65,1.57,1.7,69,39,108,0.84,2.1,159,91,250,,,1288.5,,284,-8.0,-1.52,2.6,1,0.05,41.7,1.592,62.8,0.0,5.5,13.35,0.0,-1.0,-9.05,9.54,5,5,6,0.03,0.85,-1.08,8.45,-4.6,-0.38,1.57,108,1.96,1,8.23,12.33,0,2,1,-1.7,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.62,-,zebra,-,1,449,449,1.0,262,187,58.4,-0.6,-0.13,0,-0.55,0.86,0.98,67,47,114,-2.42,-6.45,152,114,266,,,,,284,,,,0,-0.06,44.9,1.713,58.4,-0.0,6.3,16.51,-0.0,-1.0,-7.54,8.52,5,5,6,-0.03,-1.07,1.41,8.5,-4.85,-0.47,0.86,114,1.33,1,8.39,12.07,0,2,1,2.39,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,7.5,1.62,1.68,zebra,-,1,511,511,1.0,311,200,60.9,-0.64,-0.13,0,2.36,-0.84,-1.12,81,53,134,-3.86,-12.05,183,129,312,,,,,316,,,,0,-0.06,51.1,1.64,61.0,-0.1,6.8,21.67,-0.0,-1.0,-5.99,9.51,5,5,7,-0.04,1.86,-3.2,9.06,-4.85,0.13,-0.84,134,-0.96,1,9.12,12.08,0,2,1,-6.41,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env 0~3,1,577,577,1.0,344,233,59.6,-0.67,-0.12,0,-0.14,-4.41,-6.53,84,64,148,-3.2,-11.18,202,147,349,,,,,345,,,,0,-0.07,57.7,1.679,59.6,0.1,6.4,25.09,-0.0,-1.0,-6.79,6.89,5,5,6,-0.03,2.56,-4.27,9.48,-4.84,1.37,-4.41,148,-5.78,1,9.48,12.09,0,2,1,-9.65,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,7.5,1.62,1.68,zebra,-,1,515,515,1.0,313,202,60.8,-1.36,-0.26,0,2.27,-1.08,-1.47,82,54,136,-3.95,-12.4,184,130,314,,,,,319,,,,0,-0.14,51.5,1.64,61.0,-0.2,6.8,21.02,-0.1,-1.0,-5.99,10.14,4,6,7,-0.07,1.73,-3.35,8.94,-4.98,0.03,-1.08,136,-1.11,1,9.01,11.94,0,2,1,-6.76,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,5.5,5.5,-,-,zebra,-,2,419,417,1.0,262,157,62.5,-1.48,-0.35,1,2.65,1.57,1.7,69,39,108,0.84,2.1,159,91,250,,,,,284,,,,0,-0.15,41.9,1.591,62.8,-0.3,5.5,13.35,-0.1,-2.0,-10.05,9.54,5,5,6,-0.09,0.08,-1.08,7.98,-5.07,-1.02,1.57,108,2.6,7,7.75,11.85,0,2,1,-1.7,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.62,-,zebra,-,2,583,449,1.3,341,242,58.5,-1.65,-0.28,0,-0.35,2.58,3.76,88,58,146,-3.78,-12.99,195,149,344,,,,,284,,,,0,-0.16,58.3,1.708,58.5,-0.1,6.2,25.87,-0.1,-2.0,-16.95,12.84,5,5,9,-0.07,-2.1,2.93,8.35,-5.0,-1.24,2.58,146,3.81,1,8.24,11.92,0,2,1,6.18,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env<=0,1,462,462,1.0,272,190,58.9,-2.16,-0.47,0,-2.72,-5.37,-6.18,64,51,115,-2.29,-6.26,158,115,273,,,,,295,,,,0,-0.22,46.2,1.695,59.0,-0.1,6.4,18.58,-0.1,-1.0,-7.22,5.57,5,5,5,-0.12,0.85,-2.65,8.29,-5.19,1.16,-5.37,115,-6.53,1,8.23,11.74,0,2,1,-4.61,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.62,-,zebra,-,1,445,445,1.0,258,187,58.0,-2.76,-0.62,0,-0.74,0.29,0.33,66,47,113,-2.68,-7.1,151,114,265,,,,,281,,,,0,-0.28,44.5,1.715,58.3,-0.3,6.4,16.82,-0.2,-1.0,-7.54,6.7,4,6,6,-0.15,-1.63,1.03,7.97,-5.34,-0.93,0.29,113,1.22,1,7.85,11.58,0,2,1,1.74,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.62,-,zebra,-,2,569,445,1.28,332,237,58.3,-3.48,-0.61,0,0.49,4.3,6.11,87,55,142,-3.26,-10.97,192,145,337,,,,,281,,,,0,-0.35,56.9,1.708,58.5,-0.2,6.2,25.5,-0.1,-2.0,-16.95,9.64,4,6,9,-0.16,-3.12,3.81,7.98,-5.33,-2.25,4.3,142,6.55,1,7.86,11.59,0,2,1,7.85,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,2.5,5.5,-,-,zebra,-,5,726,419,1.73,462,264,63.6,-3.74,-0.52,0,-1.05,-4.41,-7.94,110,70,180,-1.65,-7.0,267,156,423,,,,,284,,,,0,-0.37,72.6,1.564,64.0,-0.3,4.9,30.99,-0.1,-4.0,-20.46,22.38,5,5,7,-0.15,1.13,-3.36,7.83,-5.24,0.77,-4.41,180,-5.18,4,7.61,11.69,0,2,1,-8.93,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,9.5,1.62,1.68,zebra,-,1,591,591,1.0,357,234,60.4,-4.07,-0.69,0,-0.05,-3.77,-5.73,89,63,152,-1.65,-5.91,215,144,359,,,,,347,,,,0,-0.41,59.1,1.643,60.9,-0.4,7.2,18.14,-0.2,-1.0,-4.75,3.58,5,5,6,-0.21,1.2,-3.72,8.99,-5.41,0.38,-3.77,152,-4.15,1,8.98,11.51,0,2,1,-8.44,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,5.5,-,-,zebra,-,4,725,419,1.73,461,264,63.6,-4.12,-0.57,0,-1.05,-4.41,-7.94,110,70,180,-1.65,-7.0,267,156,423,,,,,284,,,,0,-0.41,72.5,1.564,63.9,-0.4,4.9,30.99,-0.1,-4.0,-20.46,22.0,5,5,7,-0.16,1.05,-3.36,7.78,-5.29,0.7,-4.41,180,-5.11,3,7.56,11.63,0,2,1,-8.93,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.62,1.98,zebra,-,1,438,438,1.0,256,182,58.4,-4.16,-0.95,0,-1.43,-3.67,-4.04,63,47,110,-5.3,-13.68,145,113,258,,,,,278,,,,0,-0.42,43.8,1.697,58.9,-0.5,6.3,19.06,-0.2,-1.0,-8.68,9.07,4,6,6,-0.24,-0.17,-2.24,7.58,-5.67,-0.04,-3.67,110,-3.64,1,7.43,11.25,0,2,0,-3.7,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,5.5,-,-,zebra,-,5,735,419,1.75,468,267,63.7,-4.17,-0.57,0,-0.96,-3.67,-6.71,113,70,183,-1.15,-4.91,272,156,428,,,,,284,,,,0,-0.42,73.5,1.562,64.0,-0.4,4.9,31.25,-0.1,-5.0,-21.46,21.38,5,5,8,-0.16,0.68,-2.71,7.78,-5.29,0.46,-3.67,183,-4.13,5,7.56,11.64,0,2,1,-7.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.62,1.68,zebra,-,1,313,313,1.0,189,124,60.4,-4.28,-1.37,0,5.63,2.73,2.21,51,30,81,-5.85,-11.05,109,80,189,,,,,217,,,,0,-0.43,31.3,1.634,61.2,-0.8,6.3,26.49,-0.2,-1.0,-5.28,6.12,4,6,4,-0.3,-0.47,-2.9,5.98,-7.39,-2.8,2.73,81,5.53,1,5.37,10.84,0,2,0,-3.36,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.62,-,zebra,-,3,570,445,1.28,332,238,58.2,-4.48,-0.79,0,0.49,4.3,6.11,87,55,142,-3.26,-10.97,192,145,337,,,,,281,,,,0,-0.45,57.0,1.708,58.6,-0.3,6.2,25.5,-0.2,-2.0,-16.95,8.64,4,6,9,-0.2,-3.39,3.81,7.81,-5.51,-2.47,4.3,142,6.78,4,7.68,11.42,0,2,1,7.85,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,3.5,5.5,-,-,zebra,-,4,701,419,1.67,444,257,63.3,-4.63,-0.66,0,-0.5,-4.43,-7.57,104,67,171,-1.96,-8.0,256,152,408,,,,,284,,,,0,-0.46,70.1,1.567,63.8,-0.5,5.0,31.86,-0.1,-3.0,-21.45,23.0,5,5,7,-0.18,1.2,-3.93,7.69,-5.38,0.55,-4.43,171,-4.98,5,7.47,11.54,0,2,1,-9.99,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,9.5,1.62,1.68,zebra,-,1,595,595,1.0,359,236,60.3,-4.79,-0.81,0,-0.11,-3.95,-6.08,90,64,154,-1.73,-6.26,216,145,361,,,,,350,,,,0,-0.48,59.5,1.643,60.9,-0.5,7.1,17.49,-0.3,-1.0,-4.79,4.21,5,5,6,-0.24,1.09,-3.84,8.9,-5.53,0.29,-3.95,154,-4.24,1,8.88,11.4,0,2,1,-8.79,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,5.5,-,-,zebra,-,6,737,419,1.76,469,268,63.6,-4.8,-0.65,0,-0.96,-3.67,-6.71,113,70,183,-1.15,-4.91,272,156,428,,,,,284,,,,0,-0.48,73.7,1.561,64.0,-0.4,4.8,31.88,-0.2,-6.0,-21.46,21.38,5,5,8,-0.18,0.54,-2.71,7.7,-5.37,0.34,-3.67,183,-4.01,3,7.48,11.55,0,2,1,-7.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.62,1.68,zebra,-,1,317,317,1.0,191,126,60.3,-5.0,-1.58,0,5.38,2.24,1.86,52,31,83,-5.97,-11.4,110,81,191,,,,,220,,,,0,-0.5,31.7,1.634,61.2,-0.9,6.2,25.84,-0.2,-1.0,-5.28,6.28,4,6,4,-0.35,-0.65,-3.14,5.81,-7.6,-2.93,2.24,83,5.17,1,5.21,10.63,0,2,0,-3.71,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.62,1.68,zebra,-,2,369,313,1.18,223,146,60.4,-5.0,-1.36,0,4.98,2.12,1.93,57,34,91,-5.07,-11.15,128,92,220,,,,,217,,,,0,-0.5,36.9,1.633,61.2,-0.8,6.2,29.56,-0.2,-2.0,-7.8,7.62,5,5,5,-0.3,-0.53,-2.86,5.99,-7.38,-2.49,2.12,91,4.61,1,5.38,10.85,0,2,0,-3.75,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,0.5,5.5,-,-,zebra,-,3,699,419,1.67,442,257,63.2,-5.58,-0.8,0,-0.5,-4.43,-7.57,104,67,171,-1.96,-8.0,256,152,408,,,,,284,,,,0,-0.56,69.9,1.568,63.8,-0.6,5.0,32.27,-0.2,-3.0,-21.86,22.46,5,5,7,-0.22,0.99,-3.93,7.55,-5.52,0.38,-4.43,171,-4.8,4,7.33,11.4,0,2,1,-9.99,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.62,1.68,zebra,-,3,370,313,1.18,223,147,60.3,-6.0,-1.62,0,4.98,2.12,1.93,57,34,91,-5.07,-11.15,128,92,220,,,,,217,,,,0,-0.6,37.0,1.633,61.2,-1.0,6.2,29.56,-0.2,-2.0,-7.8,6.62,5,5,5,-0.36,-0.94,-2.86,5.73,-7.64,-2.84,2.12,91,4.96,4,5.11,10.58,0,2,0,-3.75,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.62,-,zebra,-,3,591,449,1.32,343,248,58.0,-6.23,-1.05,0,-0.08,1.88,2.76,88,59,147,-4.61,-15.99,195,152,347,,,,,284,,,,0,-0.62,59.1,1.708,58.6,-0.5,6.2,29.07,-0.2,-3.0,-16.95,11.46,5,5,9,-0.27,-2.75,1.96,7.58,-5.77,-2.02,1.88,147,3.9,4,7.47,11.15,0,2,1,4.18,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,tot_env<=1,1,513,513,1.0,300,213,58.5,-6.53,-1.27,0,-2.67,-5.3,-6.84,72,57,129,-5.02,-15.31,172,133,305,,,,,312,,,,0,-0.65,51.3,1.695,59.0,-0.5,6.5,25.87,-0.3,-1.0,-15.01,6.86,5,5,8,-0.34,-0.44,-2.63,7.92,-5.99,0.08,-5.3,129,-5.38,1,7.99,10.93,0,2,0,-5.15,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,-,1.62,1.68,zebra,-,1,597,597,1.0,359,238,60.1,-6.71,-1.12,0,0.31,-3.93,-6.05,90,64,154,-2.27,-8.23,216,147,363,,,,,350,,,,0,-0.67,59.7,1.643,60.9,-0.7,7.2,18.76,-0.4,-1.0,-4.75,3.54,5,5,6,-0.34,0.83,-4.24,8.59,-5.84,-0.15,-3.93,154,-3.78,1,8.57,11.08,0,2,1,-9.76,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.62,1.68,zebra,-,2,378,317,1.19,227,151,60.1,-7.39,-1.96,0,3.89,0.62,0.58,58,36,94,-5.38,-12.17,131,95,226,,,,,220,,,,0,-0.74,37.8,1.633,61.2,-1.2,6.1,29.58,-0.2,-2.0,-7.8,7.25,5,5,5,-0.43,-1.22,-3.27,5.43,-7.98,-2.81,0.62,94,3.42,1,4.83,10.25,0,2,0,-4.42,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.62,1.68,zebra,-,1,601,601,1.0,361,240,60.1,-7.43,-1.24,0,0.26,-4.1,-6.4,91,65,156,-2.35,-8.58,217,148,365,,,,,353,,,,0,-0.74,60.1,1.643,60.9,-0.8,7.2,18.11,-0.4,-1.0,-4.79,3.89,5,5,6,-0.38,0.73,-4.36,8.51,-5.96,-0.23,-4.1,156,-3.87,1,8.48,10.97,0,2,1,-10.11,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,tot_env<=1,3,514,513,1.0,300,214,58.4,-7.53,-1.46,0,-2.67,-5.3,-6.84,72,57,129,-5.02,-15.31,172,133,305,,,,,312,,,,0,-0.75,51.4,1.695,59.0,-0.6,6.5,25.87,-0.3,-2.0,-15.01,6.86,5,5,8,-0.4,-0.75,-2.63,7.73,-6.18,-0.18,-5.3,129,-5.12,3,7.8,10.74,0,2,0,-5.15,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.62,1.98,zebra,-,1,433,433,1.0,251,182,58.0,-7.79,-1.8,0,-1.65,-4.3,-4.69,62,47,109,-5.58,-14.33,144,113,257,,,,,274,,,,0,-0.78,43.3,1.697,58.9,-0.9,6.4,19.71,-0.4,-1.0,-8.68,5.78,4,6,6,-0.45,-1.28,-2.65,6.68,-6.52,-0.96,-4.3,109,-3.35,1,6.51,10.4,0,2,0,-4.35,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.62,1.98,zebra,-,2,562,438,1.28,328,234,58.4,-7.89,-1.4,0,-1.23,-1.79,-2.5,82,58,140,-6.14,-20.46,186,147,333,,,,,278,,,,0,-0.79,56.2,1.693,59.1,-0.7,6.2,27.06,-0.3,-2.0,-18.09,11.3,5,5,8,-0.36,-1.88,-0.56,7.12,-6.12,-1.28,-1.79,140,-0.51,1,6.97,10.8,0,2,0,-1.15,0,DIRECAO
